21-Sep-2023 18:51:7 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5027027e+01	2.0702256e-02	-4.0540796e+01	1.7736056e-02	-5.0100963e+01	1.4872137e-02	-6.7314134e+01	1.1032708e-02	-8.4132342e+01	7.1737227e-03	-1.0720563e+02	1.6944324e-03	-8.7925526e+01
-1.4727027e+01	2.1566107e-02	-3.7345979e+01	1.8976089e-02	-4.9360335e+01	1.4671866e-02	-6.5718784e+01	1.1707812e-02	-8.7958326e+01	7.3420679e-03	-1.0490285e+02	2.6134992e-03	1.2698688e+01
-1.4427027e+01	2.2084428e-02	-3.6612070e+01	1.8473725e-02	-4.9785457e+01	1.4888047e-02	-6.5889247e+01	1.1135453e-02	-8.1068070e+01	8.1806108e-03	-1.0820176e+02	1.1653838e-03	7.8187828e+00
-1.4127027e+01	2.2463592e-02	-3.6835516e+01	1.9411140e-02	-4.8021982e+01	1.6158522e-02	-5.9981770e+01	1.1851839e-02	-8.3228947e+01	8.1007395e-03	-9.8961880e+01	1.2676123e-03	-1.1208500e+02
-1.3827027e+01	2.3569358e-02	-3.5820544e+01	2.0233675e-02	-4.6352109e+01	1.6263428e-02	-5.8391152e+01	1.3615946e-02	-7.9018371e+01	9.0587298e-03	-1.0554774e+02	1.0586411e-03	-9.8990159e+01
-1.3527027e+01	2.5142439e-02	-3.4950861e+01	2.1417277e-02	-4.5868478e+01	1.7666165e-02	-5.5401505e+01	1.4106283e-02	-7.7184658e+01	9.4269150e-03	-1.0217290e+02	1.1834473e-03	-7.4962150e+01
-1.3227027e+01	2.4993570e-02	-3.3437191e+01	2.2047840e-02	-4.4856274e+01	1.7669195e-02	-5.6901433e+01	1.4686211e-02	-7.4732831e+01	1.0945979e-02	-9.9012245e+01	7.3415351e-04	-1.1232596e+02
-1.2927027e+01	2.5284738e-02	-3.3584071e+01	2.1651949e-02	-4.4058814e+01	1.8262541e-02	-5.6560968e+01	1.4261524e-02	-7.4596361e+01	9.7860264e-03	-1.0025314e+02	1.3112214e-03	-7.4423722e+01
-1.2627027e+01	2.6835265e-02	-3.3453790e+01	2.3325539e-02	-4.2860893e+01	2.0110061e-02	-5.6097761e+01	1.6504880e-02	-7.4454476e+01	1.1151613e-02	-9.5172047e+01	7.9338652e-04	-1.2946258e+01
-1.2327027e+01	2.7630229e-02	-3.2129538e+01	2.4227804e-02	-4.1946342e+01	2.0393428e-02	-5.5305138e+01	1.5854642e-02	-6.9447074e+01	1.1841661e-02	-9.3545570e+01	1.0953781e-03	-3.8004839e+01
-1.2027027e+01	2.8674486e-02	-3.1242959e+01	2.5019934e-02	-4.1218276e+01	2.0784095e-02	-5.3180006e+01	1.6686712e-02	-6.9305946e+01	1.2177406e-02	-9.1372245e+01	8.2137329e-04	-3.1786031e+01
-1.1727027e+01	3.0145290e-02	-3.1172848e+01	2.6171556e-02	-3.9874194e+01	2.2223181e-02	-5.2610289e+01	1.7194770e-02	-7.0805931e+01	1.3783650e-02	-9.2971270e+01	7.3464730e-04	-1.7224375e+02
-1.1427027e+01	3.1091322e-02	-3.0943331e+01	2.7633974e-02	-3.9038826e+01	2.3435077e-02	-5.1820863e+01	1.8754073e-02	-6.9262512e+01	1.3644191e-02	-9.0629886e+01	3.3007662e-03	-4.7139701e+01
-1.1127027e+01	3.2641858e-02	-2.9237810e+01	2.8528326e-02	-3.8039295e+01	2.4562533e-02	-4.8653284e+01	2.0312325e-02	-6.5267127e+01	1.5178861e-02	-8.8782960e+01	1.0764132e-03	-1.2910504e+02
-1.0827027e+01	3.3540175e-02	-2.8717933e+01	2.9908734e-02	-3.7696178e+01	2.5720862e-02	-4.7867328e+01	2.1025313e-02	-6.4131695e+01	1.6059366e-02	-8.4809331e+01	1.6455706e-03	-1.3573081e+02
-1.0527027e+01	3.4960525e-02	-2.8117306e+01	3.0895354e-02	-3.6665158e+01	2.7163012e-02	-4.7654923e+01	2.2207378e-02	-6.3090816e+01	1.7341806e-02	-8.2565075e+01	2.0480831e-03	-3.0685744e+01
-1.0227027e+01	3.5752188e-02	-2.7358938e+01	3.1847705e-02	-3.6443135e+01	2.7246162e-02	-4.7789920e+01	2.3252378e-02	-6.2453966e+01	1.6941382e-02	-8.3870464e+01	2.7714219e-03	-8.8011801e+01
-9.9270270e+00	3.7288012e-02	-2.7117390e+01	3.3837986e-02	-3.5932086e+01	2.8120316e-02	-4.6152350e+01	2.3856030e-02	-6.2925590e+01	1.8893343e-02	-8.0198585e+01	1.9871119e-03	-6.4936279e+01
-9.6270270e+00	4.0096058e-02	-2.5709865e+01	3.6120555e-02	-3.3925474e+01	3.1289265e-02	-4.4303034e+01	2.5608592e-02	-5.6874849e+01	2.1161237e-02	-7.4945186e+01	7.0779763e-04	-1.3224519e+02
-9.3270270e+00	4.1030548e-02	-2.5297779e+01	3.7029995e-02	-3.2920648e+01	3.2475991e-02	-4.2154226e+01	2.7344742e-02	-5.6695657e+01	2.1357091e-02	-7.6312410e+01	5.5895865e-04	-1.0139574e+02
-9.0270270e+00	4.4387077e-02	-2.3969324e+01	4.0005959e-02	-3.2179112e+01	3.4997867e-02	-4.1120104e+01	2.9350450e-02	-5.5715875e+01	2.4137208e-02	-7.4573948e+01	3.0890578e-03	-6.7509941e+01
-8.7270270e+00	4.6461156e-02	-2.3548596e+01	4.2304815e-02	-3.0538191e+01	3.6802724e-02	-4.0797547e+01	3.0962509e-02	-5.1293878e+01	2.4981197e-02	-6.7934471e+01	6.1536375e-04	-7.4653733e+01
-8.4270270e+00	4.6999713e-02	-2.3807830e+01	4.2501192e-02	-3.0324233e+01	3.7026399e-02	-4.1367037e+01	3.1866331e-02	-5.3035497e+01	2.5643686e-02	-6.8748324e+01	3.0236804e-04	-9.0861387e+01
-8.1270270e+00	5.1288911e-02	-2.1667623e+01	4.6797767e-02	-2.8714510e+01	4.1369514e-02	-3.7517251e+01	3.5993069e-02	-4.8877644e+01	2.9392624e-02	-6.5580854e+01	1.0417649e-03	-1.8230833e+01
-7.8270270e+00	5.3774306e-02	-2.1422613e+01	4.9407004e-02	-2.8372249e+01	4.3920510e-02	-3.7051169e+01	3.6877786e-02	-4.7979904e+01	3.0465223e-02	-6.3966533e+01	1.7076239e-03	-5.0166537e+01
-7.5270270e+00	5.8557839e-02	-2.0032060e+01	5.4053367e-02	-2.6540090e+01	4.8053298e-02	-3.4452749e+01	4.2197366e-02	-4.5711830e+01	3.4770784e-02	-6.1555618e+01	2.6008041e-03	-1.6812581e+02
-7.2270270e+00	6.0695462e-02	-1.9577353e+01	5.6111495e-02	-2.5851541e+01	5.1062836e-02	-3.4571214e+01	4.3828697e-02	-4.3998052e+01	3.6784728e-02	-5.8651245e+01	4.4132816e-03	-1.5885187e+01
-6.9270270e+00	6.4209966e-02	-1.8617275e+01	5.9220309e-02	-2.4495725e+01	5.3887909e-02	-3.2568367e+01	4.7227198e-02	-4.2796651e+01	3.8648578e-02	-5.7255961e+01	2.2541974e-03	-1.7143079e+02
-6.6270270e+00	6.9113848e-02	-1.8164935e+01	6.4723822e-02	-2.3478696e+01	5.7840761e-02	-3.0873175e+01	5.1554881e-02	-4.1667496e+01	4.3302702e-02	-5.4296114e+01	5.3271767e-03	-1.5726126e+02
-6.3270270e+00	7.5379661e-02	-1.6679871e+01	7.0216386e-02	-2.2204505e+01	6.3643857e-02	-2.9166421e+01	5.7004323e-02	-3.9878465e+01	4.7868181e-02	-5.1628197e+01	5.8156424e-03	-1.3505929e+02
-6.0270270e+00	8.1300217e-02	-1.5620691e+01	7.6239616e-02	-2.0943448e+01	7.0398142e-02	-2.7348992e+01	6.2808066e-02	-3.6908582e+01	5.3370519e-02	-4.9142355e+01	6.4634223e-03	-1.4520671e+02
-5.7270270e+00	9.0823313e-02	-1.4623582e+01	8.5760324e-02	-1.9233197e+01	7.9273920e-02	-2.5618408e+01	7.1092814e-02	-3.3591432e+01	6.1747630e-02	-4.5241731e+01	8.9989537e-03	-1.0764418e+02
-5.4270270e+00	9.3907110e-02	-1.4521439e+01	8.8769824e-02	-1.8750703e+01	8.2390788e-02	-2.4623223e+01	7.4423431e-02	-3.2791020e+01	6.4584691e-02	-4.4082485e+01	9.3578175e-03	-1.2756080e+02
-5.1270270e+00	1.0658551e-01	-1.2861760e+01	1.0112446e-01	-1.7198804e+01	9.5063035e-02	-2.2684406e+01	8.6296559e-02	-3.0138934e+01	7.5944729e-02	-4.0142479e+01	1.3284297e-02	-1.0827166e+02
-4.8270270e+00	1.2173040e-01	-1.1597541e+01	1.1573714e-01	-1.5697208e+01	1.0863105e-01	-2.0285171e+01	9.9855929e-02	-2.7254223e+01	8.8863023e-02	-3.6403545e+01	1.8651148e-02	-9.3513502e+01
-4.5270270e+00	1.4220264e-01	-1.0251592e+01	1.3711945e-01	-1.3692055e+01	1.2961313e-01	-1.8543225e+01	1.1982834e-01	-2.4334767e+01	1.0858143e-01	-3.2437414e+01	2.7312754e-02	-8.6034069e+01
-4.2270270e+00	1.6022707e-01	-9.3923085e+00	1.5475385e-01	-1.2495773e+01	1.4622129e-01	-1.6855629e+01	1.3750843e-01	-2.2177996e+01	1.2489655e-01	-2.9593804e+01	3.8745864e-02	-7.9369858e+01
-3.9270270e+00	1.7754779e-01	-8.6543468e+00	1.7140763e-01	-1.1663006e+01	1.6328839e-01	-1.5372535e+01	1.5459262e-01	-2.0401775e+01	1.4072891e-01	-2.7809629e+01	4.4648925e-02	-7.5354106e+01
-3.6270270e+00	1.9515151e-01	-8.0785989e+00	1.8982266e-01	-1.0908268e+01	1.8203837e-01	-1.4493384e+01	1.7187793e-01	-1.9115149e+01	1.5782198e-01	-2.5543827e+01	5.3178469e-02	-7.0154936e+01
-3.3270270e+00	2.2973976e-01	-7.1073147e+00	2.2407698e-01	-9.6564634e+00	2.1541010e-01	-1.2743191e+01	2.0561511e-01	-1.7119607e+01	1.9044853e-01	-2.3357362e+01	7.4493163e-02	-6.6324463e+01
-3.0270270e+00	2.6975456e-01	-6.3879182e+00	2.6364406e-01	-8.6030140e+00	2.5490341e-01	-1.1616226e+01	2.4429744e-01	-1.5527798e+01	2.2923559e-01	-2.1386807e+01	9.6122999e-02	-6.5287816e+01
-2.7270270e+00	3.0389591e-01	-5.8022007e+00	2.9752768e-01	-7.8744953e+00	2.8932662e-01	-1.0691896e+01	2.7836638e-01	-1.4292095e+01	2.6196228e-01	-1.9882641e+01	1.1614791e-01	-6.1747243e+01
-2.4270270e+00	3.2566533e-01	-5.4560943e+00	3.1911724e-01	-7.4822569e+00	3.0994107e-01	-1.0071835e+01	2.9980762e-01	-1.3748661e+01	2.8398884e-01	-1.8974779e+01	1.2879276e-01	-6.1275880e+01
-2.1270270e+00	3.6733354e-01	-5.0737612e+00	3.6104405e-01	-6.8913432e+00	3.5226958e-01	-9.4721809e+00	3.4074230e-01	-1.2956786e+01	3.2300308e-01	-1.7697848e+01	1.5643799e-01	-5.9211538e+01
-1.8270270e+00	4.1714772e-01	-4.6629780e+00	4.1101271e-01	-6.3368374e+00	4.0164865e-01	-8.6313432e+00	3.9072018e-01	-1.1904840e+01	3.7316267e-01	-1.6575842e+01	1.9189541e-01	-5.7391811e+01
-1.5270270e+00	4.5992011e-01	-4.2873310e+00	4.5328656e-01	-5.8810334e+00	4.4395167e-01	-8.2807105e+00	4.3227395e-01	-1.1248411e+01	4.1442962e-01	-1.5831963e+01	2.1704428e-01	-5.6278980e+01
-1.2270270e+00	4.9511314e-01	-4.1707663e+00	4.8838401e-01	-5.6550382e+00	4.7851657e-01	-7.8884437e+00	4.6722514e-01	-1.0738602e+01	4.4899654e-01	-1.5173019e+01	2.4107027e-01	-5.5267577e+01
-9.2702703e-01	5.2255341e-01	-4.0360147e+00	5.1557808e-01	-5.5322307e+00	5.0600918e-01	-7.5900946e+00	4.9473866e-01	-1.0451843e+01	4.7583471e-01	-1.4799702e+01	2.5984572e-01	-5.4995013e+01
