21-Sep-2023 18:23:49 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.8378580e-01	-1.0589706e+00
6.3852298e+04	6.8937525e-01	-1.2001214e+00
7.2157221e+04	6.8913596e-01	-1.2614555e+00
8.1542320e+04	6.8885900e-01	-1.3519802e+00
9.2148088e+04	6.8892099e-01	-1.4022006e+00
1.0413329e+05	6.8727024e-01	-1.5286426e+00
1.1767734e+05	6.8807923e-01	-1.5696713e+00
1.3298300e+05	6.8542032e-01	-1.6875709e+00
1.5027938e+05	6.8474412e-01	-1.7605428e+00
1.6982540e+05	6.8125971e-01	-1.8696683e+00
1.9191367e+05	6.7762927e-01	-2.0082445e+00
2.1687485e+05	6.7592402e-01	-2.1562550e+00
2.4508258e+05	6.6841528e-01	-2.2609898e+00
2.7695915e+05	6.7315080e-01	-2.3288902e+00
3.1298173e+05	6.7154369e-01	-2.4802198e+00
3.5368956e+05	6.6885682e-01	-2.7579076e+00
3.9969205e+05	6.6840784e-01	-2.9308484e+00
4.5167783e+05	6.6688212e-01	-3.1161537e+00
5.1042512e+05	6.6301695e-01	-3.3700370e+00
5.7681335e+05	6.6406498e-01	-3.5771006e+00
6.5183634e+05	6.5631942e-01	-3.8826136e+00
7.3661717e+05	6.5700850e-01	-4.1551586e+00
8.3242498e+05	6.5295127e-01	-4.4936705e+00
9.4069399e+05	6.5041701e-01	-4.8277781e+00
1.0630450e+06	6.4964557e-01	-5.2537936e+00
1.2013095e+06	6.4575381e-01	-5.7008135e+00
1.3575573e+06	6.4592761e-01	-6.1832963e+00
1.5341274e+06	6.3502914e-01	-6.7328598e+00
1.7336631e+06	6.3603021e-01	-7.2578010e+00
1.9591512e+06	6.2922387e-01	-7.8678080e+00
2.2139674e+06	6.2535766e-01	-8.5292927e+00
2.5019262e+06	6.2072545e-01	-9.2956399e+00
2.8273382e+06	6.1868804e-01	-9.9800005e+00
3.1950747e+06	6.1371516e-01	-1.0832008e+01
3.6106408e+06	6.1093622e-01	-1.1752653e+01
4.0802573e+06	6.0108644e-01	-1.2740176e+01
4.6109543e+06	5.9557433e-01	-1.3885151e+01
5.2106761e+06	5.8809338e-01	-1.5100981e+01
5.8884005e+06	5.7855594e-01	-1.6319425e+01
6.6542729e+06	5.6679099e-01	-1.7688567e+01
7.5197582e+06	5.5757906e-01	-1.9107167e+01
8.4978124e+06	5.4663136e-01	-2.0740301e+01
9.6030769e+06	5.3992498e-01	-2.2322471e+01
1.0852097e+07	5.2947537e-01	-2.4174100e+01
1.2263571e+07	5.1351908e-01	-2.6053842e+01
1.3858627e+07	4.9947125e-01	-2.8077676e+01
1.5661143e+07	4.8410618e-01	-3.0195017e+01
1.7698103e+07	4.7002311e-01	-3.2434347e+01
