21-Sep-2023 19:22:19 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.3408049e-01	-6.3216370e-01
6.3852298e+04	5.2809882e-01	-6.9566673e-01
7.2157221e+04	5.3039652e-01	-7.0846731e-01
8.1542320e+04	5.3030805e-01	-7.8058724e-01
9.2148088e+04	5.3036722e-01	-7.9158764e-01
1.0413329e+05	5.2996740e-01	-8.6988896e-01
1.1767734e+05	5.2527189e-01	-9.0852727e-01
1.3298300e+05	5.3068083e-01	-9.0468052e-01
1.5027938e+05	5.3130925e-01	-9.9903973e-01
1.6982540e+05	5.2166521e-01	-1.1082671e+00
1.9191367e+05	5.2353953e-01	-1.1783227e+00
2.1687485e+05	5.2385360e-01	-1.2361628e+00
2.4508258e+05	5.1943725e-01	-1.3360120e+00
2.7695915e+05	5.2861573e-01	-1.4344389e+00
3.1298173e+05	5.2285221e-01	-1.5206225e+00
3.5368956e+05	5.2412219e-01	-1.6403357e+00
3.9969205e+05	5.2131744e-01	-1.7978627e+00
4.5167783e+05	5.2529781e-01	-1.9013166e+00
5.1042512e+05	5.1955217e-01	-2.1008233e+00
5.7681335e+05	5.2307892e-01	-2.2635402e+00
6.5183634e+05	5.2173183e-01	-2.4322266e+00
7.3661717e+05	5.1775644e-01	-2.6904940e+00
8.3242498e+05	5.2296808e-01	-2.9268445e+00
9.4069399e+05	5.1854418e-01	-3.1805151e+00
1.0630450e+06	5.2038460e-01	-3.4977119e+00
1.2013095e+06	5.1637711e-01	-3.7694433e+00
1.3575573e+06	5.1519052e-01	-4.1400424e+00
1.5341274e+06	5.1699054e-01	-4.4950730e+00
1.7336631e+06	5.0898415e-01	-4.9854529e+00
1.9591512e+06	5.0725370e-01	-5.5038862e+00
2.2139674e+06	5.0472057e-01	-5.9794907e+00
2.5019262e+06	5.0173441e-01	-6.6220756e+00
2.8273382e+06	4.9939443e-01	-7.2389763e+00
3.1950747e+06	4.9950253e-01	-7.8834854e+00
3.6106408e+06	4.9596133e-01	-8.6966275e+00
4.0802573e+06	4.9370258e-01	-9.5039950e+00
4.6109543e+06	4.9455497e-01	-1.0446625e+01
5.2106761e+06	4.9235380e-01	-1.1554359e+01
5.8884005e+06	4.8846179e-01	-1.2650592e+01
6.6542729e+06	4.8176556e-01	-1.3880681e+01
7.5197582e+06	4.7724833e-01	-1.5229213e+01
8.4978124e+06	4.7079566e-01	-1.6695064e+01
9.6030769e+06	4.6289364e-01	-1.8376515e+01
1.0852097e+07	4.5535940e-01	-2.0052574e+01
1.2263571e+07	4.4625321e-01	-2.2017732e+01
1.3858627e+07	4.3844720e-01	-2.4008619e+01
1.5661143e+07	4.2746267e-01	-2.6127006e+01
1.7698103e+07	4.1630880e-01	-2.8481261e+01
2.0000000e+07	4.0668991e-01	-3.1024188e+01
