21-Sep-2023 18:25:9 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.8642648e-01	-1.1893189e+00
6.3852298e+04	6.8317958e-01	-1.2444906e+00
7.2157221e+04	6.8374189e-01	-1.3152513e+00
8.1542320e+04	6.8250916e-01	-1.4045247e+00
9.2148088e+04	6.8099816e-01	-1.4748822e+00
1.0413329e+05	6.7777425e-01	-1.5042928e+00
1.1767734e+05	6.8041486e-01	-1.6172572e+00
1.3298300e+05	6.8021300e-01	-1.6868087e+00
1.5027938e+05	6.7702393e-01	-1.7792832e+00
1.6982540e+05	6.7832571e-01	-1.8855858e+00
1.9191367e+05	6.7603640e-01	-2.0135594e+00
2.1687485e+05	6.7744331e-01	-2.1050260e+00
2.4508258e+05	6.7498016e-01	-2.1943632e+00
2.7695915e+05	6.7123287e-01	-2.3311522e+00
3.1298173e+05	6.6904589e-01	-2.4745705e+00
3.5368956e+05	6.6711509e-01	-2.7316977e+00
3.9969205e+05	6.7023246e-01	-2.9225066e+00
4.5167783e+05	6.6572968e-01	-3.1297722e+00
5.1042512e+05	6.6264086e-01	-3.3772528e+00
5.7681335e+05	6.6099629e-01	-3.5888348e+00
6.5183634e+05	6.5675682e-01	-3.8505672e+00
7.3661717e+05	6.5331937e-01	-4.1762461e+00
8.3242498e+05	6.5268680e-01	-4.4952274e+00
9.4069399e+05	6.4870308e-01	-4.8384619e+00
1.0630450e+06	6.4514337e-01	-5.2696799e+00
1.2013095e+06	6.4286501e-01	-5.6772471e+00
1.3575573e+06	6.3932756e-01	-6.1751582e+00
1.5341274e+06	6.3533204e-01	-6.6673152e+00
1.7336631e+06	6.3380321e-01	-7.2223659e+00
1.9591512e+06	6.2848391e-01	-7.8125270e+00
2.2139674e+06	6.2780957e-01	-8.4103109e+00
2.5019262e+06	6.2168077e-01	-9.1767057e+00
2.8273382e+06	6.1563298e-01	-9.9279897e+00
3.1950747e+06	6.0959406e-01	-1.0788715e+01
3.6106408e+06	6.0304000e-01	-1.1703837e+01
4.0802573e+06	5.9808098e-01	-1.2676517e+01
4.6109543e+06	5.9013567e-01	-1.3827895e+01
5.2106761e+06	5.8495196e-01	-1.5038199e+01
5.8884005e+06	5.7517761e-01	-1.6261164e+01
6.6542729e+06	5.6894102e-01	-1.7491874e+01
7.5197582e+06	5.5885023e-01	-1.9004427e+01
8.4978124e+06	5.4785582e-01	-2.0527868e+01
9.6030769e+06	5.3636985e-01	-2.2259537e+01
1.0852097e+07	5.2271443e-01	-2.4056927e+01
1.2263571e+07	5.0985098e-01	-2.5960462e+01
1.3858627e+07	4.9710626e-01	-2.7869179e+01
1.5661143e+07	4.8031443e-01	-2.9938154e+01
1.7698103e+07	4.6730469e-01	-3.2097199e+01
