21-Sep-2023 20:23:53 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.9128748e-01	-1.6372700e+00
6.3852298e+04	8.8023100e-01	-1.7726626e+00
7.2157221e+04	8.7828255e-01	-1.9123410e+00
8.1542320e+04	8.7447497e-01	-2.0273335e+00
9.2148088e+04	8.7651391e-01	-2.1548881e+00
1.0413329e+05	8.7531908e-01	-2.2799023e+00
1.1767734e+05	8.7109947e-01	-2.4093681e+00
1.3298300e+05	8.6857168e-01	-2.5472987e+00
1.5027938e+05	8.7176781e-01	-2.6697945e+00
1.6982540e+05	8.6752378e-01	-2.8394943e+00
1.9191367e+05	8.5002610e-01	-3.0510620e+00
2.1687485e+05	8.5235346e-01	-3.1996330e+00
2.4508258e+05	8.5264300e-01	-3.3992457e+00
2.7695915e+05	8.4961700e-01	-3.6648789e+00
3.1298173e+05	8.4985707e-01	-3.9235598e+00
3.5368956e+05	8.4543859e-01	-4.2906064e+00
3.9969205e+05	8.4024207e-01	-4.3962348e+00
4.5167783e+05	8.3685090e-01	-4.6828817e+00
5.1042512e+05	8.3010704e-01	-4.9675391e+00
5.7681335e+05	8.2261276e-01	-5.3370695e+00
6.5183634e+05	8.2060491e-01	-5.6736973e+00
7.3661717e+05	8.2004159e-01	-6.0205334e+00
8.3242498e+05	8.1844391e-01	-6.4406886e+00
9.4069399e+05	8.1543333e-01	-6.8661491e+00
1.0630450e+06	8.0664408e-01	-7.4046158e+00
1.2013095e+06	8.0661996e-01	-7.9130235e+00
1.3575573e+06	7.9890664e-01	-8.5089312e+00
1.5341274e+06	7.9242821e-01	-9.1637469e+00
1.7336631e+06	7.8781390e-01	-9.8298691e+00
1.9591512e+06	7.7285697e-01	-1.0636331e+01
2.2139674e+06	7.5971830e-01	-1.1446869e+01
2.5019262e+06	7.5902323e-01	-1.2224570e+01
2.8273382e+06	7.4846328e-01	-1.3154163e+01
3.1950747e+06	7.2807000e-01	-1.4233182e+01
3.6106408e+06	7.2777433e-01	-1.5175160e+01
4.0802573e+06	7.2051932e-01	-1.6290675e+01
4.6109543e+06	7.1032407e-01	-1.7489550e+01
5.2106761e+06	6.9389604e-01	-1.8871283e+01
5.8884005e+06	6.7963530e-01	-2.0176746e+01
6.6542729e+06	6.5680441e-01	-2.1836364e+01
7.5197582e+06	6.4482960e-01	-2.3322537e+01
8.4978124e+06	6.2914645e-01	-2.4901864e+01
9.6030769e+06	6.1783927e-01	-2.6655749e+01
1.0852097e+07	5.9760460e-01	-2.8521370e+01
1.2263571e+07	5.7262156e-01	-3.0547358e+01
1.3858627e+07	5.5400265e-01	-3.2579560e+01
1.5661143e+07	5.3388161e-01	-3.4710622e+01
