21-Sep-2023 19:25:7 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4956456e+01	1.9101541e-02	-3.3903005e+01	1.6300166e-02	-4.4787382e+01	1.3943691e-02	-5.8063477e+01	1.0834522e-02	-7.8706005e+01	7.7949405e-03	-9.9101164e+01	9.3455870e-04	-3.3380022e+00
-1.4656456e+01	1.9425826e-02	-3.2475504e+01	1.7011002e-02	-4.3768357e+01	1.4525110e-02	-5.7563143e+01	1.1649256e-02	-7.1163453e+01	8.6303824e-03	-9.1231565e+01	3.8421650e-04	-8.8815972e+01
-1.4356456e+01	2.0377201e-02	-3.3207726e+01	1.8076275e-02	-4.0790271e+01	1.5512221e-02	-5.2737812e+01	1.1694873e-02	-7.4690136e+01	9.4754005e-03	-9.6752077e+01	1.9872096e-03	-1.0620759e+02
-1.4056456e+01	2.0619989e-02	-3.1584005e+01	1.8280555e-02	-4.1910643e+01	1.5629343e-02	-5.6400485e+01	1.2500816e-02	-7.4595885e+01	8.9318288e-03	-9.2703191e+01	6.5577831e-04	-6.4194973e+01
-1.3756456e+01	2.1201495e-02	-3.1278221e+01	1.8750983e-02	-3.9460130e+01	1.6125076e-02	-5.5591448e+01	1.2212120e-02	-6.9787366e+01	8.8530671e-03	-8.8219135e+01	1.3232603e-03	-1.3184044e+02
-1.3456456e+01	2.2325797e-02	-3.1357883e+01	1.9504216e-02	-3.9505413e+01	1.6045456e-02	-5.4178942e+01	1.4236189e-02	-6.8646250e+01	9.4388469e-03	-9.0827818e+01	1.5676095e-03	-8.1231845e+01
-1.3156456e+01	2.2889261e-02	-3.0010815e+01	2.0340425e-02	-3.8711638e+01	1.6986092e-02	-4.9258065e+01	1.3915961e-02	-6.5597541e+01	1.0031885e-02	-8.3690318e+01	1.0485249e-03	-9.2598897e+01
-1.2856456e+01	2.3490993e-02	-2.8738977e+01	2.0442591e-02	-3.8295443e+01	1.7254705e-02	-4.8374945e+01	1.4866962e-02	-6.6885167e+01	1.1260937e-02	-8.7070224e+01	1.4059155e-03	-1.6769029e+00
-1.2556456e+01	2.4191982e-02	-2.9099249e+01	2.1513441e-02	-3.7386939e+01	1.7535283e-02	-4.7641238e+01	1.5436913e-02	-6.5222452e+01	1.0976948e-02	-8.2796636e+01	2.3583946e-03	-1.1315276e+02
-1.2256456e+01	2.5748488e-02	-2.7872465e+01	2.3117559e-02	-3.6356915e+01	1.9582880e-02	-4.8329471e+01	1.6867075e-02	-6.4216751e+01	1.2016360e-02	-8.5056340e+01	1.9374708e-03	1.0656610e+01
-1.1956456e+01	2.6250887e-02	-2.7532138e+01	2.3517435e-02	-3.6005017e+01	2.0029663e-02	-4.6881359e+01	1.6936293e-02	-5.8411024e+01	1.2561704e-02	-8.1632290e+01	1.1403037e-03	-1.5173994e+02
-1.1656456e+01	2.7051830e-02	-2.6504229e+01	2.4128684e-02	-3.5285404e+01	2.0849898e-02	-4.6630999e+01	1.7582090e-02	-6.1546368e+01	1.3161027e-02	-7.9000975e+01	1.8865998e-03	-1.4284258e+02
-1.1356456e+01	2.7952581e-02	-2.5926465e+01	2.5333694e-02	-3.3637406e+01	2.1820329e-02	-4.6340517e+01	1.7890355e-02	-6.0067273e+01	1.4445680e-02	-7.7396417e+01	7.1374980e-04	-3.4758512e+01
-1.1056456e+01	2.8979673e-02	-2.5731862e+01	2.5611295e-02	-3.3375790e+01	2.2753735e-02	-4.4750756e+01	1.8778938e-02	-5.9487767e+01	1.4672155e-02	-7.6457237e+01	3.2061707e-04	-1.3646181e+02
