21-Sep-2023 18:7:44 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	7.4297688e-01	-1.3629343e+00
6.3852298e+04	7.3766505e-01	-1.3555086e+00
7.2157221e+04	7.4129234e-01	-1.4155978e+00
8.1542320e+04	7.4078719e-01	-1.5341953e+00
9.2148088e+04	7.3770041e-01	-1.6020267e+00
1.0413329e+05	7.3834771e-01	-1.6964762e+00
1.1767734e+05	7.3719798e-01	-1.7773123e+00
1.3298300e+05	7.3425796e-01	-1.8937809e+00
1.5027938e+05	7.3149027e-01	-2.0038833e+00
1.6982540e+05	7.2782441e-01	-2.1086604e+00
1.9191367e+05	7.2683389e-01	-2.2630016e+00
2.1687485e+05	7.2398982e-01	-2.3511590e+00
2.4508258e+05	7.2522145e-01	-2.5138169e+00
2.7695915e+05	7.2406063e-01	-2.6879046e+00
3.1298173e+05	7.2316271e-01	-2.8627489e+00
3.5368956e+05	7.2256317e-01	-3.0584173e+00
3.9969205e+05	7.1826122e-01	-3.2860202e+00
4.5167783e+05	7.1745466e-01	-3.4795543e+00
5.1042512e+05	7.1557714e-01	-3.7556578e+00
5.7681335e+05	7.1359772e-01	-3.9986117e+00
6.5183634e+05	7.0970273e-01	-4.3324840e+00
7.3661717e+05	7.0531174e-01	-4.6461537e+00
8.3242498e+05	7.0471824e-01	-5.0119512e+00
9.4069399e+05	7.0257514e-01	-5.3579421e+00
1.0630450e+06	6.9678282e-01	-5.7953916e+00
1.2013095e+06	6.9431525e-01	-6.2916516e+00
1.3575573e+06	6.8989121e-01	-6.7534554e+00
1.5341274e+06	6.8547188e-01	-7.3189726e+00
1.7336631e+06	6.8049944e-01	-7.8951348e+00
1.9591512e+06	6.7491174e-01	-8.5329397e+00
2.2139674e+06	6.7054034e-01	-9.2428911e+00
2.5019262e+06	6.6415131e-01	-9.9755567e+00
2.8273382e+06	6.5915778e-01	-1.0805645e+01
3.1950747e+06	6.5298085e-01	-1.1660396e+01
3.6106408e+06	6.4655303e-01	-1.2604669e+01
4.0802573e+06	6.4014220e-01	-1.3582011e+01
4.6109543e+06	6.3064324e-01	-1.4763610e+01
5.2106761e+06	6.2137276e-01	-1.6050188e+01
5.8884005e+06	6.1011283e-01	-1.7293689e+01
6.6542729e+06	6.0095075e-01	-1.8626681e+01
7.5197582e+06	5.8773043e-01	-2.0145891e+01
8.4978124e+06	5.7497891e-01	-2.1750822e+01
9.6030769e+06	5.6348635e-01	-2.3462860e+01
1.0852097e+07	5.4958664e-01	-2.5240497e+01
1.2263571e+07	5.3283362e-01	-2.7259930e+01
1.3858627e+07	5.1855367e-01	-2.9224123e+01
1.5661143e+07	5.0175953e-01	-3.1298669e+01
1.7698103e+07	4.8475509e-01	-3.3525310e+01
2.0000000e+07	4.6341589e-01	-3.6021475e+01
