21-Sep-2023 20:4:1 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.2670386e-01	-1.4587852e+00
6.3852298e+04	8.2423398e-01	-1.5222832e+00
7.2157221e+04	8.1651804e-01	-1.6463387e+00
8.1542320e+04	8.2730700e-01	-1.7222250e+00
9.2148088e+04	8.2163327e-01	-1.8115206e+00
1.0413329e+05	8.1632023e-01	-1.9835211e+00
1.1767734e+05	8.1493959e-01	-2.0500246e+00
1.3298300e+05	8.0995275e-01	-2.2063251e+00
1.5027938e+05	8.0755962e-01	-2.3326220e+00
1.6982540e+05	8.0851046e-01	-2.4732924e+00
1.9191367e+05	8.1281826e-01	-2.6128417e+00
2.1687485e+05	8.0542394e-01	-2.7701381e+00
2.4508258e+05	7.9456329e-01	-3.0036233e+00
2.7695915e+05	8.0595206e-01	-3.1558385e+00
3.1298173e+05	7.9835262e-01	-3.3869972e+00
3.5368956e+05	7.9523290e-01	-3.6038305e+00
3.9969205e+05	7.8991587e-01	-3.8481034e+00
4.5167783e+05	7.8179717e-01	-4.0975674e+00
5.1042512e+05	7.8260089e-01	-4.3762552e+00
5.7681335e+05	7.7381468e-01	-4.7428009e+00
6.5183634e+05	7.7731989e-01	-5.0735783e+00
7.3661717e+05	7.7694540e-01	-5.4414562e+00
8.3242498e+05	7.6836461e-01	-5.7901094e+00
9.4069399e+05	7.6028665e-01	-6.2828758e+00
1.0630450e+06	7.5577177e-01	-6.7670594e+00
1.2013095e+06	7.5561976e-01	-7.2155753e+00
1.3575573e+06	7.4654480e-01	-7.8210427e+00
1.5341274e+06	7.4897511e-01	-8.3649910e+00
1.7336631e+06	7.4417745e-01	-8.9653564e+00
1.9591512e+06	7.3772871e-01	-9.7051853e+00
2.2139674e+06	7.3107012e-01	-1.0428372e+01
2.5019262e+06	7.2204733e-01	-1.1276192e+01
2.8273382e+06	6.9577468e-01	-1.2333179e+01
3.1950747e+06	7.0206667e-01	-1.3113964e+01
3.6106408e+06	6.8901642e-01	-1.4224932e+01
4.0802573e+06	6.8872879e-01	-1.5236007e+01
4.6109543e+06	6.7597603e-01	-1.6417157e+01
5.2106761e+06	6.6473193e-01	-1.7681376e+01
5.8884005e+06	6.5246977e-01	-1.9032379e+01
6.6542729e+06	6.3919715e-01	-2.0489882e+01
7.5197582e+06	6.3025095e-01	-2.1996755e+01
8.4978124e+06	6.1596126e-01	-2.3653590e+01
9.6030769e+06	5.9698821e-01	-2.5471221e+01
1.0852097e+07	5.7707753e-01	-2.7316626e+01
1.2263571e+07	5.6441095e-01	-2.9158875e+01
1.3858627e+07	5.4765552e-01	-3.1184808e+01
1.5661143e+07	5.2422401e-01	-3.3346547e+01
