21-Sep-2023 18:55:40 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.8372777e-01	-7.1608786e-01
6.3852298e+04	5.8043862e-01	-7.5567691e-01
7.2157221e+04	5.8450706e-01	-8.0602801e-01
8.1542320e+04	5.8206654e-01	-8.6882350e-01
9.2148088e+04	5.8053384e-01	-8.9671803e-01
1.0413329e+05	5.7720841e-01	-9.9495156e-01
1.1767734e+05	5.8183207e-01	-1.0181991e+00
1.3298300e+05	5.7869130e-01	-1.1244171e+00
1.5027938e+05	5.8124683e-01	-1.1889902e+00
1.6982540e+05	5.7411334e-01	-1.2595405e+00
1.9191367e+05	5.7629609e-01	-1.3753162e+00
2.1687485e+05	5.8024246e-01	-1.4469862e+00
2.4508258e+05	5.7289632e-01	-1.5914789e+00
2.7695915e+05	5.7568610e-01	-1.7437869e+00
3.1298173e+05	5.7747331e-01	-1.8941934e+00
3.5368956e+05	5.7396669e-01	-2.1574852e+00
3.9969205e+05	5.7110155e-01	-2.1619439e+00
4.5167783e+05	5.7017216e-01	-2.2943369e+00
5.1042512e+05	5.7183981e-01	-2.4543136e+00
5.7681335e+05	5.6993485e-01	-2.7018321e+00
6.5183634e+05	5.6801104e-01	-2.8751993e+00
7.3661717e+05	5.6602158e-01	-3.1058015e+00
8.3242498e+05	5.6127183e-01	-3.3519679e+00
9.4069399e+05	5.5936821e-01	-3.6900166e+00
1.0630450e+06	5.5950172e-01	-3.9670707e+00
1.2013095e+06	5.6098762e-01	-4.3251150e+00
1.3575573e+06	5.5944597e-01	-4.7472150e+00
1.5341274e+06	5.5716234e-01	-5.1879429e+00
1.7336631e+06	5.5453959e-01	-5.7200836e+00
1.9591512e+06	5.5224001e-01	-6.2240086e+00
2.2139674e+06	5.4931758e-01	-6.7529765e+00
2.5019262e+06	5.4969938e-01	-7.4048680e+00
2.8273382e+06	5.4746404e-01	-8.0460273e+00
3.1950747e+06	5.4247943e-01	-8.8132589e+00
3.6106408e+06	5.3774806e-01	-9.5711294e+00
4.0802573e+06	5.3686528e-01	-1.0417017e+01
4.6109543e+06	5.3325164e-01	-1.1497784e+01
5.2106761e+06	5.2490158e-01	-1.2727038e+01
5.8884005e+06	5.1926865e-01	-1.3872342e+01
6.6542729e+06	5.1241056e-01	-1.5075350e+01
7.5197582e+06	5.0833687e-01	-1.6467639e+01
8.4978124e+06	5.0157340e-01	-1.7965818e+01
9.6030769e+06	4.9129276e-01	-1.9655493e+01
1.0852097e+07	4.8187625e-01	-2.1368397e+01
1.2263571e+07	4.7289338e-01	-2.3204216e+01
1.3858627e+07	4.6390109e-01	-2.5214090e+01
1.5661143e+07	4.5327100e-01	-2.7201187e+01
