21-Sep-2023 20:42:35 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	9.2541016e-01	-1.8036217e+00
6.3852298e+04	9.2323746e-01	-1.9564237e+00
7.2157221e+04	9.2328819e-01	-2.0913013e+00
8.1542320e+04	9.2062661e-01	-2.2152443e+00
9.2148088e+04	9.1643224e-01	-2.3250317e+00
1.0413329e+05	9.1676281e-01	-2.4553527e+00
1.1767734e+05	9.1159205e-01	-2.6435698e+00
1.3298300e+05	9.1254151e-01	-2.7930811e+00
1.5027938e+05	8.9901853e-01	-2.9903340e+00
1.6982540e+05	9.0288658e-01	-3.1344256e+00
1.9191367e+05	8.9115385e-01	-3.3600766e+00
2.1687485e+05	8.8904336e-01	-3.5456192e+00
2.4508258e+05	8.9092234e-01	-3.7638245e+00
2.7695915e+05	8.8745296e-01	-3.9265486e+00
3.1298173e+05	8.8373107e-01	-4.1789499e+00
3.5368956e+05	8.7968651e-01	-4.3134227e+00
3.9969205e+05	8.7237304e-01	-4.7704453e+00
4.5167783e+05	8.7267192e-01	-5.0941207e+00
5.1042512e+05	8.5997114e-01	-5.4903537e+00
5.7681335e+05	8.4742143e-01	-5.8521142e+00
6.5183634e+05	8.4756134e-01	-6.2685362e+00
7.3661717e+05	8.5386762e-01	-6.6735339e+00
8.3242498e+05	8.4324323e-01	-7.1129096e+00
9.4069399e+05	8.3555807e-01	-7.6714137e+00
1.0630450e+06	8.3195855e-01	-8.1873687e+00
1.2013095e+06	8.2535794e-01	-8.7778187e+00
1.3575573e+06	8.1908275e-01	-9.3664187e+00
1.5341274e+06	8.0651797e-01	-1.0076020e+01
1.7336631e+06	8.0171785e-01	-1.0737798e+01
1.9591512e+06	7.8684275e-01	-1.1532060e+01
2.2139674e+06	7.7862694e-01	-1.2405978e+01
2.5019262e+06	7.7669438e-01	-1.3205750e+01
2.8273382e+06	7.6255436e-01	-1.4190127e+01
3.1950747e+06	7.5479178e-01	-1.5179837e+01
3.6106408e+06	7.4335290e-01	-1.6241569e+01
4.0802573e+06	7.2818721e-01	-1.7403153e+01
4.6109543e+06	7.0923812e-01	-1.8848112e+01
5.2106761e+06	6.9584904e-01	-2.0225869e+01
5.8884005e+06	6.7814843e-01	-2.1681506e+01
6.6542729e+06	6.6768031e-01	-2.2972095e+01
7.5197582e+06	6.4395518e-01	-2.4596555e+01
8.4978124e+06	6.3112019e-01	-2.6305073e+01
9.6030769e+06	6.0882001e-01	-2.8124319e+01
1.0852097e+07	5.8951009e-01	-2.9968743e+01
1.2263571e+07	5.6796757e-01	-3.1923112e+01
1.3858627e+07	5.4367079e-01	-3.3947475e+01
1.5661143e+07	5.2692188e-01	-3.5936455e+01
1.7698103e+07	5.0241205e-01	-3.8094169e+01
