21-Sep-2023 20:24:39 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.8654047e-01	-1.6590826e+00
6.3852298e+04	8.8693128e-01	-1.7908867e+00
7.2157221e+04	8.8242940e-01	-1.8980131e+00
8.1542320e+04	8.8125558e-01	-1.9976952e+00
9.2148088e+04	8.8442199e-01	-2.1346498e+00
1.0413329e+05	8.8107712e-01	-2.2576603e+00
1.1767734e+05	8.8309113e-01	-2.3923004e+00
1.3298300e+05	8.7882418e-01	-2.4816735e+00
1.5027938e+05	8.7971062e-01	-2.6439375e+00
1.6982540e+05	8.7913131e-01	-2.8149916e+00
1.9191367e+05	8.6951864e-01	-2.9951024e+00
2.1687485e+05	8.6852914e-01	-3.1596586e+00
2.4508258e+05	8.6633280e-01	-3.3552501e+00
2.7695915e+05	8.6820530e-01	-3.6379276e+00
3.1298173e+05	8.5920956e-01	-3.9298970e+00
3.5368956e+05	8.5847170e-01	-4.2510627e+00
3.9969205e+05	8.4838220e-01	-4.4078513e+00
4.5167783e+05	8.4142024e-01	-4.6684631e+00
5.1042512e+05	8.3796655e-01	-4.9641390e+00
5.7681335e+05	8.4344743e-01	-5.2323577e+00
6.5183634e+05	8.3645436e-01	-5.5904360e+00
7.3661717e+05	8.2877038e-01	-6.0030808e+00
8.3242498e+05	8.2420157e-01	-6.4020808e+00
9.4069399e+05	8.1978453e-01	-6.8308256e+00
1.0630450e+06	8.1181306e-01	-7.3701978e+00
1.2013095e+06	8.0903067e-01	-7.9134404e+00
1.3575573e+06	7.9911570e-01	-8.5033293e+00
1.5341274e+06	7.9528430e-01	-9.1218292e+00
1.7336631e+06	7.9068959e-01	-9.8124535e+00
1.9591512e+06	7.8002776e-01	-1.0545628e+01
2.2139674e+06	7.7625704e-01	-1.1287621e+01
2.5019262e+06	7.6109536e-01	-1.2192927e+01
2.8273382e+06	7.5263037e-01	-1.3111965e+01
3.1950747e+06	7.4630661e-01	-1.4049754e+01
3.6106408e+06	7.3844953e-01	-1.5100923e+01
4.0802573e+06	7.2578575e-01	-1.6191030e+01
4.6109543e+06	7.1446255e-01	-1.7482120e+01
5.2106761e+06	7.0077698e-01	-1.8822701e+01
5.8884005e+06	6.8471224e-01	-2.0166028e+01
6.6542729e+06	6.6825048e-01	-2.1695961e+01
7.5197582e+06	6.5346690e-01	-2.3273288e+01
8.4978124e+06	6.3389769e-01	-2.4960566e+01
9.6030769e+06	6.2107465e-01	-2.6675005e+01
1.0852097e+07	6.0406965e-01	-2.8512643e+01
1.2263571e+07	5.8415318e-01	-3.0466872e+01
1.3858627e+07	5.6320285e-01	-3.2504162e+01
1.5661143e+07	5.4239443e-01	-3.4589357e+01
