21-Sep-2023 19:8:39 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5013514e+01	1.9209950e-02	-3.4322104e+01	1.6565378e-02	-4.3150849e+01	1.4254788e-02	-5.8222601e+01	1.1224268e-02	-7.4745956e+01	7.9786199e-03	-9.5737110e+01	1.4011360e-03	-5.0500039e+01
-1.4713514e+01	1.9531613e-02	-3.2286673e+01	1.7182403e-02	-4.5576561e+01	1.3971989e-02	-5.7882912e+01	1.1357642e-02	-7.2655945e+01	8.5136839e-03	-1.0065031e+02	1.5427465e-03	-9.0510282e+01
-1.4413514e+01	2.0064534e-02	-3.3361681e+01	1.7874682e-02	-4.3934185e+01	1.4639380e-02	-5.5412245e+01	1.1191432e-02	-7.5229930e+01	8.7810233e-03	-9.2970998e+01	8.6709564e-04	-1.0519098e+02
-1.4113514e+01	2.1109419e-02	-3.3057331e+01	1.8515990e-02	-4.0496618e+01	1.5541063e-02	-5.6266861e+01	1.2541000e-02	-7.2363945e+01	8.7465103e-03	-9.7297520e+01	5.2025475e-04	-5.2002424e+01
-1.3813514e+01	2.1732169e-02	-3.0720695e+01	1.9061489e-02	-4.2346331e+01	1.5451608e-02	-5.3699123e+01	1.2531147e-02	-7.2143471e+01	9.1310653e-03	-9.0475353e+01	9.9467910e-04	-2.3191351e+01
-1.3513514e+01	2.2875033e-02	-3.0860904e+01	1.9423302e-02	-3.9977192e+01	1.5904763e-02	-5.3947848e+01	1.3311299e-02	-6.9072539e+01	9.9468674e-03	-8.9279425e+01	1.4157166e-03	-1.5809137e+01
-1.3213514e+01	2.3255405e-02	-2.9912296e+01	2.0452225e-02	-3.9451167e+01	1.7396428e-02	-5.0170441e+01	1.3203252e-02	-6.6547576e+01	1.0017972e-02	-9.2509531e+01	2.7391975e-03	-2.9731779e+01
-1.2913514e+01	2.3798051e-02	-2.9649362e+01	2.0893492e-02	-3.8319914e+01	1.8255630e-02	-4.9803184e+01	1.5414375e-02	-6.4518444e+01	1.0744294e-02	-8.5566865e+01	3.7571718e-03	-4.4003812e+01
-1.2613514e+01	2.4764520e-02	-2.9280546e+01	2.1993252e-02	-3.8154772e+01	1.8503123e-02	-4.8986141e+01	1.4958140e-02	-6.8150527e+01	1.1835844e-02	-8.9690300e+01	1.2059611e-03	-1.1608384e+02
-1.2313514e+01	2.5344218e-02	-2.7702416e+01	2.2807729e-02	-3.6586684e+01	1.9516107e-02	-4.9114604e+01	1.5822428e-02	-6.5095272e+01	1.1813986e-02	-8.3367804e+01	1.8253847e-03	-1.2207560e+02
-1.2013514e+01	2.6394832e-02	-2.8280271e+01	2.3030576e-02	-3.7659274e+01	2.0142378e-02	-4.7848235e+01	1.6748837e-02	-6.3940396e+01	1.3167568e-02	-8.5864239e+01	1.4145252e-03	-6.1004821e+01
