21-Sep-2023 19:13:25 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.5543906e-01	-6.4179906e-01
6.3852298e+04	5.4738951e-01	-6.7659082e-01
7.2157221e+04	5.5115729e-01	-7.5528377e-01
8.1542320e+04	5.4961316e-01	-7.7256619e-01
9.2148088e+04	5.4976367e-01	-8.1027903e-01
1.0413329e+05	5.5054780e-01	-9.0552215e-01
1.1767734e+05	5.5029874e-01	-9.2874605e-01
1.3298300e+05	5.4705086e-01	-9.9732809e-01
1.5027938e+05	5.4312481e-01	-1.0264049e+00
1.6982540e+05	5.3974053e-01	-1.1086106e+00
1.9191367e+05	5.3831220e-01	-1.1975805e+00
2.1687485e+05	5.4061843e-01	-1.2932789e+00
2.4508258e+05	5.3901195e-01	-1.3219195e+00
2.7695915e+05	5.3984791e-01	-1.5244752e+00
3.1298173e+05	5.3672101e-01	-1.6468988e+00
3.5368956e+05	5.3574529e-01	-1.8323207e+00
3.9969205e+05	5.3610701e-01	-1.8407899e+00
4.5167783e+05	5.3375176e-01	-1.9841001e+00
5.1042512e+05	5.3378051e-01	-2.1281249e+00
5.7681335e+05	5.3444831e-01	-2.3145733e+00
6.5183634e+05	5.2919601e-01	-2.4894308e+00
7.3661717e+05	5.2938827e-01	-2.6682317e+00
8.3242498e+05	5.2674641e-01	-2.9240547e+00
9.4069399e+05	5.2171688e-01	-3.2243909e+00
1.0630450e+06	5.2532850e-01	-3.4676193e+00
1.2013095e+06	5.2742511e-01	-3.7714142e+00
1.3575573e+06	5.2239149e-01	-4.1720508e+00
1.5341274e+06	5.2035317e-01	-4.5421234e+00
1.7336631e+06	5.2034313e-01	-4.9999459e+00
1.9591512e+06	5.1679792e-01	-5.4935609e+00
2.2139674e+06	5.1572033e-01	-6.0052730e+00
2.5019262e+06	5.0991737e-01	-6.5930469e+00
2.8273382e+06	5.1007664e-01	-7.1655870e+00
3.1950747e+06	5.0450880e-01	-7.8529628e+00
3.6106408e+06	5.0515148e-01	-8.5240183e+00
4.0802573e+06	4.9916963e-01	-9.3569143e+00
4.6109543e+06	5.0294970e-01	-1.0444694e+01
5.2106761e+06	4.9267041e-01	-1.1687032e+01
5.8884005e+06	4.8196432e-01	-1.2749737e+01
6.6542729e+06	4.8477478e-01	-1.3959217e+01
7.5197582e+06	4.8070192e-01	-1.5209162e+01
8.4978124e+06	4.7268656e-01	-1.6701910e+01
9.6030769e+06	4.6555260e-01	-1.8309669e+01
1.0852097e+07	4.5686712e-01	-2.0037262e+01
1.2263571e+07	4.4718589e-01	-2.1894552e+01
1.3858627e+07	4.4088629e-01	-2.3840099e+01
1.5661143e+07	4.3079439e-01	-2.5969623e+01
1.7698103e+07	4.2336118e-01	-2.8217731e+01
2.0000000e+07	4.1349676e-01	-3.0646733e+01
