21-Sep-2023 18:20:15 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4980480e+01	2.3728443e-02	-4.8797250e+01	1.9317099e-02	-6.4513969e+01	1.4790323e-02	-8.1568009e+01	1.0895277e-02	-1.0499705e+02	5.9695741e-03	-1.3315882e+02	8.4254583e-04	-8.3086366e+01
-1.4680480e+01	2.5063820e-02	-4.8004895e+01	2.0451696e-02	-6.1755304e+01	1.5265939e-02	-8.0374844e+01	1.0758639e-02	-1.0525957e+02	7.3184431e-03	-1.2962756e+02	2.4283834e-03	-1.9484001e+01
-1.4380480e+01	2.5655342e-02	-4.7301720e+01	2.1229312e-02	-6.0504881e+01	1.5846402e-02	-8.0248600e+01	1.1309275e-02	-9.9650599e+01	6.9664715e-03	-1.3526299e+02	1.7299647e-03	-1.2541494e+02
-1.4080480e+01	2.6209789e-02	-4.6414320e+01	2.1862817e-02	-6.0110892e+01	1.7335435e-02	-7.8573721e+01	1.2213083e-02	-1.0158965e+02	7.5013499e-03	-1.2957070e+02	6.0260066e-04	-8.3087389e+01
-1.3780480e+01	2.7448488e-02	-4.5355916e+01	2.2351791e-02	-5.9542077e+01	1.7435501e-02	-7.6182814e+01	1.2441807e-02	-9.9481099e+01	8.1460962e-03	-1.2419264e+02	1.8996737e-03	-1.1300354e+02
-1.3480480e+01	2.9427554e-02	-4.4086749e+01	2.4510805e-02	-5.6546320e+01	1.9456353e-02	-7.3124082e+01	1.4238526e-02	-9.6380767e+01	8.9182491e-03	-1.2202055e+02	2.1490099e-03	-4.2372594e+01
-1.3180480e+01	2.9983025e-02	-4.3240488e+01	2.5166335e-02	-5.6381594e+01	1.9712431e-02	-7.2919009e+01	1.4594271e-02	-9.6027615e+01	8.6313468e-03	-1.1502373e+02	6.2244839e-04	-9.0527465e+01
-1.2880480e+01	3.1720811e-02	-4.3072667e+01	2.6474379e-02	-5.5515881e+01	2.0681177e-02	-6.9067211e+01	1.5234499e-02	-9.0202270e+01	1.0683544e-02	-1.1951565e+02	1.1878900e-03	-1.3875302e+02
-1.2580480e+01	3.2101083e-02	-4.1173127e+01	2.7007974e-02	-5.4234493e+01	2.0741112e-02	-6.7501168e+01	1.5589771e-02	-9.4128432e+01	1.0446448e-02	-1.1664214e+02	8.0084577e-04	-9.2925391e+01
-1.2280480e+01	3.3509259e-02	-4.1339510e+01	2.8201979e-02	-5.2612548e+01	2.2043074e-02	-6.8878923e+01	1.6372494e-02	-8.7625521e+01	1.1572128e-02	-1.1339431e+02	1.0401427e-03	-4.0568639e+01
-1.1980480e+01	3.5303787e-02	-3.9715663e+01	2.9795756e-02	-5.1736492e+01	2.3741135e-02	-6.6991140e+01	1.8411342e-02	-8.6953602e+01	1.1744828e-02	-1.1277872e+02	2.2591129e-03	-4.0974288e+01
-1.1680480e+01	3.6700799e-02	-3.9074603e+01	3.0773044e-02	-4.9770532e+01	2.5144971e-02	-6.6084705e+01	1.8270527e-02	-8.4175694e+01	1.2513755e-02	-1.0628014e+02	6.1589297e-04	-1.1147460e+02
-1.1380480e+01	3.7458264e-02	-3.8691175e+01	3.2120192e-02	-4.8783535e+01	2.5732168e-02	-6.3914526e+01	2.0105277e-02	-8.1657626e+01	1.2708909e-02	-1.0750074e+02	2.1405890e-03	-2.4552171e+01
-1.1080480e+01	3.9646814e-02	-3.6832850e+01	3.3544682e-02	-4.7722621e+01	2.7148953e-02	-6.2375402e+01	2.1499545e-02	-8.0601817e+01	1.5323607e-02	-1.0409033e+02	5.9061512e-04	-4.0871683e+01
-1.0780480e+01	4.1471104e-02	-3.5923391e+01	3.5792800e-02	-4.6832481e+01	2.8763364e-02	-6.0443510e+01	2.2038954e-02	-8.0598693e+01	1.5184216e-02	-1.0326236e+02	1.8278307e-03	-1.4214427e+02
-1.0480480e+01	4.2648663e-02	-3.5970639e+01	3.6607549e-02	-4.6180332e+01	2.9693254e-02	-6.1208290e+01	2.4088943e-02	-7.8085654e+01	1.5899216e-02	-1.0132091e+02	1.5795931e-03	-8.1165194e+01
-1.0180480e+01	4.5250749e-02	-3.4822419e+01	3.9113369e-02	-4.4590082e+01	3.3158208e-02	-5.7220486e+01	2.4577381e-02	-7.6298907e+01	1.7230328e-02	-9.6362656e+01	9.9089964e-04	-7.1550356e+01
-9.8804805e+00	4.6733888e-02	-3.3641708e+01	4.0598801e-02	-4.3633864e+01	3.3909797e-02	-5.7324343e+01	2.6853073e-02	-7.3026113e+01	1.9262624e-02	-9.7634467e+01	1.3889066e-03	-1.0734113e+02
