21-Sep-2023 18:24:12 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	7.0805498e-01	-1.1715121e+00
6.3852298e+04	7.0860190e-01	-1.1569189e+00
7.2157221e+04	7.0707309e-01	-1.2405169e+00
8.1542320e+04	7.0490215e-01	-1.3267428e+00
9.2148088e+04	7.0623996e-01	-1.3655876e+00
1.0413329e+05	7.0322292e-01	-1.4637019e+00
1.1767734e+05	7.0312259e-01	-1.5425889e+00
1.3298300e+05	7.0295695e-01	-1.6305911e+00
1.5027938e+05	7.0299608e-01	-1.7277509e+00
1.6982540e+05	7.0207479e-01	-1.8257783e+00
1.9191367e+05	6.9332561e-01	-1.9793734e+00
2.1687485e+05	6.9699054e-01	-2.1168103e+00
2.4508258e+05	6.9353658e-01	-2.2508252e+00
2.7695915e+05	6.9765683e-01	-2.4018319e+00
3.1298173e+05	6.9479080e-01	-2.5156823e+00
3.5368956e+05	6.9103598e-01	-2.9135728e+00
3.9969205e+05	6.9166789e-01	-2.9464530e+00
4.5167783e+05	6.8719220e-01	-3.1537684e+00
5.1042512e+05	6.8283227e-01	-3.4029041e+00
5.7681335e+05	6.8411550e-01	-3.6459749e+00
6.5183634e+05	6.8406818e-01	-3.8827619e+00
7.3661717e+05	6.7575080e-01	-4.1926365e+00
8.3242498e+05	6.7590418e-01	-4.5367546e+00
9.4069399e+05	6.6862228e-01	-4.9080960e+00
1.0630450e+06	6.6956844e-01	-5.2934921e+00
1.2013095e+06	6.6747753e-01	-5.7012037e+00
1.3575573e+06	6.6277206e-01	-6.1878695e+00
1.5341274e+06	6.5609439e-01	-6.7184374e+00
1.7336631e+06	6.5415905e-01	-7.2870995e+00
1.9591512e+06	6.5302802e-01	-7.9081992e+00
2.2139674e+06	6.4902441e-01	-8.5631629e+00
2.5019262e+06	6.4310523e-01	-9.2911026e+00
2.8273382e+06	6.3699393e-01	-1.0084536e+01
3.1950747e+06	6.3216873e-01	-1.0964784e+01
3.6106408e+06	6.3277628e-01	-1.1884033e+01
4.0802573e+06	6.2352848e-01	-1.2925158e+01
4.6109543e+06	6.1412537e-01	-1.3968854e+01
5.2106761e+06	6.0483800e-01	-1.5145433e+01
5.8884005e+06	5.9944517e-01	-1.6407968e+01
6.6542729e+06	5.8497099e-01	-1.7913762e+01
7.5197582e+06	5.7855433e-01	-1.9293363e+01
8.4978124e+06	5.6668492e-01	-2.0924476e+01
9.6030769e+06	5.5307139e-01	-2.2657256e+01
1.0852097e+07	5.4430902e-01	-2.4491824e+01
1.2263571e+07	5.3009423e-01	-2.6395589e+01
1.3858627e+07	5.1294728e-01	-2.8461515e+01
1.5661143e+07	4.9593256e-01	-3.0609512e+01
1.7698103e+07	4.8021745e-01	-3.2908562e+01
