21-Sep-2023 19:13:13 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.3435161e-01	-6.4682808e-01
6.3852298e+04	5.3331591e-01	-6.8190946e-01
7.2157221e+04	5.3184921e-01	-7.4644006e-01
8.1542320e+04	5.3289598e-01	-7.6704391e-01
9.2148088e+04	5.3201580e-01	-8.6324456e-01
1.0413329e+05	5.3230901e-01	-9.0146131e-01
1.1767734e+05	5.3453492e-01	-9.6164066e-01
1.3298300e+05	5.3322112e-01	-1.0034536e+00
1.5027938e+05	5.3313832e-01	-1.0313354e+00
1.6982540e+05	5.3426224e-01	-1.1235025e+00
1.9191367e+05	5.3156471e-01	-1.1922626e+00
2.1687485e+05	5.3135579e-01	-1.2865197e+00
2.4508258e+05	5.3039941e-01	-1.3597188e+00
2.7695915e+05	5.2753168e-01	-1.4535862e+00
3.1298173e+05	5.2738521e-01	-1.5474271e+00
3.5368956e+05	5.2629982e-01	-1.7001987e+00
3.9969205e+05	5.2376814e-01	-1.8266770e+00
4.5167783e+05	5.1989443e-01	-1.9860268e+00
5.1042512e+05	5.2488517e-01	-2.1563511e+00
5.7681335e+05	5.2594245e-01	-2.2954995e+00
6.5183634e+05	5.2605874e-01	-2.5027896e+00
7.3661717e+05	5.2541566e-01	-2.7015301e+00
8.3242498e+05	5.2457338e-01	-2.9145494e+00
9.4069399e+05	5.2351571e-01	-3.1700910e+00
1.0630450e+06	5.2211487e-01	-3.4634169e+00
1.2013095e+06	5.1849162e-01	-3.8375412e+00
1.3575573e+06	5.2091793e-01	-4.1525233e+00
1.5341274e+06	5.1802458e-01	-4.5679151e+00
1.7336631e+06	5.1491603e-01	-4.9766544e+00
1.9591512e+06	5.1219939e-01	-5.4540512e+00
2.2139674e+06	5.1058385e-01	-5.9443872e+00
2.5019262e+06	5.1038455e-01	-6.5665983e+00
2.8273382e+06	5.0651617e-01	-7.1852104e+00
3.1950747e+06	4.9728260e-01	-7.8244643e+00
3.6106408e+06	5.0116750e-01	-8.4917638e+00
4.0802573e+06	5.0089769e-01	-9.2908956e+00
4.6109543e+06	4.9945178e-01	-1.0421504e+01
5.2106761e+06	4.9274673e-01	-1.1626068e+01
5.8884005e+06	4.9168127e-01	-1.2658359e+01
6.6542729e+06	4.8430670e-01	-1.3853891e+01
7.5197582e+06	4.7446047e-01	-1.5211016e+01
8.4978124e+06	4.7270820e-01	-1.6718828e+01
9.6030769e+06	4.6688322e-01	-1.8251788e+01
1.0852097e+07	4.5515694e-01	-1.9981819e+01
1.2263571e+07	4.4618817e-01	-2.1822601e+01
1.3858627e+07	4.3822573e-01	-2.3785503e+01
1.5661143e+07	4.2900160e-01	-2.5907192e+01
1.7698103e+07	4.1567594e-01	-2.8228526e+01
2.0000000e+07	3.9953405e-01	-3.0872676e+01
