21-Sep-2023 20:43:35 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	9.1089505e-01	-1.7038889e+00
6.3852298e+04	9.0064379e-01	-1.9291534e+00
7.2157221e+04	9.0484658e-01	-2.0519909e+00
8.1542320e+04	9.0581126e-01	-2.1580264e+00
9.2148088e+04	8.9962902e-01	-2.2561375e+00
1.0413329e+05	8.9612644e-01	-2.4465629e+00
1.1767734e+05	8.9821241e-01	-2.5648507e+00
1.3298300e+05	8.9639582e-01	-2.7664390e+00
1.5027938e+05	8.9096881e-01	-2.9369056e+00
1.6982540e+05	8.8998194e-01	-3.1291141e+00
1.9191367e+05	8.9173225e-01	-3.3182574e+00
2.1687485e+05	8.8350524e-01	-3.4962180e+00
2.4508258e+05	8.8182397e-01	-3.7520686e+00
2.7695915e+05	8.7993971e-01	-3.9011417e+00
3.1298173e+05	8.7616202e-01	-4.1183037e+00
3.5368956e+05	8.7078787e-01	-4.2891469e+00
3.9969205e+05	8.6849335e-01	-4.7394935e+00
4.5167783e+05	8.6378159e-01	-5.0692346e+00
5.1042512e+05	8.6536751e-01	-5.4428607e+00
5.7681335e+05	8.5655572e-01	-5.7919620e+00
6.5183634e+05	8.4963459e-01	-6.2641963e+00
7.3661717e+05	8.4013686e-01	-6.6870338e+00
8.3242498e+05	8.3194393e-01	-7.1866101e+00
9.4069399e+05	8.2315995e-01	-7.6984845e+00
1.0630450e+06	8.2282908e-01	-8.2334715e+00
1.2013095e+06	8.1737208e-01	-8.7317688e+00
1.3575573e+06	8.0641315e-01	-9.4201185e+00
1.5341274e+06	7.8892554e-01	-1.0162753e+01
1.7336631e+06	7.9174247e-01	-1.0805492e+01
1.9591512e+06	7.8071187e-01	-1.1603928e+01
2.2139674e+06	7.7382099e-01	-1.2419394e+01
2.5019262e+06	7.5817242e-01	-1.3396181e+01
2.8273382e+06	7.4868829e-01	-1.4339081e+01
3.1950747e+06	7.3855377e-01	-1.5376170e+01
3.6106408e+06	7.3881600e-01	-1.6300692e+01
4.0802573e+06	7.1919694e-01	-1.7562476e+01
4.6109543e+06	6.9793147e-01	-1.8954298e+01
5.2106761e+06	6.9568516e-01	-2.0166241e+01
5.8884005e+06	6.8281729e-01	-2.1564744e+01
6.6542729e+06	6.5524155e-01	-2.3029208e+01
7.5197582e+06	6.3966626e-01	-2.4659741e+01
8.4978124e+06	6.2525613e-01	-2.6245432e+01
9.6030769e+06	6.0238960e-01	-2.8060329e+01
1.0852097e+07	5.8290244e-01	-2.9937927e+01
1.2263571e+07	5.6477705e-01	-3.1832608e+01
1.3858627e+07	5.3834481e-01	-3.3931075e+01
1.5661143e+07	5.1855723e-01	-3.5928095e+01
1.7698103e+07	5.0257447e-01	-3.7957987e+01
