21-Sep-2023 20:24:27 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.7382560e-01	-1.5137914e+00
6.3852298e+04	8.7503749e-01	-1.7276023e+00
7.2157221e+04	8.6778991e-01	-1.8401260e+00
8.1542320e+04	8.6950922e-01	-1.9567905e+00
9.2148088e+04	8.6640534e-01	-2.0740075e+00
1.0413329e+05	8.6898203e-01	-2.2023043e+00
1.1767734e+05	8.6882003e-01	-2.3283313e+00
1.3298300e+05	8.6477516e-01	-2.4775981e+00
1.5027938e+05	8.6078413e-01	-2.6119615e+00
1.6982540e+05	8.6117909e-01	-2.7713332e+00
1.9191367e+05	8.5229811e-01	-2.9828405e+00
2.1687485e+05	8.5584980e-01	-3.1187104e+00
2.4508258e+05	8.4601292e-01	-3.3738649e+00
2.7695915e+05	8.4312447e-01	-3.6650985e+00
3.1298173e+05	8.4784845e-01	-3.8906106e+00
3.5368956e+05	8.4488445e-01	-4.0483284e+00
3.9969205e+05	8.3725391e-01	-4.3178375e+00
4.5167783e+05	8.3507394e-01	-4.6358051e+00
5.1042512e+05	8.2946014e-01	-4.9398998e+00
5.7681335e+05	8.2557888e-01	-5.2621202e+00
6.5183634e+05	8.2342749e-01	-5.6222695e+00
7.3661717e+05	8.2145250e-01	-6.0342127e+00
8.3242498e+05	8.1667126e-01	-6.4503731e+00
9.4069399e+05	8.0682544e-01	-6.9237194e+00
1.0630450e+06	7.9969976e-01	-7.4471308e+00
1.2013095e+06	7.9347021e-01	-8.0180490e+00
1.3575573e+06	7.9042524e-01	-8.5399536e+00
1.5341274e+06	7.7991295e-01	-9.2364085e+00
1.7336631e+06	7.7384908e-01	-9.9057250e+00
1.9591512e+06	7.6532664e-01	-1.0637407e+01
2.2139674e+06	7.5465767e-01	-1.1467487e+01
2.5019262e+06	7.4525813e-01	-1.2294170e+01
2.8273382e+06	7.3819271e-01	-1.3214513e+01
3.1950747e+06	7.3130128e-01	-1.4163963e+01
3.6106408e+06	7.2133780e-01	-1.5139958e+01
4.0802573e+06	7.0029870e-01	-1.6431320e+01
4.6109543e+06	6.9416783e-01	-1.7580807e+01
5.2106761e+06	6.8337215e-01	-1.8886625e+01
5.8884005e+06	6.7052665e-01	-2.0209523e+01
6.6542729e+06	6.5436759e-01	-2.1642496e+01
7.5197582e+06	6.4114456e-01	-2.3202765e+01
8.4978124e+06	6.2569261e-01	-2.4800612e+01
9.6030769e+06	6.0844615e-01	-2.6565000e+01
1.0852097e+07	5.8950239e-01	-2.8476363e+01
1.2263571e+07	5.6852530e-01	-3.0454237e+01
1.3858627e+07	5.4918966e-01	-3.2497841e+01
1.5661143e+07	5.2596272e-01	-3.4567229e+01
