21-Sep-2023 18:55:29 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.7844809e-01	-7.0538840e-01
6.3852298e+04	5.7623970e-01	-7.2972756e-01
7.2157221e+04	5.7556531e-01	-8.0012567e-01
8.1542320e+04	5.8365766e-01	-8.5671812e-01
9.2148088e+04	5.7515689e-01	-9.0927695e-01
1.0413329e+05	5.8079490e-01	-9.9863971e-01
1.1767734e+05	5.8251165e-01	-1.0416009e+00
1.3298300e+05	5.8156393e-01	-1.0980205e+00
1.5027938e+05	5.7656178e-01	-1.1632664e+00
1.6982540e+05	5.8040857e-01	-1.2577998e+00
1.9191367e+05	5.7836727e-01	-1.3548076e+00
2.1687485e+05	5.7736486e-01	-1.4329859e+00
2.4508258e+05	5.7873697e-01	-1.5473758e+00
2.7695915e+05	5.7874389e-01	-1.6592810e+00
3.1298173e+05	5.8044242e-01	-1.7724509e+00
3.5368956e+05	5.7072842e-01	-1.9372950e+00
3.9969205e+05	5.7407876e-01	-2.1107521e+00
4.5167783e+05	5.7427241e-01	-2.2542873e+00
5.1042512e+05	5.6606820e-01	-2.4307348e+00
5.7681335e+05	5.6780085e-01	-2.6282059e+00
6.5183634e+05	5.6550028e-01	-2.8792471e+00
7.3661717e+05	5.6677632e-01	-3.0657367e+00
8.3242498e+05	5.6846737e-01	-3.3695052e+00
9.4069399e+05	5.6338399e-01	-3.6626268e+00
1.0630450e+06	5.6797042e-01	-3.9583288e+00
1.2013095e+06	5.5819042e-01	-4.3489762e+00
1.3575573e+06	5.5564334e-01	-4.7278881e+00
1.5341274e+06	5.5516632e-01	-5.1459974e+00
1.7336631e+06	5.4791831e-01	-5.6238299e+00
1.9591512e+06	5.5063855e-01	-6.1843933e+00
2.2139674e+06	5.4698404e-01	-6.7397684e+00
2.5019262e+06	5.3954884e-01	-7.3961083e+00
2.8273382e+06	5.3847344e-01	-8.1120126e+00
3.1950747e+06	5.4339162e-01	-8.7670996e+00
3.6106408e+06	5.3985519e-01	-9.4573195e+00
4.0802573e+06	5.3545323e-01	-1.0336813e+01
4.6109543e+06	5.3100344e-01	-1.1461828e+01
5.2106761e+06	5.2145161e-01	-1.2704272e+01
5.8884005e+06	5.1854403e-01	-1.3821090e+01
6.6542729e+06	5.1166162e-01	-1.5002700e+01
7.5197582e+06	5.0414185e-01	-1.6424926e+01
8.4978124e+06	5.0204636e-01	-1.7906877e+01
9.6030769e+06	4.9061562e-01	-1.9535296e+01
1.0852097e+07	4.8114679e-01	-2.1291719e+01
1.2263571e+07	4.7116726e-01	-2.3163881e+01
1.3858627e+07	4.6269670e-01	-2.5105770e+01
1.5661143e+07	4.5160003e-01	-2.7209526e+01
