21-Sep-2023 19:9:29 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5010511e+01	1.8871337e-02	-3.4149637e+01	1.6888409e-02	-4.4496860e+01	1.4501619e-02	-5.3205010e+01	1.1093052e-02	-7.4234345e+01	8.2536735e-03	-9.8631602e+01	1.1028974e-03	-5.9120907e+01
-1.4710511e+01	1.9373050e-02	-3.3892626e+01	1.6274864e-02	-4.3127196e+01	1.4285711e-02	-5.6406094e+01	1.0643703e-02	-7.2141004e+01	8.4208898e-03	-1.0065073e+02	2.5501146e-03	-1.2780726e+02
-1.4410511e+01	2.0168301e-02	-3.3638513e+01	1.7208389e-02	-4.4022015e+01	1.4606351e-02	-5.5599287e+01	1.0819092e-02	-7.3472804e+01	8.2834406e-03	-9.2709989e+01	2.4204865e-04	-1.4922654e+02
-1.4110511e+01	2.1046231e-02	-3.2201963e+01	1.8047909e-02	-4.1246509e+01	1.4745442e-02	-5.4540793e+01	1.2247990e-02	-7.4408954e+01	8.5934814e-03	-9.8825834e+01	1.1375168e-03	-9.5900292e+01
-1.3810511e+01	2.1508198e-02	-3.1510154e+01	1.8746920e-02	-4.1507413e+01	1.5942836e-02	-5.5758158e+01	1.2833760e-02	-7.4636192e+01	1.0283323e-02	-8.8626782e+01	4.9699247e-04	-2.9047841e+01
-1.3510511e+01	2.1772728e-02	-2.9621311e+01	1.9151925e-02	-4.0478376e+01	1.6859603e-02	-5.2498980e+01	1.4008849e-02	-7.0175458e+01	1.0082742e-02	-9.0986703e+01	1.6832698e-03	-7.1522272e+01
-1.3210511e+01	2.3107137e-02	-3.0074492e+01	2.0666896e-02	-3.8444024e+01	1.7983920e-02	-5.3136305e+01	1.4101272e-02	-6.6099134e+01	1.1017432e-02	-8.8641843e+01	1.8574494e-03	-7.3378634e+01
-1.2910511e+01	2.4015475e-02	-2.9749574e+01	2.1301108e-02	-3.8482425e+01	1.8168965e-02	-5.1048219e+01	1.5029886e-02	-6.4883424e+01	1.1241687e-02	-8.9450509e+01	1.5736128e-03	-4.4084424e+01
-1.2610511e+01	2.4359835e-02	-2.8746470e+01	2.1652896e-02	-3.8278686e+01	1.8182387e-02	-4.8267892e+01	1.4600057e-02	-6.5436427e+01	1.1112918e-02	-9.0375782e+01	1.2907281e-03	-1.1918169e+02
-1.2310511e+01	2.5751028e-02	-2.8647170e+01	2.2797604e-02	-3.7370548e+01	2.0429432e-02	-4.8274193e+01	1.5173839e-02	-6.5111063e+01	1.1844438e-02	-8.9333840e+01	2.0061983e-03	-7.8122946e+01
-1.2010511e+01	2.5381414e-02	-2.8420126e+01	2.3603810e-02	-3.6977918e+01	2.0170088e-02	-4.8574595e+01	1.6169771e-02	-6.5113148e+01	1.3064457e-02	-8.4061337e+01	8.9604199e-04	-9.0411748e+01
-1.1710511e+01	2.7363923e-02	-2.7020276e+01	2.4483294e-02	-3.5153696e+01	2.0874264e-02	-4.6350362e+01	1.7963489e-02	-5.9113048e+01	1.3914413e-02	-8.2777198e+01	3.6562736e-04	-1.1995521e+02
-1.1410511e+01	2.7702171e-02	-2.7728898e+01	2.5288136e-02	-3.5121994e+01	2.1474341e-02	-4.5538801e+01	1.7684119e-02	-6.0371419e+01	1.4268128e-02	-8.2224475e+01	1.7606657e-03	-6.7137935e+01
-1.1110511e+01	2.9088147e-02	-2.6127741e+01	2.6169100e-02	-3.4537095e+01	2.2609211e-02	-4.3550790e+01	1.9497661e-02	-5.9719087e+01	1.4618028e-02	-8.0175859e+01	1.5350885e-03	-2.3633916e+01
-1.0810511e+01	2.9672044e-02	-2.5060992e+01	2.6859894e-02	-3.3109779e+01	2.4200820e-02	-4.3774776e+01	1.9846334e-02	-5.6939363e+01	1.5289152e-02	-7.7854927e+01	1.5940306e-03	-1.0889602e+02
-1.0510511e+01	3.1308162e-02	-2.5420247e+01	2.8158088e-02	-3.2908148e+01	2.3777115e-02	-4.4543046e+01	2.0438762e-02	-5.7817134e+01	1.6766445e-02	-7.6293128e+01	9.2613210e-04	-1.0223494e+02
-1.0210511e+01	3.2256634e-02	-2.4580188e+01	2.8637512e-02	-3.1158540e+01	2.5151273e-02	-4.2126146e+01	2.1929033e-02	-5.4168406e+01	1.6753139e-02	-7.6209084e+01	2.7387664e-04	-7.0318061e+01
-9.9105105e+00	3.3722235e-02	-2.3559668e+01	3.0503117e-02	-3.1288685e+01	2.7234000e-02	-4.2017772e+01	2.3051569e-02	-5.5883320e+01	1.9318907e-02	-7.3983912e+01	2.2548738e-03	-1.0265075e+02
-9.6105105e+00	3.4840642e-02	-2.3023699e+01	3.2017159e-02	-3.0493760e+01	2.8500307e-02	-4.1216702e+01	2.3745126e-02	-5.2328575e+01	1.8506144e-02	-7.3089234e+01	1.3973939e-03	-6.8268663e+01
-9.3105105e+00	3.6220270e-02	-2.3199359e+01	3.3426836e-02	-2.9602462e+01	2.8938593e-02	-3.9828902e+01	2.4929701e-02	-5.2865436e+01	2.0950998e-02	-7.0842727e+01	2.5568042e-03	-1.5960861e+02
-9.0105105e+00	3.8387460e-02	-2.1820080e+01	3.5170053e-02	-2.8413829e+01	3.0852427e-02	-3.6500651e+01	2.6961742e-02	-4.9666545e+01	2.1843472e-02	-6.5464196e+01	2.9863701e-03	-1.4350448e+02
-8.7105105e+00	4.1128817e-02	-2.1136284e+01	3.7301772e-02	-2.8416442e+01	3.4080782e-02	-3.7870541e+01	2.9304777e-02	-4.8490692e+01	2.3645381e-02	-6.4993800e+01	3.3682932e-03	-1.6460895e+02
-8.4105105e+00	4.2850607e-02	-2.0536761e+01	3.9796868e-02	-2.6496896e+01	3.5732760e-02	-3.5201835e+01	3.1358795e-02	-4.7503329e+01	2.5789897e-02	-6.1370373e+01	2.6113715e-03	-1.5923364e+02
-8.1105105e+00	4.5347312e-02	-1.9271327e+01	4.1725086e-02	-2.6160916e+01	3.8626781e-02	-3.4214122e+01	3.2486944e-02	-4.5355371e+01	2.7685450e-02	-6.0732878e+01	1.3031813e-03	-2.2919036e+01
