21-Sep-2023 19:22:56 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.3524266e-01	-6.2358401e-01
6.3852298e+04	5.3133380e-01	-6.2376492e-01
7.2157221e+04	5.3162914e-01	-6.7493121e-01
8.1542320e+04	5.3164435e-01	-7.3293841e-01
9.2148088e+04	5.2924557e-01	-8.0172828e-01
1.0413329e+05	5.2898046e-01	-8.3636861e-01
1.1767734e+05	5.3684748e-01	-8.9554860e-01
1.3298300e+05	5.2766461e-01	-9.6333284e-01
1.5027938e+05	5.2412730e-01	-9.8227690e-01
1.6982540e+05	5.2157912e-01	-1.1200374e+00
1.9191367e+05	5.2817555e-01	-1.1335031e+00
2.1687485e+05	5.2870062e-01	-1.2115255e+00
2.4508258e+05	5.2883233e-01	-1.3046102e+00
2.7695915e+05	5.2611281e-01	-1.3585348e+00
3.1298173e+05	5.2657824e-01	-1.4139362e+00
3.5368956e+05	5.2198463e-01	-1.4999275e+00
3.9969205e+05	5.2087338e-01	-1.6940588e+00
4.5167783e+05	5.2396153e-01	-1.8922042e+00
5.1042512e+05	5.2157052e-01	-2.0616814e+00
5.7681335e+05	5.1978900e-01	-2.1805089e+00
6.5183634e+05	5.1701474e-01	-2.4154563e+00
7.3661717e+05	5.1511746e-01	-2.6291400e+00
8.3242498e+05	5.1446994e-01	-2.8204997e+00
9.4069399e+05	5.1031646e-01	-3.1074109e+00
1.0630450e+06	5.1538113e-01	-3.4370329e+00
1.2013095e+06	5.1038445e-01	-3.7967077e+00
1.3575573e+06	5.1393243e-01	-4.1256397e+00
1.5341274e+06	5.1245983e-01	-4.4806010e+00
1.7336631e+06	5.1083340e-01	-4.9441384e+00
1.9591512e+06	5.0290386e-01	-5.4478938e+00
2.2139674e+06	5.0707052e-01	-5.9288469e+00
2.5019262e+06	5.0529877e-01	-6.4949915e+00
2.8273382e+06	5.0171817e-01	-7.1299838e+00
3.1950747e+06	4.9633989e-01	-7.8937600e+00
3.6106408e+06	5.0005774e-01	-8.5979420e+00
4.0802573e+06	4.9513436e-01	-9.3809951e+00
4.6109543e+06	4.9519978e-01	-1.0458609e+01
5.2106761e+06	4.8788037e-01	-1.1615431e+01
5.8884005e+06	4.8438117e-01	-1.2743045e+01
6.6542729e+06	4.9216085e-01	-1.3770086e+01
7.5197582e+06	4.8246644e-01	-1.5183955e+01
8.4978124e+06	4.7345789e-01	-1.6648145e+01
9.6030769e+06	4.6758648e-01	-1.8223371e+01
1.0852097e+07	4.5665956e-01	-1.9983381e+01
1.2263571e+07	4.5143161e-01	-2.1769232e+01
1.3858627e+07	4.3839561e-01	-2.3703526e+01
1.5661143e+07	4.2810534e-01	-2.5832940e+01
