21-Sep-2023 20:24:5 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.7082483e-01	-1.6098759e+00
6.3852298e+04	8.6716615e-01	-1.7728132e+00
7.2157221e+04	8.6770385e-01	-1.8996601e+00
8.1542320e+04	8.6358395e-01	-2.0173069e+00
9.2148088e+04	8.6418860e-01	-2.1394212e+00
1.0413329e+05	8.6269230e-01	-2.2791610e+00
1.1767734e+05	8.6610616e-01	-2.3845585e+00
1.3298300e+05	8.5693798e-01	-2.4966033e+00
1.5027938e+05	8.5179116e-01	-2.6727505e+00
1.6982540e+05	8.5104149e-01	-2.8379524e+00
1.9191367e+05	8.5074140e-01	-3.0082124e+00
2.1687485e+05	8.4387070e-01	-3.1967369e+00
2.4508258e+05	8.4342689e-01	-3.3790084e+00
2.7695915e+05	8.4093867e-01	-3.6847902e+00
3.1298173e+05	8.3815500e-01	-3.9132145e+00
3.5368956e+05	8.4321304e-01	-4.2651775e+00
3.9969205e+05	8.3550992e-01	-4.3659605e+00
4.5167783e+05	8.3153295e-01	-4.6583806e+00
5.1042512e+05	8.2699211e-01	-4.9421876e+00
5.7681335e+05	8.1753524e-01	-5.2627078e+00
6.5183634e+05	8.1216358e-01	-5.6458488e+00
7.3661717e+05	8.0922328e-01	-6.0467437e+00
8.3242498e+05	8.0434234e-01	-6.4703246e+00
9.4069399e+05	8.0283793e-01	-6.9166729e+00
1.0630450e+06	7.9577265e-01	-7.3823201e+00
1.2013095e+06	7.8599154e-01	-7.9797729e+00
1.3575573e+06	7.7388519e-01	-8.6231383e+00
1.5341274e+06	7.7590985e-01	-9.2137878e+00
1.7336631e+06	7.7518527e-01	-9.8697638e+00
1.9591512e+06	7.6357388e-01	-1.0598824e+01
2.2139674e+06	7.5756890e-01	-1.1361823e+01
2.5019262e+06	7.5056077e-01	-1.2189387e+01
2.8273382e+06	7.3634513e-01	-1.3151571e+01
3.1950747e+06	7.2164601e-01	-1.4217244e+01
3.6106408e+06	7.1723500e-01	-1.5222129e+01
4.0802573e+06	7.0129393e-01	-1.6368561e+01
4.6109543e+06	6.9039227e-01	-1.7595003e+01
5.2106761e+06	6.7685126e-01	-1.8902828e+01
5.8884005e+06	6.6186536e-01	-2.0283412e+01
6.6542729e+06	6.4989949e-01	-2.1780580e+01
7.5197582e+06	6.3615012e-01	-2.3270473e+01
8.4978124e+06	6.2354207e-01	-2.4943501e+01
9.6030769e+06	6.1020250e-01	-2.6661597e+01
1.0852097e+07	5.8753740e-01	-2.8514069e+01
1.2263571e+07	5.6688190e-01	-3.0524911e+01
1.3858627e+07	5.4295938e-01	-3.2599929e+01
1.5661143e+07	5.2924925e-01	-3.4585388e+01
