21-Sep-2023 19:14:1 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.4421978e-01	-6.5863577e-01
6.3852298e+04	5.3951007e-01	-7.1573512e-01
7.2157221e+04	5.4563118e-01	-7.4535141e-01
8.1542320e+04	5.4076617e-01	-8.0208853e-01
9.2148088e+04	5.3599710e-01	-8.3847678e-01
1.0413329e+05	5.4276359e-01	-9.4053583e-01
1.1767734e+05	5.4205266e-01	-9.5046542e-01
1.3298300e+05	5.3860634e-01	-1.0104894e+00
1.5027938e+05	5.3203049e-01	-1.0366018e+00
1.6982540e+05	5.4009571e-01	-1.1054040e+00
1.9191367e+05	5.3983134e-01	-1.1576157e+00
2.1687485e+05	5.3556647e-01	-1.2948885e+00
2.4508258e+05	5.3488105e-01	-1.3504769e+00
2.7695915e+05	5.3446688e-01	-1.4948639e+00
3.1298173e+05	5.3592516e-01	-1.6254669e+00
3.5368956e+05	5.3440966e-01	-1.8876091e+00
3.9969205e+05	5.2942453e-01	-1.8626941e+00
4.5167783e+05	5.2319960e-01	-2.0015785e+00
5.1042512e+05	5.3366267e-01	-2.1257690e+00
5.7681335e+05	5.3168623e-01	-2.3053871e+00
6.5183634e+05	5.3284787e-01	-2.4541250e+00
7.3661717e+05	5.3004524e-01	-2.7120003e+00
8.3242498e+05	5.2595396e-01	-2.9534763e+00
9.4069399e+05	5.2834401e-01	-3.2092569e+00
1.0630450e+06	5.3042845e-01	-3.4644110e+00
1.2013095e+06	5.2879417e-01	-3.7916315e+00
1.3575573e+06	5.2692270e-01	-4.1340032e+00
1.5341274e+06	5.2049223e-01	-4.6015286e+00
1.7336631e+06	5.2183267e-01	-4.9805865e+00
1.9591512e+06	5.1695030e-01	-5.4771307e+00
2.2139674e+06	5.1828519e-01	-5.9838675e+00
2.5019262e+06	5.1338116e-01	-6.5919230e+00
2.8273382e+06	5.0854305e-01	-7.2026476e+00
3.1950747e+06	5.1171368e-01	-7.8539322e+00
3.6106408e+06	5.0904297e-01	-8.5630705e+00
4.0802573e+06	5.0642641e-01	-9.3640791e+00
4.6109543e+06	5.0197074e-01	-1.0481970e+01
5.2106761e+06	4.9691863e-01	-1.1685390e+01
5.8884005e+06	4.9453266e-01	-1.2723482e+01
6.6542729e+06	4.8527770e-01	-1.3964717e+01
7.5197582e+06	4.8490654e-01	-1.5251261e+01
8.4978124e+06	4.7549637e-01	-1.6674288e+01
9.6030769e+06	4.6893434e-01	-1.8320554e+01
1.0852097e+07	4.5666230e-01	-2.0128811e+01
1.2263571e+07	4.4620033e-01	-2.1982218e+01
1.3858627e+07	4.3886262e-01	-2.3967265e+01
1.5661143e+07	4.3013157e-01	-2.6026079e+01
1.7698103e+07	4.1306437e-01	-2.8374980e+01
2.0000000e+07	4.0476763e-01	-3.0774999e+01
