21-Sep-2023 20:24:50 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.8278242e-01	-1.5230047e+00
6.3852298e+04	8.7376289e-01	-1.7965836e+00
7.2157221e+04	8.6595152e-01	-1.8758185e+00
8.1542320e+04	8.7523732e-01	-1.9768780e+00
9.2148088e+04	8.7302954e-01	-2.0860449e+00
1.0413329e+05	8.7270668e-01	-2.2361288e+00
1.1767734e+05	8.6286906e-01	-2.3999610e+00
1.3298300e+05	8.6422057e-01	-2.5143544e+00
1.5027938e+05	8.5724678e-01	-2.6812251e+00
1.6982540e+05	8.5272357e-01	-2.8322623e+00
1.9191367e+05	8.5457245e-01	-2.9930240e+00
2.1687485e+05	8.5222951e-01	-3.1573937e+00
2.4508258e+05	8.5420115e-01	-3.3614934e+00
2.7695915e+05	8.5017403e-01	-3.6518582e+00
3.1298173e+05	8.4226623e-01	-3.9016247e+00
3.5368956e+05	8.4004443e-01	-4.2837588e+00
3.9969205e+05	8.3279590e-01	-4.3771206e+00
4.5167783e+05	8.3213284e-01	-4.6629861e+00
5.1042512e+05	8.3503084e-01	-4.9088808e+00
5.7681335e+05	8.3218497e-01	-5.2676082e+00
6.5183634e+05	8.2607371e-01	-5.6007408e+00
7.3661717e+05	8.2230505e-01	-6.0065447e+00
8.3242498e+05	8.1400680e-01	-6.4353972e+00
9.4069399e+05	8.0849159e-01	-6.8990106e+00
1.0630450e+06	8.0258710e-01	-7.4104475e+00
1.2013095e+06	7.9542885e-01	-7.9686164e+00
1.3575573e+06	7.8990792e-01	-8.5427488e+00
1.5341274e+06	7.8370917e-01	-9.2092701e+00
1.7336631e+06	7.7801394e-01	-9.8677435e+00
1.9591512e+06	7.7465942e-01	-1.0557487e+01
2.2139674e+06	7.6003327e-01	-1.1413231e+01
2.5019262e+06	7.5880673e-01	-1.2222327e+01
2.8273382e+06	7.4553850e-01	-1.3180690e+01
3.1950747e+06	7.3533256e-01	-1.4165256e+01
3.6106408e+06	7.2704867e-01	-1.5155400e+01
4.0802573e+06	7.1822102e-01	-1.6289040e+01
4.6109543e+06	7.0636500e-01	-1.7555870e+01
5.2106761e+06	6.9409966e-01	-1.8958214e+01
5.8884005e+06	6.8203957e-01	-2.0250357e+01
6.6542729e+06	6.6419929e-01	-2.1799335e+01
7.5197582e+06	6.5010669e-01	-2.3349206e+01
8.4978124e+06	6.3424064e-01	-2.4995783e+01
9.6030769e+06	6.1602062e-01	-2.6804424e+01
1.0852097e+07	5.9585516e-01	-2.8692615e+01
1.2263571e+07	5.7618809e-01	-3.0714834e+01
1.3858627e+07	5.5645652e-01	-3.2692472e+01
1.5661143e+07	5.3338726e-01	-3.4788447e+01
