21-Sep-2023 20:0:36 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4891291e+01	2.5063176e-02	-6.0261585e+01	1.8927263e-02	-7.7866760e+01	1.4179378e-02	-9.7026722e+01	8.2402540e-03	-1.2279277e+02	4.1160203e-03	-1.6378082e+02	1.5071100e-03	-4.9608004e+01
-1.4591291e+01	2.6110826e-02	-5.9698630e+01	2.0379936e-02	-7.5798450e+01	1.4292487e-02	-9.4244867e+01	9.5397343e-03	-1.2293511e+02	5.1349295e-03	-1.5156690e+02	2.0704097e-03	-5.6530203e+01
-1.4291291e+01	2.6939889e-02	-5.8717574e+01	2.1242134e-02	-7.4417022e+01	1.5302747e-02	-9.6125496e+01	9.7563959e-03	-1.2454166e+02	5.5776664e-03	-1.6401998e+02	1.6492552e-04	-4.7016274e+01
-1.3991291e+01	2.8276729e-02	-5.7541464e+01	2.1905189e-02	-7.4306046e+01	1.5919905e-02	-9.5519703e+01	1.0382372e-02	-1.2329373e+02	5.9279273e-03	-1.5031208e+02	2.8117166e-03	-1.4824741e+02
-1.3691291e+01	2.9732214e-02	-5.6206329e+01	2.3084169e-02	-7.2222260e+01	1.7288406e-02	-9.3303445e+01	1.1448580e-02	-1.1591929e+02	5.9562939e-03	-1.4638978e+02	9.5280293e-05	-6.7164330e+00
-1.3391291e+01	3.0863853e-02	-5.5523587e+01	2.3899436e-02	-7.0130497e+01	1.7625716e-02	-9.1363225e+01	1.1283847e-02	-1.1543366e+02	6.9928632e-03	-1.4569861e+02	8.9944627e-04	-7.9413031e+01
-1.3091291e+01	3.1973623e-02	-5.3679175e+01	2.5425396e-02	-6.9172306e+01	1.8413312e-02	-8.7599853e+01	1.2152075e-02	-1.1003130e+02	7.5070165e-03	-1.4514802e+02	1.0333062e-03	-7.7529185e+01
-1.2791291e+01	3.3485855e-02	-5.3201262e+01	2.6572984e-02	-6.7235711e+01	1.9990705e-02	-8.5789466e+01	1.3635420e-02	-1.0961106e+02	6.6295172e-03	-1.4108845e+02	3.0580280e-03	-8.5477210e+01
-1.2491291e+01	3.5413846e-02	-5.1293684e+01	2.7983958e-02	-6.5253414e+01	2.0189970e-02	-8.5745266e+01	1.4163227e-02	-1.0478278e+02	8.2938741e-03	-1.4069080e+02	7.7535328e-04	-1.2148418e+02
-1.2191291e+01	3.6801467e-02	-4.9683947e+01	2.9224651e-02	-6.3196457e+01	2.1845215e-02	-8.2622938e+01	1.5005062e-02	-1.0670259e+02	9.3184414e-03	-1.3570943e+02	6.7601712e-04	-4.0479976e+01
-1.1891291e+01	3.8381137e-02	-4.8854710e+01	3.1023840e-02	-6.1971636e+01	2.4116729e-02	-7.9681141e+01	1.7314776e-02	-1.0244305e+02	1.0649738e-02	-1.2923577e+02	5.4959961e-04	-1.1835692e+02
-1.1591291e+01	4.0213050e-02	-4.7784477e+01	3.2359555e-02	-6.1926120e+01	2.4409810e-02	-7.9765969e+01	1.7332075e-02	-1.0175333e+02	1.0344439e-02	-1.2842400e+02	2.3169728e-03	-1.1925492e+02
-1.1291291e+01	4.1643285e-02	-4.7020171e+01	3.4267062e-02	-6.0075717e+01	2.6283425e-02	-7.7899768e+01	1.9167508e-02	-9.9101718e+01	1.1571327e-02	-1.2639143e+02	6.3637732e-04	-2.7129544e+01
-1.0991291e+01	4.3810408e-02	-4.5723404e+01	3.6011817e-02	-5.8738502e+01	2.7695434e-02	-7.5413878e+01	1.9918651e-02	-9.7695207e+01	1.2686516e-02	-1.2141008e+02	2.7533915e-03	-8.5031699e+01
-1.0691291e+01	4.5401366e-02	-4.4867466e+01	3.7354136e-02	-5.7660135e+01	2.7884174e-02	-7.3255120e+01	2.0383783e-02	-9.4347643e+01	1.3317730e-02	-1.2369475e+02	1.1999352e-03	-1.0573011e+02
-1.0391291e+01	4.7784796e-02	-4.3600898e+01	3.9879953e-02	-5.5448483e+01	3.0931651e-02	-7.1795867e+01	2.2882355e-02	-9.5356395e+01	1.5137360e-02	-1.1658755e+02	1.2698850e-03	-1.5688946e+02
-1.0091291e+01	5.0519230e-02	-4.2544688e+01	4.1780700e-02	-5.4012573e+01	3.3425240e-02	-6.8876089e+01	2.4986141e-02	-9.1561531e+01	1.5159469e-02	-1.1440626e+02	5.2431690e-04	-7.0453348e+01
-9.7912913e+00	5.2554257e-02	-4.0911091e+01	4.4184489e-02	-5.2756306e+01	3.4508192e-02	-6.7991183e+01	2.6446915e-02	-8.8384343e+01	1.7441329e-02	-1.1123167e+02	8.1316835e-04	-7.2534828e+01
-9.4912913e+00	5.4952206e-02	-4.0637414e+01	4.6200989e-02	-5.1844002e+01	3.7168036e-02	-6.6319325e+01	2.7584801e-02	-8.3481716e+01	1.8100458e-02	-1.0691336e+02	1.3228337e-03	-4.9959238e+01
-9.1912913e+00	5.8360662e-02	-3.9043350e+01	4.9005258e-02	-5.0072858e+01	4.0165924e-02	-6.4372966e+01	2.9790233e-02	-8.2291974e+01	2.0465002e-02	-1.0720246e+02	9.5202154e-04	-8.5225799e+01
-8.8912913e+00	6.3520086e-02	-3.6937140e+01	5.4404038e-02	-4.7660828e+01	4.2947332e-02	-6.1497678e+01	3.3403444e-02	-7.9324874e+01	2.3430213e-02	-9.9332252e+01	1.7279086e-03	-3.5600765e+01
-8.5912913e+00	6.8047974e-02	-3.5829800e+01	5.8129695e-02	-4.5949955e+01	4.7145885e-02	-5.7867016e+01	3.6168891e-02	-7.6513063e+01	2.6144358e-02	-9.7633676e+01	8.6364780e-04	-1.6425540e+02
-8.2912913e+00	7.1599112e-02	-3.4603205e+01	6.1241910e-02	-4.4480640e+01	5.0523092e-02	-5.7316932e+01	3.9100106e-02	-7.2685527e+01	2.8406738e-02	-9.3039346e+01	1.0160548e-03	-1.6124859e+02
-7.9912913e+00	7.4241043e-02	-3.3478562e+01	6.3678775e-02	-4.3276163e+01	5.3147950e-02	-5.6047715e+01	4.0663898e-02	-7.0774165e+01	2.9952772e-02	-9.2510720e+01	1.7546146e-03	-9.6678353e+01
-7.6912913e+00	8.2177221e-02	-3.1796400e+01	7.1477339e-02	-4.0715504e+01	5.9523178e-02	-5.2673648e+01	4.7604835e-02	-6.6476967e+01	3.4820612e-02	-8.6689905e+01	2.2662977e-03	-1.4363176e+01
-7.3912913e+00	8.8572296e-02	-3.0094765e+01	7.7792240e-02	-3.8750480e+01	6.5561976e-02	-4.9608151e+01	5.3214428e-02	-6.4574157e+01	3.8798437e-02	-8.2813264e+01	2.1674918e-03	-6.0268497e+00
-7.0912913e+00	9.2065214e-02	-2.9280909e+01	8.1472859e-02	-3.7848795e+01	6.8214163e-02	-4.8239540e+01	5.6383647e-02	-6.2363668e+01	4.1977660e-02	-8.0063535e+01	3.4908410e-03	-1.2191187e+02
-6.7912913e+00	9.7819402e-02	-2.8326524e+01	8.6072117e-02	-3.6288158e+01	7.3086369e-02	-4.6723991e+01	6.0236078e-02	-6.0147241e+01	4.5099804e-02	-7.7106732e+01	1.6824973e-03	-1.3772815e+02
-6.4912913e+00	1.0997734e-01	-2.6122293e+01	9.8492268e-02	-3.3574203e+01	8.5494942e-02	-4.2938804e+01	6.9290490e-02	-5.5098344e+01	5.3127788e-02	-7.1134387e+01	4.3187009e-03	-1.3659053e+02
-6.1912913e+00	1.1712406e-01	-2.5336872e+01	1.0523589e-01	-3.2204462e+01	9.1306583e-02	-4.1358652e+01	7.5722658e-02	-5.2887795e+01	5.9434103e-02	-6.8025711e+01	2.8036528e-03	-1.1803758e+02
-5.8912913e+00	1.2845384e-01	-2.3490221e+01	1.1527268e-01	-3.0249460e+01	1.0049014e-01	-3.9182484e+01	8.4753295e-02	-5.0024760e+01	6.6327197e-02	-6.4182155e+01	5.4004823e-03	-1.3880448e+02
-5.5912913e+00	1.4032349e-01	-2.1925299e+01	1.2711940e-01	-2.8198137e+01	1.1172097e-01	-3.6404860e+01	9.5160934e-02	-4.6487185e+01	7.5611890e-02	-5.9505123e+01	6.8282907e-03	-1.1571719e+02
-5.2912913e+00	1.5583646e-01	-2.0336272e+01	1.4306979e-01	-2.6141778e+01	1.2752533e-01	-3.3392087e+01	1.0848579e-01	-4.2607365e+01	8.8197154e-02	-5.4743048e+01	9.2633142e-03	-9.5789338e+01
-4.9912913e+00	1.6866385e-01	-1.9158480e+01	1.5480998e-01	-2.4705629e+01	1.3847718e-01	-3.2023220e+01	1.2067638e-01	-4.0441863e+01	9.8193502e-02	-5.1026965e+01	1.1768426e-02	-9.9254301e+01
-4.6912913e+00	1.8757634e-01	-1.7810416e+01	1.7324609e-01	-2.2919866e+01	1.5616078e-01	-2.9360207e+01	1.3636375e-01	-3.7247164e+01	1.1341338e-01	-4.7827284e+01	1.7472492e-02	-9.0395969e+01
-4.3912913e+00	2.1457858e-01	-1.6110645e+01	1.9967949e-01	-2.0722845e+01	1.8266320e-01	-2.6599696e+01	1.6076289e-01	-3.4030089e+01	1.3620086e-01	-4.2783754e+01	2.7254431e-02	-8.4894611e+01
-4.0912913e+00	2.4636744e-01	-1.4525093e+01	2.3132480e-01	-1.8724010e+01	2.1205143e-01	-2.3996856e+01	1.9001481e-01	-3.0426147e+01	1.6387733e-01	-3.8879122e+01	3.6125831e-02	-7.9705650e+01
-3.7912913e+00	2.7837577e-01	-1.3231807e+01	2.6225117e-01	-1.7126674e+01	2.4282430e-01	-2.1987221e+01	2.2009006e-01	-2.8227327e+01	1.9135091e-01	-3.5868009e+01	5.3121877e-02	-7.4644951e+01
-3.4912913e+00	3.1511922e-01	-1.2120725e+01	2.9902536e-01	-1.5547863e+01	2.7873407e-01	-2.0103779e+01	2.5475877e-01	-2.5864569e+01	2.2478309e-01	-3.2731129e+01	6.7070732e-02	-7.2585362e+01
-3.1912913e+00	3.5873007e-01	-1.0966993e+01	3.4202215e-01	-1.4214738e+01	3.2036252e-01	-1.8359003e+01	2.9454331e-01	-2.3641996e+01	2.6406290e-01	-3.0404275e+01	8.6801127e-02	-6.8704965e+01
