21-Sep-2023 20:43:11 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	9.0545558e-01	-1.7087630e+00
6.3852298e+04	9.0384390e-01	-1.9339752e+00
7.2157221e+04	9.0369019e-01	-2.0645994e+00
8.1542320e+04	9.0096386e-01	-2.1733790e+00
9.2148088e+04	8.9915044e-01	-2.3316775e+00
1.0413329e+05	9.0006810e-01	-2.4428346e+00
1.1767734e+05	8.9316944e-01	-2.6069918e+00
1.3298300e+05	8.8953590e-01	-2.7934760e+00
1.5027938e+05	8.8655069e-01	-2.9749884e+00
1.6982540e+05	8.8913763e-01	-3.1252759e+00
1.9191367e+05	8.8522975e-01	-3.3347009e+00
2.1687485e+05	8.7271678e-01	-3.5679062e+00
2.4508258e+05	8.7582795e-01	-3.7534753e+00
2.7695915e+05	8.7794754e-01	-3.9757322e+00
3.1298173e+05	8.6995248e-01	-4.2490297e+00
3.5368956e+05	8.6437353e-01	-4.5459136e+00
3.9969205e+05	8.5973828e-01	-4.8532873e+00
4.5167783e+05	8.5802733e-01	-5.1917673e+00
5.1042512e+05	8.3308970e-01	-5.6035289e+00
5.7681335e+05	8.3399824e-01	-5.9689162e+00
6.5183634e+05	8.3544868e-01	-6.3350465e+00
7.3661717e+05	8.2603491e-01	-6.7702106e+00
8.3242498e+05	8.2722830e-01	-7.2298946e+00
9.4069399e+05	8.3291480e-01	-7.6565294e+00
1.0630450e+06	8.2262155e-01	-8.2248671e+00
1.2013095e+06	8.2022907e-01	-8.7771606e+00
1.3575573e+06	8.0863857e-01	-9.4355998e+00
1.5341274e+06	8.0711396e-01	-1.0074079e+01
1.7336631e+06	7.9658226e-01	-1.0781861e+01
1.9591512e+06	7.9046859e-01	-1.1591430e+01
2.2139674e+06	7.7110983e-01	-1.2494012e+01
2.5019262e+06	7.6705351e-01	-1.3395830e+01
2.8273382e+06	7.6367319e-01	-1.4315955e+01
3.1950747e+06	7.5504280e-01	-1.5336102e+01
3.6106408e+06	7.3221302e-01	-1.6528467e+01
4.0802573e+06	7.1856323e-01	-1.7681541e+01
4.6109543e+06	7.0564715e-01	-1.8900920e+01
5.2106761e+06	6.9248976e-01	-2.0121269e+01
5.8884005e+06	6.8092635e-01	-2.1512360e+01
6.6542729e+06	6.6232225e-01	-2.2995493e+01
7.5197582e+06	6.4243715e-01	-2.4668133e+01
8.4978124e+06	6.2502858e-01	-2.6265806e+01
9.6030769e+06	6.0961896e-01	-2.8026570e+01
1.0852097e+07	5.8825501e-01	-2.9930748e+01
1.2263571e+07	5.6634639e-01	-3.1849566e+01
1.3858627e+07	5.4298538e-01	-3.3921841e+01
1.5661143e+07	5.2168049e-01	-3.5964346e+01
