21-Sep-2023 19:7:48 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4972973e+01	1.8656629e-02	-3.3337575e+01	1.6522090e-02	-4.4030621e+01	1.3489407e-02	-5.8335254e+01	1.1165977e-02	-7.1946986e+01	7.6565685e-03	-1.0528187e+02	8.9132230e-04	-9.8784152e+01
-1.4672973e+01	1.9655867e-02	-3.3485560e+01	1.7346721e-02	-4.3025492e+01	1.4097121e-02	-5.6911662e+01	1.0977233e-02	-7.5842190e+01	8.4063037e-03	-9.8263358e+01	2.0949844e-03	-1.3950020e+02
-1.4372973e+01	1.9799250e-02	-3.0900813e+01	1.7239324e-02	-4.2711254e+01	1.5571218e-02	-5.5104658e+01	1.1485688e-02	-7.1751368e+01	9.2582749e-03	-9.9029884e+01	2.3498557e-03	-1.4821412e+02
-1.4072973e+01	2.1110717e-02	-3.0743581e+01	1.8309573e-02	-4.1785533e+01	1.5417152e-02	-5.5970989e+01	1.2385283e-02	-6.9916886e+01	1.0344561e-02	-9.4049435e+01	9.9247118e-04	-7.9132702e+01
-1.3772973e+01	2.1534048e-02	-3.0370362e+01	1.9046151e-02	-4.0520213e+01	1.6106163e-02	-5.1182771e+01	1.2882471e-02	-7.1245747e+01	9.9498827e-03	-9.1930279e+01	1.0080162e-03	-6.3611744e+01
-1.3472973e+01	2.2197568e-02	-3.1198603e+01	1.9607628e-02	-3.9776332e+01	1.6672979e-02	-5.4077258e+01	1.3087461e-02	-6.8525007e+01	9.5514706e-03	-9.7781098e+01	6.2878339e-04	-8.3686161e+01
-1.3172973e+01	2.2941738e-02	-3.0093833e+01	1.9992014e-02	-3.8796244e+01	1.7378996e-02	-5.1271009e+01	1.3872986e-02	-6.5219791e+01	1.0782527e-02	-8.9574284e+01	3.9717429e-04	-5.3418026e+01
-1.2872973e+01	2.3634736e-02	-3.0230258e+01	2.1126178e-02	-3.8096805e+01	1.8397685e-02	-4.9422282e+01	1.4256977e-02	-6.9672511e+01	1.0702686e-02	-8.6208057e+01	9.2067538e-04	-1.3538403e+02
-1.2572973e+01	2.4555576e-02	-2.9805723e+01	2.1593028e-02	-3.7834268e+01	1.8830822e-02	-5.0672690e+01	1.5713887e-02	-6.4816839e+01	1.1373919e-02	-8.9589844e+01	1.3683686e-03	-4.3795239e+01
-1.2272973e+01	2.4868556e-02	-2.7883320e+01	2.1986156e-02	-3.7500301e+01	1.8917639e-02	-4.8428895e+01	1.5062782e-02	-6.3016951e+01	1.1172297e-02	-8.6300882e+01	5.6725988e-04	-3.5737817e+01
-1.1972973e+01	2.5702147e-02	-2.8544972e+01	2.2696245e-02	-3.6037168e+01	1.9908528e-02	-4.7662013e+01	1.5853076e-02	-6.3753617e+01	1.2268062e-02	-8.0838473e+01	5.1583440e-04	-3.4876305e+01
-1.1672973e+01	2.7106846e-02	-2.6472973e+01	2.4435770e-02	-3.6546686e+01	2.0895714e-02	-4.5388610e+01	1.7878886e-02	-6.1787244e+01	1.3536742e-02	-8.1610132e+01	1.0597903e-03	-1.0106100e+01
-1.1372973e+01	2.8334499e-02	-2.6761335e+01	2.5682722e-02	-3.4741634e+01	2.2242794e-02	-4.4392229e+01	1.7929789e-02	-6.0069462e+01	1.3567624e-02	-7.9303519e+01	6.0043960e-04	-1.0562850e+01
-1.1072973e+01	2.9253278e-02	-2.6279426e+01	2.6435592e-02	-3.3322474e+01	2.3057283e-02	-4.3948723e+01	1.9095285e-02	-5.9497714e+01	1.4614760e-02	-7.6394053e+01	1.4792279e-03	-3.5280822e+01
-1.0772973e+01	2.9995021e-02	-2.4939233e+01	2.7359011e-02	-3.3169762e+01	2.3620718e-02	-4.2742364e+01	2.0054340e-02	-5.7074454e+01	1.5373031e-02	-7.7692958e+01	1.7664735e-03	-1.6731595e+02
-1.0472973e+01	3.0781777e-02	-2.5055551e+01	2.8411751e-02	-3.2406306e+01	2.4897243e-02	-4.3245557e+01	2.0728747e-02	-5.6942688e+01	1.6738987e-02	-7.3016199e+01	3.7513569e-03	-1.1094993e+02
-1.0172973e+01	3.2164868e-02	-2.4136282e+01	2.9180294e-02	-3.1598204e+01	2.5331868e-02	-4.1793208e+01	2.1222280e-02	-5.4728929e+01	1.6960603e-02	-7.4848258e+01	1.5706608e-03	-1.9231593e+01
-9.8729730e+00	3.4314460e-02	-2.3710714e+01	3.1293319e-02	-3.1474855e+01	2.8010144e-02	-4.0840290e+01	2.3188162e-02	-5.2760772e+01	1.8862930e-02	-7.2683861e+01	2.7381446e-03	-1.2114074e+02
-9.5729730e+00	3.5694249e-02	-2.2919128e+01	3.2914636e-02	-3.0097613e+01	2.9320880e-02	-3.8397676e+01	2.4029970e-02	-5.2741035e+01	2.1045761e-02	-7.0264355e+01	5.3250075e-04	-8.7640175e+01
