21-Sep-2023 18:39:22 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.4315187e-01	-1.0083653e+00
6.3852298e+04	6.4265114e-01	-9.8405754e-01
7.2157221e+04	6.4057266e-01	-1.0384324e+00
8.1542320e+04	6.4153406e-01	-1.1016133e+00
9.2148088e+04	6.4128485e-01	-1.1364992e+00
1.0413329e+05	6.4445120e-01	-1.1985818e+00
1.1767734e+05	6.4027506e-01	-1.2816709e+00
1.3298300e+05	6.3748294e-01	-1.3636531e+00
1.5027938e+05	6.3561648e-01	-1.4431906e+00
1.6982540e+05	6.3720267e-01	-1.5456072e+00
1.9191367e+05	6.3297794e-01	-1.6352592e+00
2.1687485e+05	6.3316528e-01	-1.7212548e+00
2.4508258e+05	6.3161062e-01	-1.8825178e+00
2.7695915e+05	6.2831157e-01	-1.9467967e+00
3.1298173e+05	6.2919106e-01	-2.0631540e+00
3.5368956e+05	6.2748451e-01	-2.0818591e+00
3.9969205e+05	6.2894557e-01	-2.4082426e+00
4.5167783e+05	6.2950433e-01	-2.5869022e+00
5.1042512e+05	6.2869104e-01	-2.8130433e+00
5.7681335e+05	6.2580076e-01	-2.9826840e+00
6.5183634e+05	6.2518938e-01	-3.2773418e+00
7.3661717e+05	6.2347430e-01	-3.5314539e+00
8.3242498e+05	6.1988782e-01	-3.8283921e+00
9.4069399e+05	6.1829275e-01	-4.1679939e+00
1.0630450e+06	6.1600563e-01	-4.5752926e+00
1.2013095e+06	6.1440670e-01	-4.9071663e+00
1.3575573e+06	6.0988096e-01	-5.3775813e+00
1.5341274e+06	6.0740540e-01	-5.8497159e+00
1.7336631e+06	6.0440210e-01	-6.3165451e+00
1.9591512e+06	6.0061474e-01	-6.8406561e+00
2.2139674e+06	5.9443511e-01	-7.5008137e+00
2.5019262e+06	5.9059752e-01	-8.1477461e+00
2.8273382e+06	5.8991380e-01	-8.8682389e+00
3.1950747e+06	5.8398131e-01	-9.7102387e+00
3.6106408e+06	5.8044000e-01	-1.0500249e+01
4.0802573e+06	5.7673863e-01	-1.1450788e+01
4.6109543e+06	5.7170088e-01	-1.2561838e+01
5.2106761e+06	5.6716331e-01	-1.3760019e+01
5.8884005e+06	5.5953925e-01	-1.4990932e+01
6.6542729e+06	5.5488932e-01	-1.6146151e+01
7.5197582e+06	5.4326213e-01	-1.7648547e+01
8.4978124e+06	5.3270789e-01	-1.9256837e+01
9.6030769e+06	5.2397318e-01	-2.0948261e+01
1.0852097e+07	5.1313682e-01	-2.2820709e+01
1.2263571e+07	5.0263093e-01	-2.4736828e+01
1.3858627e+07	4.9253554e-01	-2.6697967e+01
1.5661143e+07	4.7509468e-01	-2.8709691e+01
