21-Sep-2023 19:13:36 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.3688657e-01	-7.1231032e-01
6.3852298e+04	5.3809139e-01	-6.8121743e-01
7.2157221e+04	5.4091337e-01	-7.6211523e-01
8.1542320e+04	5.4111637e-01	-7.7667987e-01
9.2148088e+04	5.3953696e-01	-8.1917974e-01
1.0413329e+05	5.3995277e-01	-9.0249370e-01
1.1767734e+05	5.4175329e-01	-9.3276596e-01
1.3298300e+05	5.3657085e-01	-1.0106783e+00
1.5027938e+05	5.3632755e-01	-1.0229680e+00
1.6982540e+05	5.3707791e-01	-1.0947323e+00
1.9191367e+05	5.3204960e-01	-1.2214648e+00
2.1687485e+05	5.3576586e-01	-1.2766304e+00
2.4508258e+05	5.3675437e-01	-1.3401604e+00
2.7695915e+05	5.3400680e-01	-1.4830455e+00
3.1298173e+05	5.3364446e-01	-1.5608670e+00
3.5368956e+05	5.3475800e-01	-1.7033944e+00
3.9969205e+05	5.3300421e-01	-1.8022394e+00
4.5167783e+05	5.3231807e-01	-1.9262523e+00
5.1042512e+05	5.3254819e-01	-2.0923343e+00
5.7681335e+05	5.3059862e-01	-2.2456364e+00
6.5183634e+05	5.3290227e-01	-2.4751576e+00
7.3661717e+05	5.3212627e-01	-2.7104679e+00
8.3242498e+05	5.2870604e-01	-2.9125704e+00
9.4069399e+05	5.2789227e-01	-3.1934477e+00
1.0630450e+06	5.2911193e-01	-3.4921362e+00
1.2013095e+06	5.2517428e-01	-3.7901698e+00
1.3575573e+06	5.2235350e-01	-4.1413424e+00
1.5341274e+06	5.2196545e-01	-4.5690633e+00
1.7336631e+06	5.2064637e-01	-4.9658723e+00
1.9591512e+06	5.2116900e-01	-5.4508102e+00
2.2139674e+06	5.2190300e-01	-5.9604087e+00
2.5019262e+06	5.2266826e-01	-6.5227260e+00
2.8273382e+06	5.1834920e-01	-7.1845311e+00
3.1950747e+06	5.1300267e-01	-7.7918814e+00
3.6106408e+06	5.1051979e-01	-8.4375657e+00
4.0802573e+06	5.0928857e-01	-9.2663415e+00
4.6109543e+06	5.0684668e-01	-1.0393609e+01
5.2106761e+06	5.0413248e-01	-1.1710939e+01
5.8884005e+06	4.9763969e-01	-1.2741765e+01
6.6542729e+06	4.9119579e-01	-1.3798901e+01
7.5197582e+06	4.8485837e-01	-1.5110262e+01
8.4978124e+06	4.7589945e-01	-1.6693386e+01
9.6030769e+06	4.7064736e-01	-1.8319473e+01
1.0852097e+07	4.5799139e-01	-2.0101553e+01
1.2263571e+07	4.5567128e-01	-2.1850951e+01
1.3858627e+07	4.4176068e-01	-2.3863092e+01
1.5661143e+07	4.3416572e-01	-2.6022536e+01
