21-Sep-2023 20:42:60 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	9.1785628e-01	-1.8472302e+00
6.3852298e+04	9.2176053e-01	-1.9295495e+00
7.2157221e+04	9.1477952e-01	-2.0512414e+00
8.1542320e+04	9.1162166e-01	-2.1649551e+00
9.2148088e+04	9.0925987e-01	-2.3136420e+00
1.0413329e+05	9.1138882e-01	-2.4452078e+00
1.1767734e+05	9.0838200e-01	-2.5661559e+00
1.3298300e+05	9.0894747e-01	-2.7483483e+00
1.5027938e+05	8.9845634e-01	-2.9263300e+00
1.6982540e+05	9.0079517e-01	-3.1085887e+00
1.9191367e+05	8.9345209e-01	-3.3330401e+00
2.1687485e+05	8.9120138e-01	-3.5203037e+00
2.4508258e+05	8.8789071e-01	-3.7533424e+00
2.7695915e+05	8.8001851e-01	-4.0032215e+00
3.1298173e+05	8.8172228e-01	-4.2468138e+00
3.5368956e+05	8.7444597e-01	-4.5341162e+00
3.9969205e+05	8.7263833e-01	-4.8340643e+00
4.5167783e+05	8.5917738e-01	-5.1829229e+00
5.1042512e+05	8.6357829e-01	-5.4745839e+00
5.7681335e+05	8.5369006e-01	-5.8918499e+00
6.5183634e+05	8.5261640e-01	-6.2769364e+00
7.3661717e+05	8.5315553e-01	-6.6610875e+00
8.3242498e+05	8.4576193e-01	-7.1295702e+00
9.4069399e+05	8.3185893e-01	-7.6898719e+00
1.0630450e+06	8.2593958e-01	-8.1996334e+00
1.2013095e+06	8.2188034e-01	-8.7492424e+00
1.3575573e+06	8.1283561e-01	-9.3955277e+00
1.5341274e+06	8.0422246e-01	-1.0088535e+01
1.7336631e+06	7.9227864e-01	-1.0827049e+01
1.9591512e+06	7.8390556e-01	-1.1576451e+01
2.2139674e+06	7.7862189e-01	-1.2406793e+01
2.5019262e+06	7.7267170e-01	-1.3302838e+01
2.8273382e+06	7.5626606e-01	-1.4317700e+01
3.1950747e+06	7.5219881e-01	-1.5290973e+01
3.6106408e+06	7.3271877e-01	-1.6415502e+01
4.0802573e+06	7.1743279e-01	-1.7582535e+01
4.6109543e+06	7.1003772e-01	-1.8826361e+01
5.2106761e+06	6.8491447e-01	-2.0220608e+01
5.8884005e+06	6.8097176e-01	-2.1551027e+01
6.6542729e+06	6.6567067e-01	-2.2977790e+01
7.5197582e+06	6.4438393e-01	-2.4613123e+01
8.4978124e+06	6.2593673e-01	-2.6419985e+01
9.6030769e+06	6.1625925e-01	-2.8001702e+01
1.0852097e+07	5.8801913e-01	-3.0046204e+01
1.2263571e+07	5.7301050e-01	-3.1922947e+01
1.3858627e+07	5.4627933e-01	-3.3974145e+01
1.5661143e+07	5.2698864e-01	-3.5983398e+01
1.7698103e+07	5.0201947e-01	-3.8181804e+01
