21-Sep-2023 19:29:24 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4938438e+01	1.8630181e-02	-3.4699759e+01	1.5897281e-02	-4.3657382e+01	1.3452031e-02	-5.5810156e+01	1.0760670e-02	-7.3362180e+01	8.8332746e-03	-9.6107417e+01	1.9787102e-03	-3.0918925e+01
-1.4638438e+01	1.8887291e-02	-3.1963291e+01	1.6799650e-02	-4.2067013e+01	1.4463522e-02	-5.3472553e+01	1.1426679e-02	-7.4221804e+01	8.2224633e-03	-9.1791174e+01	5.8448444e-04	-4.6964538e+00
-1.4338438e+01	2.0124031e-02	-3.2269546e+01	1.7383418e-02	-4.2166728e+01	1.5109550e-02	-5.5661939e+01	1.1410504e-02	-7.2485911e+01	9.1848532e-03	-9.6258515e+01	2.6980238e-04	-1.5761419e+02
-1.4038438e+01	2.0448015e-02	-3.1588292e+01	1.7942776e-02	-4.1706380e+01	1.5875064e-02	-5.2982577e+01	1.2628260e-02	-6.7113973e+01	9.5167194e-03	-9.5739648e+01	6.8818033e-04	-5.9131402e+01
-1.3738438e+01	2.0740610e-02	-3.0678739e+01	1.8745609e-02	-4.1143424e+01	1.5421671e-02	-5.1527384e+01	1.2118576e-02	-7.1715620e+01	9.4876937e-03	-8.9843985e+01	2.7545687e-03	-1.4137411e+02
-1.3438438e+01	2.1491633e-02	-3.0568236e+01	1.9306449e-02	-3.9810892e+01	1.5778526e-02	-5.4478475e+01	1.2929157e-02	-6.6794184e+01	9.3808173e-03	-9.1269174e+01	1.5477376e-03	1.5089945e+01
-1.3138438e+01	2.2615022e-02	-3.2106247e+01	2.0170984e-02	-3.9981960e+01	1.7092539e-02	-5.1682499e+01	1.3553272e-02	-6.7806481e+01	9.0805940e-03	-8.6562896e+01	8.1916328e-04	-1.2854260e+02
-1.2838438e+01	2.3661557e-02	-2.8563769e+01	2.1287101e-02	-3.8921260e+01	1.7918698e-02	-5.0608004e+01	1.4638699e-02	-6.4933903e+01	1.0775810e-02	-8.8238713e+01	2.5618181e-03	-9.6776920e+01
-1.2538438e+01	2.4162873e-02	-2.8526896e+01	2.1474647e-02	-3.7057556e+01	1.8198578e-02	-4.5236431e+01	1.5023412e-02	-6.1812176e+01	1.1864878e-02	-8.1751909e+01	1.5861625e-03	-1.2862305e+02
-1.2238438e+01	2.5279727e-02	-2.7518262e+01	2.2272962e-02	-3.7085871e+01	1.9274710e-02	-4.7104374e+01	1.5484972e-02	-6.2612978e+01	1.1169431e-02	-8.1175557e+01	1.0109932e-03	-6.8942571e+01
