21-Sep-2023 20:4:36 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.1283368e-01	-1.4994223e+00
6.3852298e+04	8.0954331e-01	-1.5663269e+00
7.2157221e+04	8.0811891e-01	-1.6622074e+00
8.1542320e+04	8.0836235e-01	-1.7731704e+00
9.2148088e+04	8.0920947e-01	-1.8333171e+00
1.0413329e+05	8.0437110e-01	-1.9913094e+00
1.1767734e+05	8.0380711e-01	-2.0869233e+00
1.3298300e+05	7.9446306e-01	-2.2468269e+00
1.5027938e+05	7.9596767e-01	-2.3684590e+00
1.6982540e+05	8.0264925e-01	-2.4644838e+00
1.9191367e+05	7.9854601e-01	-2.6375387e+00
2.1687485e+05	7.9831998e-01	-2.8158595e+00
2.4508258e+05	7.9559608e-01	-2.9685062e+00
2.7695915e+05	7.9035589e-01	-3.1170166e+00
3.1298173e+05	7.8065673e-01	-3.3435309e+00
3.5368956e+05	7.8431968e-01	-3.4271221e+00
3.9969205e+05	7.7738296e-01	-3.8212715e+00
4.5167783e+05	7.8192651e-01	-4.1192060e+00
5.1042512e+05	7.8297352e-01	-4.3831352e+00
5.7681335e+05	7.7372325e-01	-4.6946676e+00
6.5183634e+05	7.7079446e-01	-5.0683226e+00
7.3661717e+05	7.6147528e-01	-5.4496033e+00
8.3242498e+05	7.6475089e-01	-5.7884541e+00
9.4069399e+05	7.5331235e-01	-6.2411354e+00
1.0630450e+06	7.4625280e-01	-6.7791565e+00
1.2013095e+06	7.5224307e-01	-7.2200416e+00
1.3575573e+06	7.5355393e-01	-7.7513002e+00
1.5341274e+06	7.4499812e-01	-8.3673023e+00
1.7336631e+06	7.3470424e-01	-8.9770806e+00
1.9591512e+06	7.2427036e-01	-9.7509370e+00
2.2139674e+06	7.1837687e-01	-1.0474875e+01
2.5019262e+06	7.1355393e-01	-1.1292938e+01
2.8273382e+06	7.0290104e-01	-1.2158470e+01
3.1950747e+06	6.8618236e-01	-1.3204616e+01
3.6106408e+06	6.8777999e-01	-1.4114160e+01
4.0802573e+06	6.7101181e-01	-1.5268592e+01
4.6109543e+06	6.6275308e-01	-1.6390922e+01
5.2106761e+06	6.4737120e-01	-1.7687882e+01
5.8884005e+06	6.4369895e-01	-1.8915867e+01
6.6542729e+06	6.3012104e-01	-2.0283990e+01
7.5197582e+06	6.2073670e-01	-2.1879412e+01
8.4978124e+06	5.9725452e-01	-2.3618048e+01
9.6030769e+06	5.8359862e-01	-2.5343766e+01
1.0852097e+07	5.7153406e-01	-2.7204778e+01
1.2263571e+07	5.4987595e-01	-2.9069777e+01
1.3858627e+07	5.3531187e-01	-3.1099455e+01
1.5661143e+07	5.1089096e-01	-3.3125386e+01
