21-Sep-2023 19:21:54 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.2745345e-01	-4.7897433e-01
6.3852298e+04	5.2618113e-01	-6.3214542e-01
7.2157221e+04	5.2517183e-01	-6.5771429e-01
8.1542320e+04	5.2951602e-01	-7.2244733e-01
9.2148088e+04	5.2522935e-01	-7.5925308e-01
1.0413329e+05	5.2603542e-01	-8.0298385e-01
1.1767734e+05	5.2953200e-01	-8.3322748e-01
1.3298300e+05	5.2620946e-01	-9.1520242e-01
1.5027938e+05	5.2515485e-01	-9.8515381e-01
1.6982540e+05	5.2623484e-01	-1.0322244e+00
1.9191367e+05	5.2816908e-01	-1.0752542e+00
2.1687485e+05	5.2230458e-01	-1.2295086e+00
2.4508258e+05	5.2167380e-01	-1.3362624e+00
2.7695915e+05	5.2149689e-01	-1.3951029e+00
3.1298173e+05	5.2318620e-01	-1.4955080e+00
3.5368956e+05	5.1925204e-01	-1.4335753e+00
3.9969205e+05	5.2030644e-01	-1.6860611e+00
4.5167783e+05	5.2321197e-01	-1.8604889e+00
5.1042512e+05	5.1988641e-01	-2.0222266e+00
5.7681335e+05	5.1702887e-01	-2.1883919e+00
6.5183634e+05	5.1941037e-01	-2.4094104e+00
7.3661717e+05	5.1737717e-01	-2.6394608e+00
8.3242498e+05	5.2114618e-01	-2.8918115e+00
9.4069399e+05	5.2205629e-01	-3.1484690e+00
1.0630450e+06	5.2020984e-01	-3.4422930e+00
1.2013095e+06	5.1432251e-01	-3.7289625e+00
1.3575573e+06	5.1462650e-01	-4.1553755e+00
1.5341274e+06	5.0756854e-01	-4.5394270e+00
1.7336631e+06	5.0997878e-01	-4.8704527e+00
1.9591512e+06	5.0918668e-01	-5.4088134e+00
2.2139674e+06	5.0620663e-01	-6.0025725e+00
2.5019262e+06	5.0252039e-01	-6.5362933e+00
2.8273382e+06	4.9825168e-01	-7.1292161e+00
3.1950747e+06	4.9681459e-01	-7.8243832e+00
3.6106408e+06	4.9252380e-01	-8.5751217e+00
4.0802573e+06	4.9223261e-01	-9.4022765e+00
4.6109543e+06	4.9474261e-01	-1.0368642e+01
5.2106761e+06	4.8693523e-01	-1.1654948e+01
5.8884005e+06	4.8323747e-01	-1.2711559e+01
6.6542729e+06	4.7798135e-01	-1.3800632e+01
7.5197582e+06	4.7273215e-01	-1.5102732e+01
8.4978124e+06	4.6123975e-01	-1.6630106e+01
9.6030769e+06	4.5898015e-01	-1.8131029e+01
1.0852097e+07	4.4819779e-01	-1.9924887e+01
1.2263571e+07	4.4639077e-01	-2.1684544e+01
1.3858627e+07	4.3281974e-01	-2.3735950e+01
1.5661143e+07	4.2002222e-01	-2.5966027e+01
1.7698103e+07	4.1255852e-01	-2.8168844e+01
2.0000000e+07	3.9942474e-01	-3.0684841e+01
