21-Sep-2023 18:24:35 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.9304116e-01	-1.1223263e+00
6.3852298e+04	6.8792999e-01	-1.1851192e+00
7.2157221e+04	6.8796111e-01	-1.2747151e+00
8.1542320e+04	6.8732337e-01	-1.3584102e+00
9.2148088e+04	6.8754242e-01	-1.3902308e+00
1.0413329e+05	6.8547481e-01	-1.5013036e+00
1.1767734e+05	6.8299886e-01	-1.5780211e+00
1.3298300e+05	6.7868704e-01	-1.6921702e+00
1.5027938e+05	6.8282219e-01	-1.7624875e+00
1.6982540e+05	6.8068457e-01	-1.8842657e+00
1.9191367e+05	6.7600858e-01	-2.0049296e+00
2.1687485e+05	6.7657144e-01	-2.1359484e+00
2.4508258e+05	6.7714714e-01	-2.1898698e+00
2.7695915e+05	6.7665743e-01	-2.3323832e+00
3.1298173e+05	6.7566902e-01	-2.4554126e+00
3.5368956e+05	6.7264164e-01	-2.7520668e+00
3.9969205e+05	6.6833723e-01	-2.9274151e+00
4.5167783e+05	6.6833322e-01	-3.1259241e+00
5.1042512e+05	6.6723926e-01	-3.3896314e+00
5.7681335e+05	6.6743738e-01	-3.6265660e+00
6.5183634e+05	6.5725282e-01	-3.9352491e+00
7.3661717e+05	6.5670857e-01	-4.1822958e+00
8.3242498e+05	6.5743798e-01	-4.5017919e+00
9.4069399e+05	6.5041739e-01	-4.8916858e+00
1.0630450e+06	6.4844150e-01	-5.2589686e+00
1.2013095e+06	6.4743327e-01	-5.7018075e+00
1.3575573e+06	6.4384688e-01	-6.1549073e+00
1.5341274e+06	6.4081907e-01	-6.6831905e+00
1.7336631e+06	6.3689927e-01	-7.2583531e+00
1.9591512e+06	6.3656935e-01	-7.8194658e+00
2.2139674e+06	6.3456247e-01	-8.5026088e+00
2.5019262e+06	6.2854774e-01	-9.2141013e+00
2.8273382e+06	6.1989329e-01	-1.0017336e+01
3.1950747e+06	6.1690778e-01	-1.0818689e+01
3.6106408e+06	6.0955240e-01	-1.1749429e+01
4.0802573e+06	6.0650377e-01	-1.2717185e+01
4.6109543e+06	6.0037666e-01	-1.3912246e+01
5.2106761e+06	5.8951969e-01	-1.5242281e+01
5.8884005e+06	5.8109074e-01	-1.6501818e+01
6.6542729e+06	5.7244827e-01	-1.7747896e+01
7.5197582e+06	5.6482787e-01	-1.9216442e+01
8.4978124e+06	5.5271256e-01	-2.0841741e+01
9.6030769e+06	5.3993876e-01	-2.2563337e+01
1.0852097e+07	5.2814191e-01	-2.4272799e+01
1.2263571e+07	5.1346987e-01	-2.6152390e+01
1.3858627e+07	4.9898656e-01	-2.8152912e+01
1.5661143e+07	4.8309215e-01	-3.0216407e+01
