21-Sep-2023 18:38:0 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.3976326e-01	-8.8046354e-01
6.3852298e+04	6.3740568e-01	-9.4494515e-01
7.2157221e+04	6.3610751e-01	-1.0108160e+00
8.1542320e+04	6.3542814e-01	-1.0760754e+00
9.2148088e+04	6.3360269e-01	-1.1233542e+00
1.0413329e+05	6.3181175e-01	-1.1973483e+00
1.1767734e+05	6.3093825e-01	-1.2589325e+00
1.3298300e+05	6.2820761e-01	-1.3708812e+00
1.5027938e+05	6.2594045e-01	-1.4576750e+00
1.6982540e+05	6.2653729e-01	-1.5446561e+00
1.9191367e+05	6.2626564e-01	-1.6372838e+00
2.1687485e+05	6.2520485e-01	-1.7368652e+00
2.4508258e+05	6.2128669e-01	-1.8930693e+00
2.7695915e+05	6.2123120e-01	-2.0367686e+00
3.1298173e+05	6.2406060e-01	-2.1439931e+00
3.5368956e+05	6.2271894e-01	-2.0866257e+00
3.9969205e+05	6.2366272e-01	-2.3853362e+00
4.5167783e+05	6.1884393e-01	-2.6198954e+00
5.1042512e+05	6.1961915e-01	-2.8353119e+00
5.7681335e+05	6.1903956e-01	-3.0286224e+00
6.5183634e+05	6.1712596e-01	-3.2924010e+00
7.3661717e+05	6.1469744e-01	-3.5519183e+00
8.3242498e+05	6.1070085e-01	-3.8544297e+00
9.4069399e+05	6.1074280e-01	-4.1960537e+00
1.0630450e+06	6.0682658e-01	-4.5389311e+00
1.2013095e+06	6.0212081e-01	-4.9465417e+00
1.3575573e+06	6.0192874e-01	-5.3886441e+00
1.5341274e+06	6.0091114e-01	-5.8488549e+00
1.7336631e+06	5.9754801e-01	-6.3739374e+00
1.9591512e+06	5.9609658e-01	-6.9318044e+00
2.2139674e+06	5.9188748e-01	-7.5279501e+00
2.5019262e+06	5.8865788e-01	-8.2172373e+00
2.8273382e+06	5.8081477e-01	-8.9671400e+00
3.1950747e+06	5.8198437e-01	-9.7196587e+00
3.6106408e+06	5.7127924e-01	-1.0637840e+01
4.0802573e+06	5.6718141e-01	-1.1597217e+01
4.6109543e+06	5.6440183e-01	-1.2573088e+01
5.2106761e+06	5.5641035e-01	-1.3688253e+01
5.8884005e+06	5.5036690e-01	-1.5021828e+01
6.6542729e+06	5.4553260e-01	-1.6195351e+01
7.5197582e+06	5.3913947e-01	-1.7628874e+01
8.4978124e+06	5.2802567e-01	-1.9183122e+01
9.6030769e+06	5.1858159e-01	-2.0828400e+01
1.0852097e+07	5.0761587e-01	-2.2693041e+01
1.2263571e+07	4.9013928e-01	-2.4636287e+01
1.3858627e+07	4.8073442e-01	-2.6622427e+01
1.5661143e+07	4.6541695e-01	-2.8871851e+01
