21-Sep-2023 20:39:6 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4974474e+01	2.5669802e-02	-7.2821927e+01	1.8706810e-02	-9.0866293e+01	1.2127746e-02	-1.2206959e+02	7.1370396e-03	-1.5249515e+02	3.1247474e-03	-1.2616658e+01	5.7557117e-04	-6.7807330e+01
-1.4674474e+01	2.7239472e-02	-7.1446715e+01	1.9447902e-02	-8.9179430e+01	1.2935300e-02	-1.1182672e+02	8.3230416e-03	-1.4322485e+02	3.8979150e-03	-1.5809521e+01	1.2284050e-03	-4.9093862e+01
-1.4374474e+01	2.8331846e-02	-6.8694493e+01	2.1114411e-02	-8.7897000e+01	1.4073602e-02	-1.1198662e+02	8.4683643e-03	-1.4119575e+02	4.4936876e-03	-1.7373213e+02	1.3890871e-03	-1.2247581e+02
-1.4074474e+01	3.0096136e-02	-6.7679292e+01	2.2120505e-02	-8.7185085e+01	1.4843402e-02	-1.0804073e+02	8.5514020e-03	-1.3799145e+02	4.3200586e-03	-1.7772732e+02	1.9292723e-03	-8.7939354e+01
-1.3774474e+01	3.0470888e-02	-6.7761681e+01	2.2546877e-02	-8.5571746e+01	1.4803858e-02	-1.0863993e+02	9.3532516e-03	-1.3767400e+02	4.9959050e-03	-2.8785523e+00	1.7227174e-03	-1.2195629e+00
-1.3474474e+01	3.2577564e-02	-6.4602169e+01	2.4403237e-02	-8.2148826e+01	1.6490162e-02	-1.0525346e+02	9.6384155e-03	-1.3614563e+02	5.0025802e-03	-1.6215207e+02	1.1796694e-03	-2.3966529e+01
-1.3174474e+01	3.2791347e-02	-6.4150270e+01	2.4957365e-02	-8.1832876e+01	1.6022820e-02	-1.0431679e+02	1.0347672e-02	-1.3188121e+02	6.1102705e-03	-1.7469204e+02	8.3261036e-04	-2.8467575e+01
-1.2874474e+01	3.5983626e-02	-6.2168592e+01	2.6753932e-02	-7.9416318e+01	1.8893293e-02	-1.0366229e+02	1.2259799e-02	-1.3061566e+02	6.2464409e-03	-1.6543112e+02	1.2349089e-03	-1.5120866e+02
-1.2574474e+01	3.7091255e-02	-6.0842768e+01	2.8909551e-02	-7.7263233e+01	2.0187877e-02	-9.5801455e+01	1.3546935e-02	-1.2700623e+02	7.3363974e-03	-1.5424701e+02	1.0993735e-03	-1.8757663e+01
-1.2274474e+01	3.8095749e-02	-6.0694760e+01	2.9204804e-02	-7.6745312e+01	2.0531142e-02	-9.6726380e+01	1.2706010e-02	-1.2370644e+02	7.6869579e-03	-1.5651954e+02	1.7389867e-03	-5.2679802e+01
