21-Sep-2023 18:56:14 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.9241338e-01	-8.2426560e-01
6.3852298e+04	5.9111528e-01	-8.2219496e-01
7.2157221e+04	5.9010664e-01	-8.2634036e-01
8.1542320e+04	5.9232239e-01	-8.7400249e-01
9.2148088e+04	5.8989702e-01	-9.6760869e-01
1.0413329e+05	5.9169480e-01	-1.0030554e+00
1.1767734e+05	5.8909191e-01	-1.0405394e+00
1.3298300e+05	5.8969190e-01	-1.1026850e+00
1.5027938e+05	5.8589184e-01	-1.2187364e+00
1.6982540e+05	5.8465754e-01	-1.2809305e+00
1.9191367e+05	5.8166872e-01	-1.3818527e+00
2.1687485e+05	5.7989781e-01	-1.4782151e+00
2.4508258e+05	5.8220486e-01	-1.5946756e+00
2.7695915e+05	5.8153631e-01	-1.7573692e+00
3.1298173e+05	5.7566745e-01	-1.8928349e+00
3.5368956e+05	5.7942220e-01	-2.1466368e+00
3.9969205e+05	5.7331568e-01	-2.1628449e+00
4.5167783e+05	5.7609723e-01	-2.3427542e+00
5.1042512e+05	5.7570624e-01	-2.4661140e+00
5.7681335e+05	5.7653513e-01	-2.6639218e+00
6.5183634e+05	5.7066481e-01	-2.8716127e+00
7.3661717e+05	5.6907125e-01	-3.1043198e+00
8.3242498e+05	5.7113153e-01	-3.3599636e+00
9.4069399e+05	5.6940580e-01	-3.6736326e+00
1.0630450e+06	5.6575957e-01	-3.9860911e+00
1.2013095e+06	5.6537307e-01	-4.3586428e+00
1.3575573e+06	5.6359228e-01	-4.7275459e+00
1.5341274e+06	5.5961239e-01	-5.2544349e+00
1.7336631e+06	5.6014663e-01	-5.7000969e+00
1.9591512e+06	5.6030519e-01	-6.2092739e+00
2.2139674e+06	5.5355564e-01	-6.7862151e+00
2.5019262e+06	5.4854157e-01	-7.4191879e+00
2.8273382e+06	5.4532525e-01	-8.0594306e+00
3.1950747e+06	5.4432208e-01	-8.8176193e+00
3.6106408e+06	5.4175515e-01	-9.5225014e+00
4.0802573e+06	5.4160548e-01	-1.0422709e+01
4.6109543e+06	5.3336861e-01	-1.1578592e+01
5.2106761e+06	5.2950982e-01	-1.2872192e+01
5.8884005e+06	5.2089091e-01	-1.3986117e+01
6.6542729e+06	5.1979471e-01	-1.5126401e+01
7.5197582e+06	5.1349308e-01	-1.6573821e+01
8.4978124e+06	5.0475057e-01	-1.8105555e+01
9.6030769e+06	4.9603375e-01	-1.9880409e+01
1.0852097e+07	4.8738375e-01	-2.1614217e+01
1.2263571e+07	4.7618411e-01	-2.3470139e+01
1.3858627e+07	4.6509251e-01	-2.5440459e+01
1.5661143e+07	4.5749112e-01	-2.7487481e+01
