21-Sep-2023 18:38:13 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.4615900e-01	-1.0271093e+00
6.3852298e+04	6.4470221e-01	-9.9024555e-01
7.2157221e+04	6.4547793e-01	-1.0756321e+00
8.1542320e+04	6.4526989e-01	-1.1453210e+00
9.2148088e+04	6.4632916e-01	-1.2085781e+00
1.0413329e+05	6.4445974e-01	-1.2353783e+00
1.1767734e+05	6.4530808e-01	-1.3405600e+00
1.3298300e+05	6.3514888e-01	-1.4128636e+00
1.5027938e+05	6.3298363e-01	-1.4708558e+00
1.6982540e+05	6.3492271e-01	-1.5715735e+00
1.9191367e+05	6.3741713e-01	-1.6416589e+00
2.1687485e+05	6.3412659e-01	-1.7690801e+00
2.4508258e+05	6.3536354e-01	-1.8827138e+00
2.7695915e+05	6.3278843e-01	-1.9335613e+00
3.1298173e+05	6.2928453e-01	-2.0412625e+00
3.5368956e+05	6.2439381e-01	-2.0750887e+00
3.9969205e+05	6.2862867e-01	-2.3677793e+00
4.5167783e+05	6.2845885e-01	-2.5485869e+00
5.1042512e+05	6.2796569e-01	-2.7807723e+00
5.7681335e+05	6.2228660e-01	-2.9730917e+00
6.5183634e+05	6.1834921e-01	-3.2679575e+00
7.3661717e+05	6.1553782e-01	-3.5267553e+00
8.3242498e+05	6.1158256e-01	-3.8151846e+00
9.4069399e+05	6.1570346e-01	-4.1491735e+00
1.0630450e+06	6.1170284e-01	-4.4844063e+00
1.2013095e+06	6.1318146e-01	-4.8710500e+00
1.3575573e+06	6.1288826e-01	-5.3207711e+00
1.5341274e+06	6.0718335e-01	-5.7881486e+00
1.7336631e+06	6.0251800e-01	-6.3374792e+00
1.9591512e+06	6.0377327e-01	-6.8625501e+00
2.2139674e+06	5.9442124e-01	-7.5012025e+00
2.5019262e+06	5.9634586e-01	-8.1264934e+00
2.8273382e+06	5.9200799e-01	-8.8828925e+00
3.1950747e+06	5.8461052e-01	-9.7162946e+00
3.6106408e+06	5.8500705e-01	-1.0477963e+01
4.0802573e+06	5.7718111e-01	-1.1415551e+01
4.6109543e+06	5.7289073e-01	-1.2528692e+01
5.2106761e+06	5.6494684e-01	-1.3741960e+01
5.8884005e+06	5.5974870e-01	-1.4949967e+01
6.6542729e+06	5.5657053e-01	-1.6068304e+01
7.5197582e+06	5.4642416e-01	-1.7560310e+01
8.4978124e+06	5.3706002e-01	-1.9112976e+01
9.6030769e+06	5.2540078e-01	-2.0788557e+01
1.0852097e+07	5.1553382e-01	-2.2599038e+01
1.2263571e+07	5.0143902e-01	-2.4543184e+01
1.3858627e+07	4.8773921e-01	-2.6568073e+01
1.5661143e+07	4.7350174e-01	-2.8716589e+01
