21-Sep-2023 20:20:13 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5010511e+01	2.5736588e-02	-6.7874243e+01	1.8817855e-02	-8.6054989e+01	1.2469182e-02	-1.0793361e+02	7.7925667e-03	-1.3991656e+02	4.0880859e-03	-1.6963572e+02	8.0889655e-04	-1.5553214e+02
-1.4710511e+01	2.6189697e-02	-6.6275571e+01	1.9696913e-02	-8.4535415e+01	1.2986392e-02	-1.0701628e+02	8.8181389e-03	-1.3879253e+02	4.8585958e-03	-1.7467102e+02	1.4096244e-03	-5.7009515e+01
-1.4410511e+01	2.7615710e-02	-6.4305673e+01	2.0662491e-02	-8.2667752e+01	1.4285803e-02	-1.0713756e+02	8.8293230e-03	-1.3349926e+02	6.0148295e-03	-1.6670385e+02	8.6766066e-04	-1.4944817e+02
-1.4110511e+01	2.7958606e-02	-6.3893652e+01	2.1490786e-02	-8.0097445e+01	1.5647322e-02	-1.0280536e+02	9.9890619e-03	-1.3672033e+02	5.3357225e-03	-1.6642358e+02	2.7666418e-04	-8.0354775e+01
-1.3810511e+01	3.0454967e-02	-6.1382931e+01	2.3303157e-02	-7.8143915e+01	1.6416506e-02	-1.0348787e+02	1.0344575e-02	-1.2908896e+02	5.7834789e-03	-1.5671211e+02	4.3012097e-04	-9.5917792e+01
-1.3510511e+01	3.1074402e-02	-6.1152029e+01	2.3482454e-02	-7.7676424e+01	1.6770787e-02	-9.9666443e+01	1.0378837e-02	-1.2407626e+02	5.8689432e-03	-1.6347618e+02	8.1052952e-05	-1.6904699e+02
-1.3210511e+01	3.2529154e-02	-5.9293342e+01	2.4742707e-02	-7.7203751e+01	1.7559184e-02	-9.7274114e+01	1.0995625e-02	-1.2774271e+02	6.7561096e-03	-1.6058926e+02	6.9857372e-04	-1.0564895e+01
-1.2910511e+01	3.4003565e-02	-5.8120080e+01	2.6663071e-02	-7.4484930e+01	1.9482304e-02	-9.3764761e+01	1.2387406e-02	-1.1867894e+02	7.0357667e-03	-1.5438550e+02	6.6773398e-04	-1.4237215e+02
-1.2610511e+01	3.5989534e-02	-5.7275266e+01	2.7983272e-02	-7.2920447e+01	2.0571349e-02	-9.4490013e+01	1.3351636e-02	-1.1657071e+02	8.2355049e-03	-1.5628604e+02	1.8868585e-03	-5.9716957e+01
-1.2310511e+01	3.7008325e-02	-5.6317427e+01	2.8809338e-02	-7.1697346e+01	2.1549333e-02	-9.1543528e+01	1.4018707e-02	-1.1569731e+02	8.7992932e-03	-1.4821337e+02	1.2756441e-03	-6.0294189e+01
-1.2010511e+01	3.8362709e-02	-5.4927908e+01	3.0490923e-02	-7.0675210e+01	2.1464694e-02	-8.8805846e+01	1.4933234e-02	-1.1436642e+02	8.4511459e-03	-1.4525518e+02	1.7849246e-03	-4.9144229e+01
-1.1710511e+01	4.1003575e-02	-5.3212838e+01	3.1768632e-02	-6.7946014e+01	2.3779792e-02	-8.7547387e+01	1.6262674e-02	-1.1301110e+02	9.8839819e-03	-1.4031239e+02	6.7944438e-04	-8.6698399e+01
-1.1410511e+01	4.2547162e-02	-5.2250651e+01	3.3580100e-02	-6.7032024e+01	2.5033112e-02	-8.5048441e+01	1.7082946e-02	-1.0852756e+02	1.0937282e-02	-1.3823923e+02	1.0702213e-03	-1.5660558e+02
-1.1110511e+01	4.3228178e-02	-5.1182233e+01	3.4614404e-02	-6.5899233e+01	2.5728072e-02	-8.3946879e+01	1.7984475e-02	-1.0804457e+02	1.0547922e-02	-1.3641900e+02	2.1515691e-03	-1.0780605e+02
-1.0810511e+01	4.6752377e-02	-4.9388121e+01	3.7548740e-02	-6.3173033e+01	2.8704481e-02	-8.0777430e+01	1.9866979e-02	-1.0585067e+02	1.2577603e-02	-1.3267707e+02	3.3509506e-04	-1.3778578e+02
-1.0510511e+01	4.7756409e-02	-4.8583430e+01	3.8846864e-02	-6.2774616e+01	2.9269194e-02	-7.9378683e+01	2.0799825e-02	-1.0243662e+02	1.2566859e-02	-1.3188503e+02	8.3375598e-04	-2.9615453e+01
-1.0210511e+01	5.1188362e-02	-4.6964475e+01	4.1226740e-02	-6.0685698e+01	3.2147392e-02	-7.7839868e+01	2.2537677e-02	-1.0032775e+02	1.3893372e-02	-1.2684534e+02	1.6040726e-03	-1.1596260e+02
-9.9105105e+00	5.3150034e-02	-4.6562634e+01	4.3822600e-02	-5.9183136e+01	3.2755955e-02	-7.6222450e+01	2.4456347e-02	-9.6519448e+01	1.5771080e-02	-1.2532376e+02	4.5278739e-04	-8.0069441e+01
-9.6105105e+00	5.7714960e-02	-4.3797972e+01	4.6977422e-02	-5.6901671e+01	3.6972794e-02	-7.2991645e+01	2.6824527e-02	-9.3505723e+01	1.7042413e-02	-1.1763791e+02	2.2376260e-03	1.4044792e+01
-9.3105105e+00	6.1199605e-02	-4.2753312e+01	5.1001100e-02	-5.4687444e+01	3.9750089e-02	-7.1184949e+01	2.9896216e-02	-8.9428033e+01	1.8879770e-02	-1.1942479e+02	3.6324097e-03	-1.7878541e+00
-9.0105105e+00	6.4658162e-02	-4.1563254e+01	5.3507080e-02	-5.3171291e+01	4.1973312e-02	-6.7727366e+01	3.1890038e-02	-8.7038665e+01	2.1936058e-02	-1.1099484e+02	1.0222865e-03	-1.1239465e+02
-8.7105105e+00	6.8900497e-02	-3.9817287e+01	5.8177742e-02	-5.1268530e+01	4.6087038e-02	-6.6222093e+01	3.5411446e-02	-8.5090987e+01	2.3817874e-02	-1.0921649e+02	3.0198121e-03	-8.3983626e+01
-8.4105105e+00	7.2695515e-02	-3.8990051e+01	6.1242618e-02	-4.9916482e+01	4.9733511e-02	-6.4019608e+01	3.6748831e-02	-8.3396641e+01	2.5563602e-02	-1.0414906e+02	1.7247862e-03	2.0595056e+01
-8.1105105e+00	7.6997163e-02	-3.7576712e+01	6.5075715e-02	-4.8398144e+01	5.2762838e-02	-6.1859304e+01	4.0438367e-02	-7.8161347e+01	2.7468263e-02	-1.0121738e+02	1.1243742e-03	-1.5669299e+02
-7.8105105e+00	8.2535396e-02	-3.6088546e+01	7.0542891e-02	-4.6220076e+01	5.8300184e-02	-5.9047576e+01	4.4038294e-02	-7.5470655e+01	3.1910698e-02	-9.7519316e+01	1.1997885e-03	-5.2991945e+00
-7.5105105e+00	8.7821473e-02	-3.4426657e+01	7.5572947e-02	-4.4536653e+01	6.1633703e-02	-5.6503390e+01	4.7475817e-02	-7.2348664e+01	3.4704099e-02	-9.3050588e+01	9.3089502e-04	-3.0736697e+01
-7.2105105e+00	9.5721238e-02	-3.2827569e+01	8.2475386e-02	-4.2675364e+01	6.8812226e-02	-5.4234058e+01	5.4341768e-02	-6.9074863e+01	3.9691747e-02	-8.7711293e+01	6.3768281e-04	-1.4493529e+02
-6.9105105e+00	1.0107474e-01	-3.1626733e+01	8.8083655e-02	-4.0758585e+01	7.3252838e-02	-5.2003723e+01	5.8531215e-02	-6.7125238e+01	4.2206870e-02	-8.5829581e+01	2.3165374e-03	-1.4816944e+02
-6.6105105e+00	1.1199615e-01	-2.9721879e+01	9.8065191e-02	-3.8096583e+01	8.3282743e-02	-4.9013241e+01	6.6264587e-02	-6.1996304e+01	4.9062648e-02	-7.9640185e+01	4.6192396e-04	-1.1440464e+02
-6.3105105e+00	1.2175651e-01	-2.7989762e+01	1.0745254e-01	-3.5851627e+01	9.2235370e-02	-4.6441461e+01	7.3924596e-02	-5.9458946e+01	5.5669291e-02	-7.4837816e+01	2.8878042e-03	-1.3818468e+02
-6.0105105e+00	1.2759223e-01	-2.7236661e+01	1.1326139e-01	-3.4844188e+01	9.6609231e-02	-4.4540833e+01	7.8941240e-02	-5.7028068e+01	6.0179167e-02	-7.3164099e+01	5.4141319e-03	-1.6978469e+00
-5.7105105e+00	1.4559017e-01	-2.4887892e+01	1.3018216e-01	-3.1903197e+01	1.1170375e-01	-4.0722383e+01	9.3758834e-02	-5.1885339e+01	7.2043884e-02	-6.6761634e+01	5.8542640e-03	-1.0745149e+02
-5.4105105e+00	1.6554417e-01	-2.2787265e+01	1.4982413e-01	-2.9030050e+01	1.3103382e-01	-3.7244454e+01	1.1042551e-01	-4.7796357e+01	8.8069427e-02	-5.9962222e+01	9.8303750e-03	-1.1833839e+02
-5.1105105e+00	1.7938154e-01	-2.1470199e+01	1.6325156e-01	-2.7345656e+01	1.4341804e-01	-3.5126862e+01	1.2219854e-01	-4.4671168e+01	9.7725035e-02	-5.6469170e+01	1.1053361e-02	-9.9529499e+01
