21-Sep-2023 18:23:38 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.8551447e-01	-1.0605652e+00
6.3852298e+04	6.8758587e-01	-1.1766122e+00
7.2157221e+04	6.8396404e-01	-1.2795654e+00
8.1542320e+04	6.8337313e-01	-1.3492090e+00
9.2148088e+04	6.8542970e-01	-1.3661282e+00
1.0413329e+05	6.8469674e-01	-1.4787355e+00
1.1767734e+05	6.8101488e-01	-1.5503886e+00
1.3298300e+05	6.8355285e-01	-1.6594692e+00
1.5027938e+05	6.8102662e-01	-1.7549287e+00
1.6982540e+05	6.8042166e-01	-1.8646710e+00
1.9191367e+05	6.7783253e-01	-1.9866929e+00
2.1687485e+05	6.7718035e-01	-2.1104062e+00
2.4508258e+05	6.7575479e-01	-2.2504111e+00
2.7695915e+05	6.7205076e-01	-2.4222117e+00
3.1298173e+05	6.7159452e-01	-2.5596597e+00
3.5368956e+05	6.6331826e-01	-2.9415584e+00
3.9969205e+05	6.6617983e-01	-2.9838304e+00
4.5167783e+05	6.6317921e-01	-3.1840708e+00
5.1042512e+05	6.5976596e-01	-3.4440776e+00
5.7681335e+05	6.6194545e-01	-3.6868403e+00
6.5183634e+05	6.5943005e-01	-3.9192041e+00
7.3661717e+05	6.6277643e-01	-4.2133664e+00
8.3242498e+05	6.5873957e-01	-4.5746255e+00
9.4069399e+05	6.5745443e-01	-4.9010146e+00
1.0630450e+06	6.5313149e-01	-5.3008953e+00
1.2013095e+06	6.5030224e-01	-5.7110232e+00
1.3575573e+06	6.4817753e-01	-6.1879662e+00
1.5341274e+06	6.3817462e-01	-6.7254145e+00
1.7336631e+06	6.3869767e-01	-7.2678868e+00
1.9591512e+06	6.2963285e-01	-7.8745163e+00
2.2139674e+06	6.2506069e-01	-8.5451222e+00
2.5019262e+06	6.2119658e-01	-9.2381096e+00
2.8273382e+06	6.1787291e-01	-1.0048055e+01
3.1950747e+06	6.0210292e-01	-1.0898050e+01
3.6106408e+06	6.0576428e-01	-1.1784463e+01
4.0802573e+06	6.0311568e-01	-1.2753729e+01
4.6109543e+06	5.9296406e-01	-1.3903164e+01
5.2106761e+06	5.8737623e-01	-1.5122211e+01
5.8884005e+06	5.7547783e-01	-1.6301716e+01
6.6542729e+06	5.6791210e-01	-1.7762551e+01
7.5197582e+06	5.6008973e-01	-1.9139389e+01
8.4978124e+06	5.4739599e-01	-2.0769475e+01
9.6030769e+06	5.3714242e-01	-2.2507014e+01
1.0852097e+07	5.2567780e-01	-2.4246352e+01
1.2263571e+07	5.1279354e-01	-2.6174508e+01
1.3858627e+07	4.9826022e-01	-2.8150642e+01
1.5661143e+07	4.8239572e-01	-3.0368509e+01
