21-Sep-2023 18:23:26 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.9307135e-01	-1.1314128e+00
6.3852298e+04	6.9342619e-01	-1.1594704e+00
7.2157221e+04	6.9109563e-01	-1.2416081e+00
8.1542320e+04	6.8941943e-01	-1.3069522e+00
9.2148088e+04	6.8870040e-01	-1.3956683e+00
1.0413329e+05	6.8732819e-01	-1.4746207e+00
1.1767734e+05	6.8651082e-01	-1.5335498e+00
1.3298300e+05	6.8737141e-01	-1.6444788e+00
1.5027938e+05	6.8494588e-01	-1.7525885e+00
1.6982540e+05	6.7705632e-01	-1.8693842e+00
1.9191367e+05	6.8039488e-01	-1.9599127e+00
2.1687485e+05	6.7671871e-01	-2.1097159e+00
2.4508258e+05	6.7626047e-01	-2.2562732e+00
2.7695915e+05	6.7533311e-01	-2.4008646e+00
3.1298173e+05	6.6638024e-01	-2.6140991e+00
3.5368956e+05	6.7403108e-01	-2.9327622e+00
3.9969205e+05	6.7059954e-01	-3.0032649e+00
4.5167783e+05	6.6972974e-01	-3.1909992e+00
5.1042512e+05	6.6502887e-01	-3.4309116e+00
5.7681335e+05	6.6176441e-01	-3.6689843e+00
6.5183634e+05	6.6215268e-01	-3.9346263e+00
7.3661717e+05	6.5904636e-01	-4.2284911e+00
8.3242498e+05	6.5154689e-01	-4.5952377e+00
9.4069399e+05	6.5190974e-01	-4.9235609e+00
1.0630450e+06	6.5048810e-01	-5.2911860e+00
1.2013095e+06	6.4867342e-01	-5.7323613e+00
1.3575573e+06	6.4048724e-01	-6.2519773e+00
1.5341274e+06	6.3514171e-01	-6.7419992e+00
1.7336631e+06	6.3845124e-01	-7.2672795e+00
1.9591512e+06	6.3532846e-01	-7.8880202e+00
2.2139674e+06	6.3030726e-01	-8.5764041e+00
2.5019262e+06	6.2399097e-01	-9.3014750e+00
2.8273382e+06	6.2025142e-01	-1.0065078e+01
3.1950747e+06	6.1547601e-01	-1.0878464e+01
3.6106408e+06	6.0640467e-01	-1.1869578e+01
4.0802573e+06	6.0242785e-01	-1.2812303e+01
4.6109543e+06	5.9516605e-01	-1.3923525e+01
5.2106761e+06	5.8510327e-01	-1.5210013e+01
5.8884005e+06	5.8061534e-01	-1.6368309e+01
6.6542729e+06	5.7143078e-01	-1.7794761e+01
7.5197582e+06	5.6064602e-01	-1.9204875e+01
8.4978124e+06	5.4941019e-01	-2.0815613e+01
9.6030769e+06	5.4090267e-01	-2.2513369e+01
1.0852097e+07	5.2866038e-01	-2.4283589e+01
1.2263571e+07	5.1076827e-01	-2.6285997e+01
1.3858627e+07	4.9581310e-01	-2.8284273e+01
1.5661143e+07	4.8351441e-01	-3.0458213e+01
