21-Sep-2023 20:41:60 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	9.2339761e-01	-1.8349828e+00
6.3852298e+04	9.2426768e-01	-1.9442670e+00
7.2157221e+04	9.1728075e-01	-2.1109933e+00
8.1542320e+04	9.1946414e-01	-2.2165215e+00
9.2148088e+04	9.1229837e-01	-2.3491101e+00
1.0413329e+05	9.1231493e-01	-2.4894013e+00
1.1767734e+05	9.0933897e-01	-2.6331227e+00
1.3298300e+05	9.0502070e-01	-2.8076191e+00
1.5027938e+05	8.9841925e-01	-2.9885838e+00
1.6982540e+05	8.9844711e-01	-3.1584854e+00
1.9191367e+05	8.9468462e-01	-3.3495407e+00
2.1687485e+05	8.9363716e-01	-3.5512711e+00
2.4508258e+05	8.8621489e-01	-3.7693035e+00
2.7695915e+05	8.8814008e-01	-3.9212058e+00
3.1298173e+05	8.8503267e-01	-4.1577428e+00
3.5368956e+05	8.7905776e-01	-4.3076078e+00
3.9969205e+05	8.7941508e-01	-4.7462456e+00
4.5167783e+05	8.7278453e-01	-5.0939668e+00
5.1042512e+05	8.7357042e-01	-5.4161396e+00
5.7681335e+05	8.6652549e-01	-5.7546274e+00
6.5183634e+05	8.5769402e-01	-6.2106398e+00
7.3661717e+05	8.5234555e-01	-6.6344323e+00
8.3242498e+05	8.4936930e-01	-7.0491520e+00
9.4069399e+05	8.4722352e-01	-7.5572413e+00
1.0630450e+06	8.4094967e-01	-8.0680787e+00
1.2013095e+06	8.3272801e-01	-8.6520072e+00
1.3575573e+06	8.2458243e-01	-9.2987613e+00
1.5341274e+06	8.1122262e-01	-9.9689699e+00
1.7336631e+06	8.0666216e-01	-1.0726123e+01
1.9591512e+06	7.9579868e-01	-1.1501720e+01
2.2139674e+06	7.8369356e-01	-1.2396579e+01
2.5019262e+06	7.7499523e-01	-1.3281975e+01
2.8273382e+06	7.5786736e-01	-1.4265248e+01
3.1950747e+06	7.5231483e-01	-1.5221721e+01
3.6106408e+06	7.3490301e-01	-1.6358441e+01
4.0802573e+06	7.2293579e-01	-1.7519020e+01
4.6109543e+06	7.1382802e-01	-1.8793364e+01
5.2106761e+06	6.9510910e-01	-2.0172929e+01
5.8884005e+06	6.8011633e-01	-2.1645514e+01
6.6542729e+06	6.6528023e-01	-2.2947460e+01
7.5197582e+06	6.5195269e-01	-2.4565339e+01
8.4978124e+06	6.3531288e-01	-2.6265222e+01
9.6030769e+06	6.1877313e-01	-2.8008885e+01
1.0852097e+07	5.9346924e-01	-2.9992325e+01
1.2263571e+07	5.7111940e-01	-3.2010449e+01
1.3858627e+07	5.5182454e-01	-3.3994113e+01
1.5661143e+07	5.2342935e-01	-3.6162750e+01
1.7698103e+07	5.0576244e-01	-3.8274939e+01
