21-Sep-2023 20:42:23 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	9.2264305e-01	-1.6619632e+00
6.3852298e+04	9.1724096e-01	-1.9113424e+00
7.2157221e+04	9.1819203e-01	-2.0466201e+00
8.1542320e+04	9.1449628e-01	-2.1602650e+00
9.2148088e+04	9.0932168e-01	-2.2891701e+00
1.0413329e+05	9.0759397e-01	-2.4430024e+00
1.1767734e+05	9.0691050e-01	-2.5787142e+00
1.3298300e+05	9.0164242e-01	-2.7698258e+00
1.5027938e+05	9.0201120e-01	-2.9326975e+00
1.6982540e+05	8.9279028e-01	-3.1301018e+00
1.9191367e+05	8.9837186e-01	-3.2723636e+00
2.1687485e+05	8.9160192e-01	-3.5152887e+00
2.4508258e+05	8.8831328e-01	-3.7248911e+00
2.7695915e+05	8.7931536e-01	-3.9649394e+00
3.1298173e+05	8.8070599e-01	-4.2240616e+00
3.5368956e+05	8.7552275e-01	-4.5150646e+00
3.9969205e+05	8.7502143e-01	-4.7958310e+00
4.5167783e+05	8.7356098e-01	-5.0924304e+00
5.1042512e+05	8.5728697e-01	-5.5001136e+00
5.7681335e+05	8.5102859e-01	-5.8651710e+00
6.5183634e+05	8.5624217e-01	-6.2306659e+00
7.3661717e+05	8.4712951e-01	-6.6903593e+00
8.3242498e+05	8.4695006e-01	-7.1234312e+00
9.4069399e+05	8.3270868e-01	-7.6616492e+00
1.0630450e+06	8.3324056e-01	-8.1302033e+00
1.2013095e+06	8.2783649e-01	-8.6988425e+00
1.3575573e+06	8.1945534e-01	-9.3399077e+00
1.5341274e+06	8.1047374e-01	-1.0013310e+01
1.7336631e+06	7.9879781e-01	-1.0768565e+01
1.9591512e+06	7.9182837e-01	-1.1541803e+01
2.2139674e+06	7.8209725e-01	-1.2381339e+01
2.5019262e+06	7.7558131e-01	-1.3214050e+01
2.8273382e+06	7.6549010e-01	-1.4157527e+01
3.1950747e+06	7.5257313e-01	-1.5181900e+01
3.6106408e+06	7.3994263e-01	-1.6233576e+01
4.0802573e+06	7.2627955e-01	-1.7373452e+01
4.6109543e+06	7.1627703e-01	-1.8708983e+01
5.2106761e+06	6.9597734e-01	-2.0108504e+01
5.8884005e+06	6.8400493e-01	-2.1468345e+01
6.6542729e+06	6.6801277e-01	-2.2900542e+01
7.5197582e+06	6.4476473e-01	-2.4544228e+01
8.4978124e+06	6.2908852e-01	-2.6151481e+01
9.6030769e+06	6.0300067e-01	-2.8025692e+01
1.0852097e+07	5.8408395e-01	-2.9860926e+01
1.2263571e+07	5.6789462e-01	-3.1767584e+01
1.3858627e+07	5.4950090e-01	-3.3670858e+01
1.5661143e+07	5.2358953e-01	-3.5888938e+01
