21-Sep-2023 18:3:59 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4989489e+01	2.4624287e-02	-5.4221139e+01	1.9665695e-02	-6.8898412e+01	1.4223912e-02	-8.6937033e+01	9.9608660e-03	-1.1929048e+02	5.0937981e-03	-1.5429411e+02	9.3886956e-04	-5.6748727e+01
-1.4689489e+01	2.5949058e-02	-5.2709000e+01	2.0759769e-02	-6.8367963e+01	1.5274579e-02	-8.6300291e+01	1.0776958e-02	-1.1028101e+02	6.8758070e-03	-1.4701480e+02	7.2747188e-04	-1.4098218e+02
-1.4389489e+01	2.6672074e-02	-5.1287239e+01	2.1450803e-02	-6.6878428e+01	1.6089466e-02	-8.4737039e+01	1.1054454e-02	-1.1139383e+02	6.7212569e-03	-1.3737844e+02	1.1750536e-03	-1.0373914e+02
-1.4089489e+01	2.7184244e-02	-5.1122332e+01	2.1961611e-02	-6.4731747e+01	1.6425940e-02	-8.3144293e+01	1.1875374e-02	-1.0597551e+02	6.9517902e-03	-1.3864457e+02	2.5338937e-03	-1.1236820e+02
-1.3789489e+01	2.8574849e-02	-5.0156986e+01	2.3205167e-02	-6.4126634e+01	1.7675800e-02	-8.1438602e+01	1.1911969e-02	-1.0823568e+02	7.8254551e-03	-1.3541207e+02	1.2409649e-03	-9.3115665e+01
-1.3489489e+01	2.9219727e-02	-4.8835388e+01	2.3730934e-02	-6.2900214e+01	1.7384584e-02	-8.4381801e+01	1.2802054e-02	-1.0357892e+02	7.7278591e-03	-1.3678728e+02	1.0801703e-03	-6.7906786e+01
-1.3189489e+01	3.0709765e-02	-4.8590355e+01	2.4797656e-02	-6.2063278e+01	1.9007512e-02	-8.0204552e+01	1.3180084e-02	-1.0273249e+02	8.5590208e-03	-1.3014810e+02	9.8548128e-04	2.0575164e+01
-1.2889489e+01	3.2439842e-02	-4.6503405e+01	2.7014349e-02	-5.9563429e+01	2.1218479e-02	-7.6136806e+01	1.3610716e-02	-9.8941080e+01	9.2611803e-03	-1.2609125e+02	1.0297550e-03	-1.1755801e+02
-1.2589489e+01	3.3637144e-02	-4.5575900e+01	2.7228275e-02	-5.9136542e+01	2.1268739e-02	-7.7465371e+01	1.4859817e-02	-9.8204686e+01	1.0102596e-02	-1.2825399e+02	5.9024571e-04	-2.6959071e+01
-1.2289489e+01	3.5077871e-02	-4.4902548e+01	2.9086120e-02	-5.7535664e+01	2.2137316e-02	-7.3773591e+01	1.6603013e-02	-9.6230402e+01	1.1539529e-02	-1.2653411e+02	6.4814865e-04	-7.7625722e+01
