21-Sep-2023 18:24:0 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	7.0637940e-01	-1.0516155e+00
6.3852298e+04	7.0411558e-01	-1.2221107e+00
7.2157221e+04	7.0768597e-01	-1.2537845e+00
8.1542320e+04	7.0101218e-01	-1.3364409e+00
9.2148088e+04	7.0128539e-01	-1.4309174e+00
1.0413329e+05	6.9923934e-01	-1.4948376e+00
1.1767734e+05	7.0128696e-01	-1.5751019e+00
1.3298300e+05	6.9992786e-01	-1.6249447e+00
1.5027938e+05	6.9918866e-01	-1.7521613e+00
1.6982540e+05	6.9353399e-01	-1.8765823e+00
1.9191367e+05	6.9408775e-01	-1.9502782e+00
2.1687485e+05	6.9275801e-01	-2.0814377e+00
2.4508258e+05	6.9115003e-01	-2.2098001e+00
2.7695915e+05	6.8956627e-01	-2.3099281e+00
3.1298173e+05	6.8570014e-01	-2.4816305e+00
3.5368956e+05	6.8632528e-01	-2.7208198e+00
3.9969205e+05	6.8450669e-01	-2.9015403e+00
4.5167783e+05	6.8054202e-01	-3.1424995e+00
5.1042512e+05	6.8003757e-01	-3.3179809e+00
5.7681335e+05	6.7785367e-01	-3.5625444e+00
6.5183634e+05	6.7639969e-01	-3.8487288e+00
7.3661717e+05	6.7505416e-01	-4.1626779e+00
8.3242498e+05	6.7073848e-01	-4.5080918e+00
9.4069399e+05	6.6970573e-01	-4.8122892e+00
1.0630450e+06	6.6223630e-01	-5.2453121e+00
1.2013095e+06	6.6633392e-01	-5.6672572e+00
1.3575573e+06	6.5943826e-01	-6.1531405e+00
1.5341274e+06	6.5823384e-01	-6.6808374e+00
1.7336631e+06	6.5422798e-01	-7.2876975e+00
1.9591512e+06	6.5316032e-01	-7.8564814e+00
2.2139674e+06	6.4763298e-01	-8.5406968e+00
2.5019262e+06	6.3629721e-01	-9.2920532e+00
2.8273382e+06	6.3278363e-01	-1.0061979e+01
3.1950747e+06	6.2909752e-01	-1.0916575e+01
3.6106408e+06	6.2601439e-01	-1.1759528e+01
4.0802573e+06	6.1855935e-01	-1.2746049e+01
4.6109543e+06	6.1420128e-01	-1.3870868e+01
5.2106761e+06	6.0296004e-01	-1.5135824e+01
5.8884005e+06	5.9656691e-01	-1.6410510e+01
6.6542729e+06	5.8345767e-01	-1.7756656e+01
7.5197582e+06	5.7258371e-01	-1.9229934e+01
8.4978124e+06	5.6596216e-01	-2.0796144e+01
9.6030769e+06	5.5295324e-01	-2.2487793e+01
1.0852097e+07	5.4046884e-01	-2.4308065e+01
1.2263571e+07	5.2645261e-01	-2.6254572e+01
1.3858627e+07	5.0886034e-01	-2.8325169e+01
1.5661143e+07	4.9384354e-01	-3.0413256e+01
1.7698103e+07	4.7743851e-01	-3.2704669e+01
