21-Sep-2023 18:39:10 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.2546676e-01	-1.0414507e+00
6.3852298e+04	6.2603990e-01	-9.5510118e-01
7.2157221e+04	6.3009645e-01	-9.9925613e-01
8.1542320e+04	6.3038179e-01	-1.0562430e+00
9.2148088e+04	6.2788399e-01	-1.1775164e+00
1.0413329e+05	6.3016394e-01	-1.2216952e+00
1.1767734e+05	6.3003341e-01	-1.2743928e+00
1.3298300e+05	6.2448247e-01	-1.3685658e+00
1.5027938e+05	6.2536174e-01	-1.4578111e+00
1.6982540e+05	6.2375605e-01	-1.5467958e+00
1.9191367e+05	6.2399800e-01	-1.6565416e+00
2.1687485e+05	6.2185215e-01	-1.7564636e+00
2.4508258e+05	6.1897587e-01	-1.8815853e+00
2.7695915e+05	6.1926113e-01	-2.0182719e+00
3.1298173e+05	6.1895085e-01	-2.1426233e+00
3.5368956e+05	6.1486009e-01	-2.3073261e+00
3.9969205e+05	6.1365134e-01	-2.4733156e+00
4.5167783e+05	6.1353340e-01	-2.6537794e+00
5.1042512e+05	6.1406425e-01	-2.8446415e+00
5.7681335e+05	6.1639252e-01	-3.0285573e+00
6.5183634e+05	6.0972481e-01	-3.3455925e+00
7.3661717e+05	6.0782368e-01	-3.6564193e+00
8.3242498e+05	6.0535988e-01	-3.8920268e+00
9.4069399e+05	5.9805846e-01	-4.2409427e+00
1.0630450e+06	5.9986228e-01	-4.6611518e+00
1.2013095e+06	5.9640049e-01	-4.9864494e+00
1.3575573e+06	5.8996828e-01	-5.4372674e+00
1.5341274e+06	5.9157113e-01	-5.9102198e+00
1.7336631e+06	5.9227034e-01	-6.3855227e+00
1.9591512e+06	5.8868069e-01	-6.9265331e+00
2.2139674e+06	5.8508260e-01	-7.5306975e+00
2.5019262e+06	5.8181230e-01	-8.1798307e+00
2.8273382e+06	5.7505752e-01	-8.9278579e+00
3.1950747e+06	5.7431991e-01	-9.7381724e+00
3.6106408e+06	5.7090179e-01	-1.0550942e+01
4.0802573e+06	5.6550561e-01	-1.1459597e+01
4.6109543e+06	5.6087289e-01	-1.2562454e+01
5.2106761e+06	5.5603781e-01	-1.3793108e+01
5.8884005e+06	5.4918843e-01	-1.4963758e+01
6.6542729e+06	5.4368796e-01	-1.6214786e+01
7.5197582e+06	5.3247603e-01	-1.7633660e+01
8.4978124e+06	5.2098375e-01	-1.9286554e+01
9.6030769e+06	5.0884803e-01	-2.0991736e+01
1.0852097e+07	4.9812074e-01	-2.2786571e+01
1.2263571e+07	4.8595168e-01	-2.4708494e+01
1.3858627e+07	4.7683947e-01	-2.6622034e+01
1.5661143e+07	4.6454680e-01	-2.8620526e+01
