21-Sep-2023 20:24:16 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.6662012e-01	-1.5993885e+00
6.3852298e+04	8.6620488e-01	-1.7697012e+00
7.2157221e+04	8.5849580e-01	-1.8850911e+00
8.1542320e+04	8.5802407e-01	-2.0097323e+00
9.2148088e+04	8.5513269e-01	-2.1317332e+00
1.0413329e+05	8.5624221e-01	-2.2529380e+00
1.1767734e+05	8.5855593e-01	-2.4171233e+00
1.3298300e+05	8.5390676e-01	-2.5157704e+00
1.5027938e+05	8.5328765e-01	-2.6803357e+00
1.6982540e+05	8.4766563e-01	-2.8283189e+00
1.9191367e+05	8.4567282e-01	-2.9974777e+00
2.1687485e+05	8.4085264e-01	-3.1817262e+00
2.4508258e+05	8.4539641e-01	-3.3471105e+00
2.7695915e+05	8.3880245e-01	-3.6777581e+00
3.1298173e+05	8.3616329e-01	-3.9255685e+00
3.5368956e+05	8.3345528e-01	-4.2711759e+00
3.9969205e+05	8.3042860e-01	-4.3880073e+00
4.5167783e+05	8.2353487e-01	-4.6681300e+00
5.1042512e+05	8.1725901e-01	-4.9679485e+00
5.7681335e+05	8.1753299e-01	-5.2977462e+00
6.5183634e+05	8.1195780e-01	-5.6362677e+00
7.3661717e+05	8.0644796e-01	-6.0430096e+00
8.3242498e+05	7.9937014e-01	-6.4619946e+00
9.4069399e+05	7.9194524e-01	-6.9506014e+00
1.0630450e+06	7.9148590e-01	-7.4377280e+00
1.2013095e+06	7.8680754e-01	-7.9731275e+00
1.3575573e+06	7.8603529e-01	-8.5491195e+00
1.5341274e+06	7.7309460e-01	-9.2052856e+00
1.7336631e+06	7.6918083e-01	-9.9045379e+00
1.9591512e+06	7.6452180e-01	-1.0595161e+01
2.2139674e+06	7.5059777e-01	-1.1422840e+01
2.5019262e+06	7.4326947e-01	-1.2331426e+01
2.8273382e+06	7.2976249e-01	-1.3276934e+01
3.1950747e+06	7.1786332e-01	-1.4229700e+01
3.6106408e+06	7.1118318e-01	-1.5217005e+01
4.0802573e+06	6.9854956e-01	-1.6366380e+01
4.6109543e+06	6.9066848e-01	-1.7548502e+01
5.2106761e+06	6.7814426e-01	-1.8839677e+01
5.8884005e+06	6.6976096e-01	-2.0140673e+01
6.6542729e+06	6.5516881e-01	-2.1624913e+01
7.5197582e+06	6.3576500e-01	-2.3183673e+01
8.4978124e+06	6.1759800e-01	-2.4887138e+01
9.6030769e+06	6.0018437e-01	-2.6652940e+01
1.0852097e+07	5.8275629e-01	-2.8440119e+01
1.2263571e+07	5.6834958e-01	-3.0342692e+01
1.3858627e+07	5.4469684e-01	-3.2388265e+01
1.5661143e+07	5.2566665e-01	-3.4423808e+01
