21-Sep-2023 20:1:28 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5052553e+01	2.4704287e-02	-6.1591809e+01	1.8903774e-02	-7.8739830e+01	1.3649222e-02	-9.9809308e+01	9.1517900e-03	-1.2908576e+02	4.9613272e-03	-1.6566089e+02	3.0475607e-03	1.0424502e+01
-1.4752553e+01	2.5950540e-02	-6.0831691e+01	1.9776196e-02	-7.6958103e+01	1.3853252e-02	-9.8076536e+01	9.2146692e-03	-1.2717450e+02	4.8984088e-03	-1.6473159e+02	8.8574757e-04	-1.7882876e+00
-1.4452553e+01	2.6737631e-02	-5.9048001e+01	2.0710449e-02	-7.5491970e+01	1.5496382e-02	-9.6183764e+01	9.8951776e-03	-1.2540907e+02	6.1072742e-03	-1.5401251e+02	2.0945627e-03	-1.1246042e+02
-1.4152553e+01	2.8037673e-02	-5.8030784e+01	2.1872473e-02	-7.3636815e+01	1.5559920e-02	-9.7401736e+01	1.0863198e-02	-1.2147138e+02	5.4580051e-03	-1.5283192e+02	9.5523193e-04	-1.4430816e+01
-1.3852553e+01	2.9051701e-02	-5.7425666e+01	2.2544421e-02	-7.3332072e+01	1.6620170e-02	-9.1648247e+01	1.0334234e-02	-1.1888390e+02	6.4431271e-03	-1.4867217e+02	9.3736471e-04	-4.3711094e+01
-1.3552553e+01	3.0274796e-02	-5.6200168e+01	2.3793280e-02	-7.1324381e+01	1.7489844e-02	-9.1776327e+01	1.1977131e-02	-1.1868126e+02	6.1707059e-03	-1.4962052e+02	1.6225947e-03	-4.9664923e+01
-1.3252553e+01	3.1880141e-02	-5.4868048e+01	2.5095168e-02	-6.9639685e+01	1.9008943e-02	-9.0036855e+01	1.3022070e-02	-1.1555299e+02	6.8947411e-03	-1.4975273e+02	1.2088703e-03	-1.7143463e+02
-1.2952553e+01	3.2989960e-02	-5.3520006e+01	2.6499567e-02	-6.8552691e+01	1.8617943e-02	-8.8065559e+01	1.2847151e-02	-1.1338051e+02	8.0251891e-03	-1.4604062e+02	1.6702329e-03	-9.7353215e+01
-1.2652553e+01	3.4717459e-02	-5.2488697e+01	2.7309670e-02	-6.7061591e+01	2.0678448e-02	-8.5712667e+01	1.4753359e-02	-1.0961043e+02	9.0913361e-03	-1.4084755e+02	1.3047999e-03	-3.8262174e+01
-1.2352553e+01	3.6344732e-02	-5.1488380e+01	2.9024948e-02	-6.5436951e+01	2.2486248e-02	-8.2560624e+01	1.4093582e-02	-1.1076972e+02	9.6865641e-03	-1.3124222e+02	1.8858240e-03	-1.0214466e+02
-1.2052553e+01	3.8075128e-02	-4.9795136e+01	3.0627643e-02	-6.3615424e+01	2.2994632e-02	-8.3205251e+01	1.6101934e-02	-1.0235747e+02	1.0382435e-02	-1.3542498e+02	1.1201084e-03	-1.0257303e+02
-1.1752553e+01	3.9703386e-02	-4.8193279e+01	3.2043934e-02	-6.1641604e+01	2.3896548e-02	-7.9267842e+01	1.7549570e-02	-1.0126066e+02	9.8393362e-03	-1.3245502e+02	1.1047175e-03	-1.3937597e+02
-1.1452553e+01	4.0649478e-02	-4.7744350e+01	3.3191839e-02	-6.0970364e+01	2.5289497e-02	-7.9642525e+01	1.8008203e-02	-1.0063902e+02	1.1029716e-02	-1.2357402e+02	9.5993398e-04	-1.3180257e+02
