21-Sep-2023 18:54:30 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.8535388e-01	-6.4072503e-01
6.3852298e+04	5.8675728e-01	-7.6556324e-01
7.2157221e+04	5.8527153e-01	-7.9433655e-01
8.1542320e+04	5.8337600e-01	-8.4857779e-01
9.2148088e+04	5.8438799e-01	-9.0190614e-01
1.0413329e+05	5.8535791e-01	-9.3571339e-01
1.1767734e+05	5.8705303e-01	-1.0222676e+00
1.3298300e+05	5.8582104e-01	-1.0843394e+00
1.5027938e+05	5.8667729e-01	-1.1736092e+00
1.6982540e+05	5.8581313e-01	-1.2455644e+00
1.9191367e+05	5.8149970e-01	-1.3326665e+00
2.1687485e+05	5.8174084e-01	-1.4451059e+00
2.4508258e+05	5.8156638e-01	-1.5725574e+00
2.7695915e+05	5.8040607e-01	-1.6917983e+00
3.1298173e+05	5.7573084e-01	-1.8044991e+00
3.5368956e+05	5.7768455e-01	-1.9556220e+00
3.9969205e+05	5.7309288e-01	-2.1010992e+00
4.5167783e+05	5.7267565e-01	-2.2533198e+00
5.1042512e+05	5.7218939e-01	-2.4250235e+00
5.7681335e+05	5.7455955e-01	-2.6887436e+00
6.5183634e+05	5.7522440e-01	-2.9010084e+00
7.3661717e+05	5.7525612e-01	-3.1555559e+00
8.3242498e+05	5.7599449e-01	-3.4001747e+00
9.4069399e+05	5.7351946e-01	-3.6587105e+00
1.0630450e+06	5.6478658e-01	-3.9942887e+00
1.2013095e+06	5.6296411e-01	-4.3629529e+00
1.3575573e+06	5.6457837e-01	-4.8093184e+00
1.5341274e+06	5.6279970e-01	-5.2078289e+00
1.7336631e+06	5.6445555e-01	-5.6873930e+00
1.9591512e+06	5.6412893e-01	-6.2167574e+00
2.2139674e+06	5.6044651e-01	-6.7597923e+00
2.5019262e+06	5.5734682e-01	-7.3727650e+00
2.8273382e+06	5.5507026e-01	-8.0680675e+00
3.1950747e+06	5.5370444e-01	-8.8134156e+00
3.6106408e+06	5.4588084e-01	-9.5619818e+00
4.0802573e+06	5.4532789e-01	-1.0443251e+01
4.6109543e+06	5.4184637e-01	-1.1500067e+01
5.2106761e+06	5.3326620e-01	-1.2753720e+01
5.8884005e+06	5.2512396e-01	-1.3941151e+01
6.6542729e+06	5.1982898e-01	-1.5166348e+01
7.5197582e+06	5.1333126e-01	-1.6533086e+01
8.4978124e+06	4.9810330e-01	-1.8144456e+01
9.6030769e+06	4.9362645e-01	-1.9781412e+01
1.0852097e+07	4.8024365e-01	-2.1596921e+01
1.2263571e+07	4.7645442e-01	-2.3322266e+01
1.3858627e+07	4.6232259e-01	-2.5450987e+01
1.5661143e+07	4.5267137e-01	-2.7584770e+01
