21-Sep-2023 18:51:58 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4926426e+01	2.0158942e-02	-3.8053773e+01	1.7485017e-02	-5.0191742e+01	1.4555174e-02	-6.5008561e+01	1.0372351e-02	-8.0824605e+01	7.6041444e-03	-1.0912140e+02	1.8801861e-03	-1.9495118e+00
-1.4626426e+01	2.1448582e-02	-3.8233526e+01	1.8330868e-02	-4.9376059e+01	1.5536794e-02	-6.1135209e+01	1.1137792e-02	-8.6941882e+01	8.5207273e-03	-1.0320695e+02	1.2286635e-03	-6.6983193e+01
-1.4326426e+01	2.2019783e-02	-3.7019457e+01	1.8645096e-02	-4.8083180e+01	1.5411281e-02	-6.3684176e+01	1.2008063e-02	-8.1418107e+01	8.2399967e-03	-1.0854725e+02	2.8871686e-03	-1.4009030e+01
-1.4026426e+01	2.3036815e-02	-3.5824365e+01	1.9972725e-02	-4.7267797e+01	1.6593630e-02	-6.2315429e+01	1.2543678e-02	-8.1555098e+01	9.0799373e-03	-1.0127912e+02	1.3231538e-03	-4.2040946e+01
-1.3726426e+01	2.3227897e-02	-3.5936797e+01	2.0167117e-02	-4.6645918e+01	1.6687083e-02	-5.8175382e+01	1.2667600e-02	-8.0135323e+01	8.9613253e-03	-1.0358494e+02	1.0345319e-03	-1.5530976e+02
-1.3426426e+01	2.4023767e-02	-3.5106055e+01	2.1376171e-02	-4.5503214e+01	1.7172791e-02	-5.8126578e+01	1.3502854e-02	-7.5932144e+01	1.0012289e-02	-1.0313056e+02	1.3185834e-03	-1.0025472e+02
-1.3126426e+01	2.5569472e-02	-3.4115605e+01	2.2401298e-02	-4.4664249e+01	1.8904118e-02	-5.6546702e+01	1.3815056e-02	-7.9948130e+01	1.0339956e-02	-1.0094992e+02	1.3749713e-03	7.1176034e+00
-1.2826426e+01	2.6305926e-02	-3.2321766e+01	2.2899382e-02	-4.3082173e+01	1.9069889e-02	-5.6545323e+01	1.5218225e-02	-7.2698093e+01	1.0440929e-02	-9.3706564e+01	1.2548189e-03	-1.3668682e+02
-1.2526426e+01	2.6223907e-02	-3.2609624e+01	2.3401139e-02	-4.2321358e+01	1.8859617e-02	-5.4886861e+01	1.5621159e-02	-7.7259448e+01	1.1395678e-02	-9.4978369e+01	6.1896189e-04	-2.4133761e+01
-1.2226426e+01	2.7609794e-02	-3.2635163e+01	2.4515199e-02	-4.1706436e+01	2.1213675e-02	-5.2350451e+01	1.5759747e-02	-7.1422800e+01	1.1828702e-02	-9.4876831e+01	1.6850828e-03	-1.5518570e+02
-1.1926426e+01	2.8980419e-02	-3.0509514e+01	2.5250313e-02	-4.1269968e+01	2.2149016e-02	-5.2245814e+01	1.6989128e-02	-6.7778869e+01	1.2198274e-02	-9.0214408e+01	2.3797028e-03	-1.0476890e+02
-1.1626426e+01	3.0169446e-02	-3.0625402e+01	2.6431916e-02	-3.9979804e+01	2.2515930e-02	-5.1810146e+01	1.7773622e-02	-6.8130018e+01	1.3558886e-02	-8.7532364e+01	9.8216167e-04	-4.3186346e+01
-1.1326426e+01	3.0928258e-02	-2.9027136e+01	2.7897278e-02	-3.8661589e+01	2.4237744e-02	-4.9115875e+01	1.8811998e-02	-6.6358831e+01	1.4571207e-02	-8.3957740e+01	8.6890296e-04	-4.9280605e+01
