21-Sep-2023 18:24:46 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.9032895e-01	-1.0923896e+00
6.3852298e+04	6.8989561e-01	-1.1884310e+00
7.2157221e+04	6.8803095e-01	-1.2833579e+00
8.1542320e+04	6.8797790e-01	-1.3535321e+00
9.2148088e+04	6.8843261e-01	-1.4485965e+00
1.0413329e+05	6.8603581e-01	-1.4956524e+00
1.1767734e+05	6.8624435e-01	-1.5981336e+00
1.3298300e+05	6.8435610e-01	-1.7011170e+00
1.5027938e+05	6.8166166e-01	-1.7868117e+00
1.6982540e+05	6.8245080e-01	-1.8889428e+00
1.9191367e+05	6.7678867e-01	-1.9983869e+00
2.1687485e+05	6.7833014e-01	-2.1035423e+00
2.4508258e+05	6.7586157e-01	-2.2179535e+00
2.7695915e+05	6.7516113e-01	-2.3722921e+00
3.1298173e+05	6.6883062e-01	-2.5550704e+00
3.5368956e+05	6.7091578e-01	-2.9185182e+00
3.9969205e+05	6.6804939e-01	-2.9834494e+00
4.5167783e+05	6.6286826e-01	-3.1762215e+00
5.1042512e+05	6.6122414e-01	-3.4142741e+00
5.7681335e+05	6.6169035e-01	-3.6331691e+00
6.5183634e+05	6.5641267e-01	-3.8940321e+00
7.3661717e+05	6.5670245e-01	-4.1878874e+00
8.3242498e+05	6.5613256e-01	-4.5065687e+00
9.4069399e+05	6.5068142e-01	-4.8755410e+00
1.0630450e+06	6.4941875e-01	-5.2251612e+00
1.2013095e+06	6.4910491e-01	-5.6621344e+00
1.3575573e+06	6.4513978e-01	-6.1346866e+00
1.5341274e+06	6.4054608e-01	-6.6523792e+00
1.7336631e+06	6.3290054e-01	-7.2605298e+00
1.9591512e+06	6.3146501e-01	-7.8415427e+00
2.2139674e+06	6.2582533e-01	-8.5091450e+00
2.5019262e+06	6.2389184e-01	-9.1891147e+00
2.8273382e+06	6.1836540e-01	-9.9637958e+00
3.1950747e+06	6.1205050e-01	-1.0779966e+01
3.6106408e+06	6.1006279e-01	-1.1707145e+01
4.0802573e+06	6.0227275e-01	-1.2697723e+01
4.6109543e+06	5.9247665e-01	-1.3852616e+01
5.2106761e+06	5.8661537e-01	-1.5055184e+01
5.8884005e+06	5.8005815e-01	-1.6182108e+01
6.6542729e+06	5.7228527e-01	-1.7564392e+01
7.5197582e+06	5.6008058e-01	-1.9039075e+01
8.4978124e+06	5.5043716e-01	-2.0644338e+01
9.6030769e+06	5.4155573e-01	-2.2292438e+01
1.0852097e+07	5.2914696e-01	-2.4093771e+01
1.2263571e+07	5.1358081e-01	-2.6012731e+01
1.3858627e+07	5.0212696e-01	-2.7940112e+01
1.5661143e+07	4.8767296e-01	-3.0039764e+01
1.7698103e+07	4.7048822e-01	-3.2270419e+01
