21-Sep-2023 20:3:26 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	8.1926140e-01	-1.3943179e+00
6.3852298e+04	8.1671767e-01	-1.5630443e+00
7.2157221e+04	8.1384152e-01	-1.6507701e+00
8.1542320e+04	8.1295787e-01	-1.7374574e+00
9.2148088e+04	8.0357283e-01	-1.8540656e+00
1.0413329e+05	8.1287624e-01	-1.9620043e+00
1.1767734e+05	8.0351772e-01	-2.0765474e+00
1.3298300e+05	8.0259546e-01	-2.2112323e+00
1.5027938e+05	8.0603748e-01	-2.3353287e+00
1.6982540e+05	7.9834917e-01	-2.4969304e+00
1.9191367e+05	7.8836391e-01	-2.6752225e+00
2.1687485e+05	7.9721029e-01	-2.7748249e+00
2.4508258e+05	7.8369689e-01	-2.9840259e+00
2.7695915e+05	7.9129560e-01	-3.1593195e+00
3.1298173e+05	7.9222451e-01	-3.3337604e+00
3.5368956e+05	7.8465196e-01	-3.6051708e+00
3.9969205e+05	7.8417523e-01	-3.8545977e+00
4.5167783e+05	7.7189947e-01	-4.1518279e+00
5.1042512e+05	7.7573366e-01	-4.3672645e+00
5.7681335e+05	7.6829999e-01	-4.7320063e+00
6.5183634e+05	7.7233592e-01	-5.0226057e+00
7.3661717e+05	7.7000772e-01	-5.4177481e+00
8.3242498e+05	7.6667994e-01	-5.8084540e+00
9.4069399e+05	7.5649525e-01	-6.2373537e+00
1.0630450e+06	7.5768456e-01	-6.7096147e+00
1.2013095e+06	7.4963665e-01	-7.2100697e+00
1.3575573e+06	7.4537309e-01	-7.7852657e+00
1.5341274e+06	7.4240740e-01	-8.3803851e+00
1.7336631e+06	7.2852729e-01	-9.0865571e+00
1.9591512e+06	7.3057417e-01	-9.7557453e+00
2.2139674e+06	7.2915231e-01	-1.0432386e+01
2.5019262e+06	7.1550346e-01	-1.1331872e+01
2.8273382e+06	7.0889075e-01	-1.2211215e+01
3.1950747e+06	6.9768518e-01	-1.3139207e+01
3.6106408e+06	6.9205996e-01	-1.4148346e+01
4.0802573e+06	6.8713497e-01	-1.5231550e+01
4.6109543e+06	6.7300984e-01	-1.6454754e+01
5.2106761e+06	6.6176958e-01	-1.7787687e+01
5.8884005e+06	6.5089771e-01	-1.9122971e+01
6.6542729e+06	6.3732313e-01	-2.0499755e+01
7.5197582e+06	6.2158887e-01	-2.2096132e+01
8.4978124e+06	6.0370612e-01	-2.3868007e+01
9.6030769e+06	5.8917355e-01	-2.5576908e+01
1.0852097e+07	5.7616416e-01	-2.7404963e+01
1.2263571e+07	5.5816469e-01	-2.9352820e+01
1.3858627e+07	5.3860655e-01	-3.1353082e+01
1.5661143e+07	5.1767388e-01	-3.3594029e+01
