21-Sep-2023 20:37:23 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.4970270e+01	2.6173319e-02	-7.0553845e+01	1.8816864e-02	-9.0666708e+01	1.2763110e-02	-1.1898739e+02	7.2675202e-03	-1.4400349e+02	2.7826375e-03	-1.9273313e+01	2.3704257e-03	-4.5608876e+01
-1.4670270e+01	2.7180372e-02	-7.0830684e+01	1.9715129e-02	-8.9531119e+01	1.3454583e-02	-1.1435124e+02	7.1736796e-03	-1.5088623e+02	3.8746357e-03	-1.0823278e+01	1.9957196e-03	-7.5844512e+01
-1.4370270e+01	2.7943006e-02	-7.0004955e+01	2.0686584e-02	-8.8970448e+01	1.4546010e-02	-1.1750285e+02	8.7416552e-03	-1.4709942e+02	3.8658312e-03	-1.7623903e+02	7.8102607e-04	-5.4623394e+01
-1.4070270e+01	2.9918236e-02	-6.7618825e+01	2.1800158e-02	-8.7092243e+01	1.4208317e-02	-1.0939413e+02	9.1627843e-03	-1.4174258e+02	5.4850450e-03	-1.7605693e+02	1.0373930e-03	-7.5208040e+01
-1.3770270e+01	3.0167758e-02	-6.7130483e+01	2.2413999e-02	-8.5398958e+01	1.5336964e-02	-1.1001105e+02	8.5214450e-03	-1.3408682e+02	4.5111488e-03	-1.6926664e+02	4.8024910e-04	-1.7234574e+02
-1.3470270e+01	3.2057364e-02	-6.5208150e+01	2.4334279e-02	-8.3241699e+01	1.6622545e-02	-1.0569545e+02	1.0360057e-02	-1.3952958e+02	5.4617560e-03	-1.6961983e+02	8.9893109e-04	-1.3057758e+02
-1.3170270e+01	3.3965268e-02	-6.3713087e+01	2.5852104e-02	-8.1257067e+01	1.6950811e-02	-1.0252013e+02	1.0913545e-02	-1.3043861e+02	5.3750281e-03	-1.6761309e+02	1.4073922e-03	-1.0265218e+02
-1.2870270e+01	3.6424039e-02	-6.2186223e+01	2.6869229e-02	-7.9695618e+01	1.9055111e-02	-1.0128185e+02	1.1562782e-02	-1.2960616e+02	5.9647780e-03	-1.6717125e+02	1.5809647e-03	-3.4857697e+01
-1.2570270e+01	3.7112221e-02	-6.1324407e+01	2.8215640e-02	-7.8635938e+01	1.9961213e-02	-9.8784771e+01	1.2268454e-02	-1.2572877e+02	7.5876263e-03	-1.5545317e+02	9.5473684e-04	-1.5367199e+02
-1.2270270e+01	3.9197576e-02	-5.9666250e+01	3.0021025e-02	-7.5959475e+01	2.1165636e-02	-9.6489215e+01	1.4118577e-02	-1.2038627e+02	7.8908283e-03	-1.5830586e+02	1.9238006e-03	-1.1449961e+00
-1.1970270e+01	4.1576958e-02	-5.8017231e+01	3.2073207e-02	-7.3765757e+01	2.4290363e-02	-9.1539009e+01	1.4990019e-02	-1.1874785e+02	9.2571370e-03	-1.5081178e+02	7.4996270e-04	1.5817542e+01
-1.1670270e+01	4.2991286e-02	-5.6306635e+01	3.3478244e-02	-7.3501472e+01	2.4759947e-02	-9.0953747e+01	1.6055396e-02	-1.1884853e+02	8.1967330e-03	-1.4995601e+02	3.3467650e-03	-4.1397889e+01
-1.1370270e+01	4.5010728e-02	-5.5621716e+01	3.5227598e-02	-7.1286813e+01	2.6260709e-02	-8.8747079e+01	1.7093259e-02	-1.1699304e+02	9.9406655e-03	-1.4732095e+02	1.1670712e-03	-2.7325997e+01
-1.1070270e+01	4.7010276e-02	-5.4293584e+01	3.6978589e-02	-6.8428140e+01	2.6702955e-02	-8.8947684e+01	1.8350811e-02	-1.1141180e+02	1.0872803e-02	-1.4390023e+02	3.8744297e-04	-1.0867338e+01
-1.0770270e+01	5.0082997e-02	-5.2533875e+01	3.9920173e-02	-6.7333893e+01	2.8853364e-02	-8.5591157e+01	1.9636312e-02	-1.0896092e+02	1.1370847e-02	-1.4236408e+02	1.0537360e-03	-8.3928654e+01
-1.0470270e+01	5.2425881e-02	-5.1349608e+01	4.1669764e-02	-6.6140731e+01	3.0619238e-02	-8.4313856e+01	2.2246479e-02	-1.0757101e+02	1.2472716e-02	-1.3579879e+02	1.1668101e-03	-9.2831433e+01
-1.0170270e+01	5.4982671e-02	-4.9987078e+01	4.4256648e-02	-6.3587043e+01	3.3045810e-02	-7.9788869e+01	2.2796694e-02	-1.0527715e+02	1.4123387e-02	-1.3349967e+02	5.4895066e-04	-1.1757663e+00
-9.8702703e+00	5.8742200e-02	-4.8498101e+01	4.7317220e-02	-6.1781855e+01	3.6403849e-02	-7.8257785e+01	2.5436243e-02	-1.0174202e+02	1.5792235e-02	-1.2983849e+02	1.1137235e-03	-8.1438176e-01
-9.5702703e+00	6.1319752e-02	-4.7107755e+01	4.9874553e-02	-5.9960093e+01	3.8315198e-02	-7.6763269e+01	2.6829339e-02	-9.8516830e+01	1.7150603e-02	-1.2376935e+02	2.7006309e-04	-1.5725464e+01
-9.2702703e+00	6.5298327e-02	-4.5556313e+01	5.2674442e-02	-5.8241057e+01	4.1070339e-02	-7.4250664e+01	2.9509312e-02	-9.5495288e+01	1.8578750e-02	-1.1756948e+02	5.8528841e-04	-6.3769894e+01
-8.9702703e+00	6.8263237e-02	-4.4205629e+01	5.6651961e-02	-5.6834097e+01	4.4594025e-02	-7.2148209e+01	3.0701985e-02	-9.1997512e+01	1.9805015e-02	-1.1727509e+02	1.2284129e-03	-1.0059068e+02
-8.6702703e+00	7.4853249e-02	-4.1874479e+01	6.2109203e-02	-5.3279243e+01	4.8506757e-02	-6.9681480e+01	3.6060850e-02	-8.7801510e+01	2.4671795e-02	-1.0938567e+02	1.0387942e-03	-1.3829905e+02
-8.3702703e+00	7.7702172e-02	-4.0995275e+01	6.4734018e-02	-5.2695220e+01	5.1000690e-02	-6.7096913e+01	3.7486225e-02	-8.5455762e+01	2.5959756e-02	-1.0801233e+02	9.6553913e-04	-1.4324988e+02
-8.0702703e+00	8.3888717e-02	-3.9327405e+01	7.0425136e-02	-5.0088841e+01	5.6685028e-02	-6.3877906e+01	4.1939066e-02	-8.0984586e+01	2.8954101e-02	-1.0337704e+02	7.9327512e-04	-1.4386537e+02
-7.7702703e+00	9.0132962e-02	-3.7942854e+01	7.6047265e-02	-4.8110147e+01	6.0427879e-02	-6.1974474e+01	4.6241715e-02	-7.7071578e+01	3.1788658e-02	-9.8111265e+01	2.5090884e-04	-1.1593421e+02
-7.4702703e+00	9.5259731e-02	-3.6212318e+01	8.1614477e-02	-4.6283519e+01	6.5674463e-02	-5.8835784e+01	4.9710750e-02	-7.5797797e+01	3.5265528e-02	-9.5667061e+01	1.2197249e-03	-1.3347469e+02
-7.1702703e+00	1.0138576e-01	-3.5297923e+01	8.6830801e-02	-4.4912332e+01	7.1481933e-02	-5.6969599e+01	5.4148073e-02	-7.1844707e+01	3.8536121e-02	-9.1992172e+01	1.3191138e-04	-5.1293059e+01
