21-Sep-2023 18:56:2 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.7809274e-01	-6.5051312e-01
6.3852298e+04	5.7894642e-01	-7.2967544e-01
7.2157221e+04	5.7265113e-01	-7.9489509e-01
8.1542320e+04	5.7589759e-01	-8.5462199e-01
9.2148088e+04	5.7767962e-01	-8.9388078e-01
1.0413329e+05	5.7438759e-01	-9.7418076e-01
1.1767734e+05	5.7677737e-01	-1.0217080e+00
1.3298300e+05	5.7381883e-01	-1.0795229e+00
1.5027938e+05	5.7624719e-01	-1.1794228e+00
1.6982540e+05	5.7460604e-01	-1.2235916e+00
1.9191367e+05	5.7713199e-01	-1.3363853e+00
2.1687485e+05	5.7284755e-01	-1.4385459e+00
2.4508258e+05	5.6944096e-01	-1.5537663e+00
2.7695915e+05	5.7349949e-01	-1.7173454e+00
3.1298173e+05	5.6980783e-01	-1.8900866e+00
3.5368956e+05	5.6978513e-01	-2.1115783e+00
3.9969205e+05	5.6810816e-01	-2.1397242e+00
4.5167783e+05	5.6515588e-01	-2.2589186e+00
5.1042512e+05	5.6514009e-01	-2.4225294e+00
5.7681335e+05	5.6223609e-01	-2.6363855e+00
6.5183634e+05	5.6280395e-01	-2.8451591e+00
7.3661717e+05	5.5093117e-01	-3.1225592e+00
8.3242498e+05	5.5986512e-01	-3.3725875e+00
9.4069399e+05	5.5798161e-01	-3.6380642e+00
1.0630450e+06	5.5386859e-01	-3.9656011e+00
1.2013095e+06	5.5204003e-01	-4.3175841e+00
1.3575573e+06	5.5168021e-01	-4.6908352e+00
1.5341274e+06	5.5186674e-01	-5.1314874e+00
1.7336631e+06	5.5037612e-01	-5.6242099e+00
1.9591512e+06	5.4563925e-01	-6.1535743e+00
2.2139674e+06	5.4088414e-01	-6.7226560e+00
2.5019262e+06	5.4101134e-01	-7.2860221e+00
2.8273382e+06	5.3243943e-01	-8.0130962e+00
3.1950747e+06	5.3265146e-01	-8.6860480e+00
3.6106408e+06	5.3043187e-01	-9.5152995e+00
4.0802573e+06	5.2710526e-01	-1.0435080e+01
4.6109543e+06	5.1977897e-01	-1.1520370e+01
5.2106761e+06	5.1755647e-01	-1.2633973e+01
5.8884005e+06	5.1689045e-01	-1.3720857e+01
6.6542729e+06	5.0786944e-01	-1.4990002e+01
7.5197582e+06	4.9588163e-01	-1.6462171e+01
8.4978124e+06	4.9336642e-01	-1.7886004e+01
9.6030769e+06	4.8605374e-01	-1.9537815e+01
1.0852097e+07	4.7848566e-01	-2.1319577e+01
1.2263571e+07	4.6696271e-01	-2.3151561e+01
1.3858627e+07	4.5992529e-01	-2.5073899e+01
1.5661143e+07	4.4741783e-01	-2.7151477e+01
