21-Sep-2023 20:19:21 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5061562e+01	2.5112570e-02	-6.6788655e+01	1.8312469e-02	-8.6902832e+01	1.2671228e-02	-1.1095127e+02	8.4376996e-03	-1.4445830e+02	4.6809045e-03	-1.7491038e+02	2.7529025e-03	-7.7723475e+01
-1.4761562e+01	2.6538014e-02	-6.6160347e+01	1.9949242e-02	-8.5518545e+01	1.2709071e-02	-1.0679200e+02	8.2487860e-03	-1.3831340e+02	4.8684677e-03	-9.8772725e-01	1.7346109e-03	-1.0663931e+02
-1.4461562e+01	2.7876552e-02	-6.4629438e+01	2.1099964e-02	-8.1804541e+01	1.4297678e-02	-1.0492706e+02	9.3396942e-03	-1.3515774e+02	5.0162505e-03	-1.7226134e+02	1.6939939e-03	-2.4975923e+01
-1.4161562e+01	2.9116823e-02	-6.3380631e+01	2.1695589e-02	-8.1356731e+01	1.5410626e-02	-1.0356051e+02	8.9950506e-03	-1.3510959e+02	5.4247621e-03	-1.5516618e+02	1.5777448e-03	-1.0278906e+02
-1.3861562e+01	3.0539662e-02	-6.0629683e+01	2.3533995e-02	-7.9097094e+01	1.6029645e-02	-9.9825431e+01	1.0600846e-02	-1.2702772e+02	6.3278085e-03	-1.6544278e+02	5.3260053e-04	-9.2728268e+01
-1.3561562e+01	3.1546953e-02	-6.0948897e+01	2.3794463e-02	-7.8124015e+01	1.6600719e-02	-9.8390526e+01	1.0643643e-02	-1.3031547e+02	6.6249771e-03	-1.6687817e+02	5.6929426e-04	-1.2420949e+02
-1.3261562e+01	3.2770280e-02	-5.9721921e+01	2.5446359e-02	-7.6284413e+01	1.8244200e-02	-9.6776354e+01	1.2063932e-02	-1.2214981e+02	6.8814099e-03	-1.5005097e+02	6.9943418e-04	-1.7935571e+01
-1.2961562e+01	3.4749677e-02	-5.8103458e+01	2.6727754e-02	-7.4024048e+01	1.9585514e-02	-9.4787825e+01	1.2489916e-02	-1.2098099e+02	7.8950148e-03	-1.5584677e+02	2.0833653e-03	-1.0023616e+02
-1.2661562e+01	3.6361235e-02	-5.6346789e+01	2.8044857e-02	-7.2935639e+01	2.0140806e-02	-9.3938285e+01	1.3157840e-02	-1.1959689e+02	8.6470229e-03	-1.5171023e+02	2.6517904e-03	-4.0300605e+01
-1.2361562e+01	3.7158072e-02	-5.6328172e+01	2.8864204e-02	-7.1903795e+01	2.0873830e-02	-9.0735165e+01	1.4237298e-02	-1.2022529e+02	8.8888438e-03	-1.5069112e+02	1.6818529e-03	5.6587816e+00
-1.2061562e+01	3.9341420e-02	-5.4604526e+01	3.0425327e-02	-6.9901861e+01	2.3027711e-02	-8.8399297e+01	1.5949105e-02	-1.1605334e+02	9.3374811e-03	-1.4545142e+02	1.5304802e-03	-1.6677051e+01
-1.1761562e+01	4.1599173e-02	-5.3316377e+01	3.2891104e-02	-6.7935082e+01	2.4664313e-02	-8.7469627e+01	1.6861049e-02	-1.1184756e+02	9.6166111e-03	-1.4072600e+02	2.0699131e-03	-9.1443530e+01
-1.1461562e+01	4.2940465e-02	-5.2289552e+01	3.4053976e-02	-6.7548833e+01	2.5637655e-02	-8.6426667e+01	1.7607430e-02	-1.0667984e+02	1.1044365e-02	-1.3695807e+02	2.6930968e-03	-8.7503534e+01
-1.1161562e+01	4.5084620e-02	-5.0736264e+01	3.6200865e-02	-6.5163787e+01	2.6742939e-02	-8.3172157e+01	1.9105162e-02	-1.0655711e+02	1.2383035e-02	-1.3360678e+02	1.7737732e-03	-6.3269825e+01
-1.0861562e+01	4.6650701e-02	-4.9698897e+01	3.7604930e-02	-6.3406957e+01	2.7933284e-02	-8.2341692e+01	1.9169596e-02	-1.0431470e+02	1.3316995e-02	-1.3442708e+02	2.9636681e-03	-5.1337654e+01
-1.0561562e+01	4.9628820e-02	-4.8226880e+01	4.0164196e-02	-6.1485820e+01	3.1564316e-02	-7.9274386e+01	2.2724390e-02	-1.0209551e+02	1.4426585e-02	-1.2898307e+02	3.1046663e-04	-1.1850801e+02
-1.0261562e+01	5.1313769e-02	-4.7191371e+01	4.1799705e-02	-6.0315313e+01	3.2453770e-02	-7.9082310e+01	2.2929372e-02	-9.8890265e+01	1.3417403e-02	-1.2463781e+02	1.3004720e-03	-9.4124215e+01
