21-Sep-2023 19:13:49 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.4769224e-01	-5.9670537e-01
6.3852298e+04	5.5023566e-01	-6.9486433e-01
7.2157221e+04	5.4554664e-01	-7.3794161e-01
8.1542320e+04	5.4466889e-01	-7.8612816e-01
9.2148088e+04	5.4481975e-01	-8.4308263e-01
1.0413329e+05	5.4348481e-01	-8.8600468e-01
1.1767734e+05	5.4202348e-01	-9.4617183e-01
1.3298300e+05	5.4689996e-01	-9.8975671e-01
1.5027938e+05	5.4494046e-01	-1.0463682e+00
1.6982540e+05	5.4676799e-01	-1.1133765e+00
1.9191367e+05	5.4692650e-01	-1.1792046e+00
2.1687485e+05	5.4219328e-01	-1.2598028e+00
2.4508258e+05	5.3861077e-01	-1.3209633e+00
2.7695915e+05	5.4237735e-01	-1.4856664e+00
3.1298173e+05	5.4394759e-01	-1.6259132e+00
3.5368956e+05	5.3874203e-01	-1.8384085e+00
3.9969205e+05	5.3767822e-01	-1.8308724e+00
4.5167783e+05	5.3736208e-01	-1.9785213e+00
5.1042512e+05	5.3402144e-01	-2.1016261e+00
5.7681335e+05	5.3613723e-01	-2.2972355e+00
6.5183634e+05	5.3696099e-01	-2.4481336e+00
7.3661717e+05	5.3503812e-01	-2.6747339e+00
8.3242498e+05	5.3119226e-01	-2.9793742e+00
9.4069399e+05	5.3268539e-01	-3.2069389e+00
1.0630450e+06	5.2748249e-01	-3.4937397e+00
1.2013095e+06	5.3036956e-01	-3.7926317e+00
1.3575573e+06	5.2998841e-01	-4.1784727e+00
1.5341274e+06	5.2786786e-01	-4.5932149e+00
1.7336631e+06	5.2792043e-01	-5.0144013e+00
1.9591512e+06	5.1994201e-01	-5.4947084e+00
2.2139674e+06	5.2123787e-01	-6.0045227e+00
2.5019262e+06	5.2059496e-01	-6.6046161e+00
2.8273382e+06	5.1469568e-01	-7.2299437e+00
3.1950747e+06	5.0806881e-01	-7.9339512e+00
3.6106408e+06	5.0778278e-01	-8.5982622e+00
4.0802573e+06	5.0575006e-01	-9.4379827e+00
4.6109543e+06	5.1035336e-01	-1.0510825e+01
5.2106761e+06	4.9852191e-01	-1.1771971e+01
5.8884005e+06	4.9965133e-01	-1.2718450e+01
6.6542729e+06	4.9196272e-01	-1.4023822e+01
7.5197582e+06	4.8466516e-01	-1.5314055e+01
8.4978124e+06	4.7328821e-01	-1.6825921e+01
9.6030769e+06	4.6724156e-01	-1.8475138e+01
1.0852097e+07	4.6286184e-01	-2.0120966e+01
1.2263571e+07	4.5728423e-01	-2.1837388e+01
1.3858627e+07	4.4679161e-01	-2.3750158e+01
1.5661143e+07	4.3509067e-01	-2.5937480e+01
1.7698103e+07	4.2574194e-01	-2.8136228e+01
2.0000000e+07	4.1461173e-01	-3.0647879e+01
