21-Sep-2023 19:12:48 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.3685850e-01	-6.7152721e-01
6.3852298e+04	5.3935842e-01	-6.6743555e-01
7.2157221e+04	5.4067991e-01	-7.3237474e-01
8.1542320e+04	5.3983926e-01	-7.5848150e-01
9.2148088e+04	5.3926285e-01	-7.7553780e-01
1.0413329e+05	5.3984916e-01	-8.6461487e-01
1.1767734e+05	5.3414501e-01	-9.2776857e-01
1.3298300e+05	5.3420719e-01	-9.4383739e-01
1.5027938e+05	5.3280363e-01	-1.0611819e+00
1.6982540e+05	5.3101191e-01	-1.1231775e+00
1.9191367e+05	5.3440426e-01	-1.1768879e+00
2.1687485e+05	5.3044977e-01	-1.2467873e+00
2.4508258e+05	5.3203787e-01	-1.3292714e+00
2.7695915e+05	5.2906004e-01	-1.5455697e+00
3.1298173e+05	5.2970238e-01	-1.6266130e+00
3.5368956e+05	5.2317133e-01	-1.9006268e+00
3.9969205e+05	5.2500690e-01	-1.8673951e+00
4.5167783e+05	5.2450181e-01	-2.0000403e+00
5.1042512e+05	5.2539586e-01	-2.1477010e+00
5.7681335e+05	5.2368846e-01	-2.2973185e+00
6.5183634e+05	5.2962591e-01	-2.4940036e+00
7.3661717e+05	5.2716275e-01	-2.7391501e+00
8.3242498e+05	5.2578558e-01	-2.9696724e+00
9.4069399e+05	5.2898114e-01	-3.1956116e+00
1.0630450e+06	5.2750422e-01	-3.4930645e+00
1.2013095e+06	5.2383597e-01	-3.8503744e+00
1.3575573e+06	5.2241080e-01	-4.2152591e+00
1.5341274e+06	5.2084294e-01	-4.6325882e+00
1.7336631e+06	5.2687263e-01	-4.9692638e+00
1.9591512e+06	5.2766698e-01	-5.4854690e+00
2.2139674e+06	5.2505698e-01	-6.0137468e+00
2.5019262e+06	5.2061208e-01	-6.6114680e+00
2.8273382e+06	5.2165042e-01	-7.1974429e+00
3.1950747e+06	5.1802066e-01	-7.8508724e+00
3.6106408e+06	5.1366920e-01	-8.5364425e+00
4.0802573e+06	5.1253506e-01	-9.3137001e+00
4.6109543e+06	5.0825481e-01	-1.0540142e+01
5.2106761e+06	5.0433684e-01	-1.1772815e+01
5.8884005e+06	4.9913634e-01	-1.2806580e+01
6.6542729e+06	4.9523812e-01	-1.4014264e+01
7.5197582e+06	4.8700652e-01	-1.5365014e+01
8.4978124e+06	4.8165092e-01	-1.6874607e+01
9.6030769e+06	4.7593893e-01	-1.8468146e+01
1.0852097e+07	4.6537254e-01	-2.0193648e+01
1.2263571e+07	4.6029972e-01	-2.1993322e+01
1.3858627e+07	4.4845912e-01	-2.4006815e+01
1.5661143e+07	4.3949618e-01	-2.6176808e+01
1.7698103e+07	4.2293020e-01	-2.8609748e+01
2.0000000e+07	4.1423228e-01	-3.1044833e+01
