21-Sep-2023 19:22:7 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.3092171e-01	-5.8746993e-01
6.3852298e+04	5.3588018e-01	-6.3543654e-01
7.2157221e+04	5.3896897e-01	-6.5709529e-01
8.1542320e+04	5.3576175e-01	-7.3311809e-01
9.2148088e+04	5.3396265e-01	-7.6595576e-01
1.0413329e+05	5.3643424e-01	-8.1089631e-01
1.1767734e+05	5.3534856e-01	-8.9527459e-01
1.3298300e+05	5.2890259e-01	-9.1300044e-01
1.5027938e+05	5.3397686e-01	-9.8731768e-01
1.6982540e+05	5.3304075e-01	-1.0846223e+00
1.9191367e+05	5.3495533e-01	-1.1247935e+00
2.1687485e+05	5.3424707e-01	-1.2074507e+00
2.4508258e+05	5.3323630e-01	-1.2994318e+00
2.7695915e+05	5.3203755e-01	-1.3703186e+00
3.1298173e+05	5.3235419e-01	-1.4368440e+00
3.5368956e+05	5.2951857e-01	-1.4256250e+00
3.9969205e+05	5.2214182e-01	-1.7084072e+00
4.5167783e+05	5.2820396e-01	-1.8626575e+00
5.1042512e+05	5.2321215e-01	-2.0670271e+00
5.7681335e+05	5.2764930e-01	-2.2082495e+00
6.5183634e+05	5.2150650e-01	-2.4095715e+00
7.3661717e+05	5.1778406e-01	-2.6455430e+00
8.3242498e+05	5.2888813e-01	-2.8508706e+00
9.4069399e+05	5.2405738e-01	-3.1337713e+00
1.0630450e+06	5.2255728e-01	-3.3823352e+00
1.2013095e+06	5.2175143e-01	-3.7605617e+00
1.3575573e+06	5.1648433e-01	-4.1736109e+00
1.5341274e+06	5.1653335e-01	-4.4740051e+00
1.7336631e+06	5.1791007e-01	-4.9125104e+00
1.9591512e+06	5.1768352e-01	-5.3782626e+00
2.2139674e+06	5.0789012e-01	-5.9625099e+00
2.5019262e+06	5.0080178e-01	-6.5325085e+00
2.8273382e+06	5.0116796e-01	-7.1937829e+00
3.1950747e+06	5.0388481e-01	-7.8586790e+00
3.6106408e+06	5.0150221e-01	-8.5473868e+00
4.0802573e+06	5.0047096e-01	-9.3595582e+00
4.6109543e+06	4.9388351e-01	-1.0524261e+01
5.2106761e+06	4.9030288e-01	-1.1678649e+01
5.8884005e+06	4.8996110e-01	-1.2732492e+01
6.6542729e+06	4.8825877e-01	-1.3773714e+01
7.5197582e+06	4.8090477e-01	-1.5204264e+01
8.4978124e+06	4.7243557e-01	-1.6679627e+01
9.6030769e+06	4.6552211e-01	-1.8335918e+01
1.0852097e+07	4.5649956e-01	-2.0108716e+01
1.2263571e+07	4.4632821e-01	-2.1975717e+01
1.3858627e+07	4.3857514e-01	-2.4063214e+01
1.5661143e+07	4.2296569e-01	-2.6260691e+01
1.7698103e+07	4.1730128e-01	-2.8570512e+01
2.0000000e+07	4.0629050e-01	-3.1041281e+01
