21-Sep-2023 18:38:35 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	6.5507083e-01	-9.9767397e-01
6.3852298e+04	6.5223092e-01	-9.7359064e-01
7.2157221e+04	6.5328220e-01	-9.9235588e-01
8.1542320e+04	6.5214273e-01	-1.0621716e+00
9.2148088e+04	6.4914813e-01	-1.1388541e+00
1.0413329e+05	6.4958133e-01	-1.1820520e+00
1.1767734e+05	6.4822811e-01	-1.2866072e+00
1.3298300e+05	6.5077297e-01	-1.3696683e+00
1.5027938e+05	6.5074828e-01	-1.4330292e+00
1.6982540e+05	6.4642747e-01	-1.5577759e+00
1.9191367e+05	6.4534250e-01	-1.6396391e+00
2.1687485e+05	6.4504539e-01	-1.7366546e+00
2.4508258e+05	6.4170836e-01	-1.8301255e+00
2.7695915e+05	6.4012853e-01	-1.8872514e+00
3.1298173e+05	6.4086882e-01	-2.0782570e+00
3.5368956e+05	6.4150012e-01	-2.0983826e+00
3.9969205e+05	6.4198840e-01	-2.4066393e+00
4.5167783e+05	6.3777444e-01	-2.6203156e+00
5.1042512e+05	6.3604240e-01	-2.8504435e+00
5.7681335e+05	6.3503808e-01	-3.0305762e+00
6.5183634e+05	6.3145897e-01	-3.3358334e+00
7.3661717e+05	6.3052699e-01	-3.5555959e+00
8.3242498e+05	6.2804318e-01	-3.8701023e+00
9.4069399e+05	6.2369195e-01	-4.2226180e+00
1.0630450e+06	6.2235131e-01	-4.5999619e+00
1.2013095e+06	6.2071309e-01	-4.9932279e+00
1.3575573e+06	6.1906617e-01	-5.4463825e+00
1.5341274e+06	6.1711160e-01	-5.9150237e+00
1.7336631e+06	6.1636665e-01	-6.3868082e+00
1.9591512e+06	6.1022060e-01	-6.9576177e+00
2.2139674e+06	6.0520879e-01	-7.5870718e+00
2.5019262e+06	6.0467679e-01	-8.2968272e+00
2.8273382e+06	6.0216089e-01	-8.9969546e+00
3.1950747e+06	5.9414162e-01	-9.8524423e+00
3.6106408e+06	5.9409046e-01	-1.0698090e+01
4.0802573e+06	5.8692626e-01	-1.1648551e+01
4.6109543e+06	5.8203024e-01	-1.2757255e+01
5.2106761e+06	5.7525912e-01	-1.3985624e+01
5.8884005e+06	5.6722974e-01	-1.5219245e+01
6.6542729e+06	5.6252359e-01	-1.6375401e+01
7.5197582e+06	5.5343003e-01	-1.7861757e+01
8.4978124e+06	5.4266851e-01	-1.9504495e+01
9.6030769e+06	5.3144185e-01	-2.1241302e+01
1.0852097e+07	5.2054944e-01	-2.2983552e+01
1.2263571e+07	5.0908204e-01	-2.4958150e+01
1.3858627e+07	4.9434538e-01	-2.7020054e+01
1.5661143e+07	4.8095755e-01	-2.9158910e+01
