21-Sep-2023 18:21:53 PM  Probe rad: 1.9 um  Pump rad: 3 um
Offset (microns)	R (1000000 Hz)	Theta (1000000 Hz)	R (1584890 Hz)	Theta (1584890 Hz)	R (2511890 Hz)	Theta (2511890 Hz)	R (3981070 Hz)	Theta (3981070 Hz)	R (6309570 Hz)	Theta (6309570 Hz)	R (50000000 Hz)	Theta (50000000 Hz)	
-1.5097598e+01	2.3672456e-02	-4.9547223e+01	1.8747935e-02	-6.4638563e+01	1.4207974e-02	-8.2642409e+01	1.0115911e-02	-1.0870490e+02	6.0166739e-03	-1.3843704e+02	1.5417201e-03	-2.6977938e+00
-1.4797598e+01	2.4783350e-02	-4.9102355e+01	1.9632448e-02	-6.2173173e+01	1.4577629e-02	-8.2153695e+01	1.1211107e-02	-1.0410421e+02	6.9895292e-03	-1.3743301e+02	1.3360933e-03	-3.9740448e+01
-1.4497598e+01	2.5719178e-02	-4.7178786e+01	2.1042841e-02	-6.1361355e+01	1.6503879e-02	-7.8103383e+01	1.2204095e-02	-1.0119720e+02	7.9888879e-03	-1.2932246e+02	1.1955858e-03	-2.1324265e+01
-1.4197598e+01	2.6911319e-02	-4.6913825e+01	2.2446482e-02	-6.0442387e+01	1.6067045e-02	-7.9156833e+01	1.1694675e-02	-9.9809249e+01	6.8702776e-03	-1.3214092e+02	8.0441282e-04	-1.1972890e+02
-1.3897598e+01	2.7293747e-02	-4.5192342e+01	2.2153149e-02	-5.9357516e+01	1.8334523e-02	-7.7492665e+01	1.2213672e-02	-9.6097418e+01	8.1867549e-03	-1.2915152e+02	4.3911198e-04	-4.6288240e+01
-1.3597598e+01	2.8215880e-02	-4.4933388e+01	2.3472385e-02	-5.7840151e+01	1.8626542e-02	-7.4723536e+01	1.3636787e-02	-9.6510718e+01	7.8109145e-03	-1.2851804e+02	1.9618743e-03	-1.5372064e+02
-1.3297598e+01	2.9166274e-02	-4.3804342e+01	2.4077622e-02	-5.7366648e+01	1.9394686e-02	-7.4767117e+01	1.3196876e-02	-9.6196486e+01	8.3329091e-03	-1.2444480e+02	1.4309337e-03	-2.3430399e+01
-1.2997598e+01	3.0762700e-02	-4.2672199e+01	2.5239279e-02	-5.5184001e+01	1.9880089e-02	-7.1479830e+01	1.3865392e-02	-9.2239980e+01	9.4878975e-03	-1.2281321e+02	3.2871846e-04	-9.4934564e+00
-1.2697598e+01	3.2102799e-02	-4.2351929e+01	2.6673641e-02	-5.3563906e+01	2.0995944e-02	-7.0489318e+01	1.5821741e-02	-8.8015057e+01	1.0192622e-02	-1.2046864e+02	6.2009296e-04	-1.2439200e+02
-1.2397598e+01	3.3442780e-02	-4.0836964e+01	2.8013808e-02	-5.2348914e+01	2.2734095e-02	-6.9767377e+01	1.7045810e-02	-8.8260039e+01	1.1270795e-02	-1.1329117e+02	3.8693285e-04	-1.3688137e+02
-1.2097598e+01	3.5098244e-02	-3.9905865e+01	2.9335061e-02	-5.2077012e+01	2.3275994e-02	-6.7928373e+01	1.7919505e-02	-8.7146150e+01	1.0953970e-02	-1.1076026e+02	2.3152592e-03	-2.7659983e+01
-1.1797598e+01	3.6518555e-02	-4.0049067e+01	3.0599193e-02	-5.1121800e+01	2.4229313e-02	-6.4435078e+01	1.8626504e-02	-8.1670337e+01	1.2053120e-02	-1.0991729e+02	6.3584841e-04	-2.4022538e+01
-1.1497598e+01	3.7362955e-02	-3.8321350e+01	3.2201719e-02	-5.0336494e+01	2.4705084e-02	-6.4662230e+01	1.9341214e-02	-8.2457801e+01	1.3744407e-02	-1.0944882e+02	1.2410284e-03	-6.7242356e+01
-1.1197598e+01	4.0105031e-02	-3.7552324e+01	3.3716863e-02	-4.8652599e+01	2.7478993e-02	-6.1144777e+01	2.1521284e-02	-7.9891388e+01	1.4517974e-02	-1.0278326e+02	1.1398768e-03	-4.1210890e-01
-1.0897598e+01	4.0996631e-02	-3.6012609e+01	3.5312804e-02	-4.6796797e+01	2.8738490e-02	-6.2173946e+01	2.2888625e-02	-7.9784071e+01	1.5422526e-02	-1.0058212e+02	1.1817613e-03	-7.1378915e+00
-1.0597598e+01	4.2344031e-02	-3.5389451e+01	3.6714523e-02	-4.6293160e+01	2.9595413e-02	-5.9256221e+01	2.3402780e-02	-7.8453390e+01	1.5825609e-02	-9.9126133e+01	1.4716041e-03	-6.7498086e+01
-1.0297598e+01	4.4048146e-02	-3.4895818e+01	3.8349235e-02	-4.5596108e+01	3.1317132e-02	-5.8504578e+01	2.4370520e-02	-7.6541745e+01	1.6831123e-02	-9.9910441e+01	1.1144873e-03	-9.6052376e+01
