21-Sep-2023 18:54:54 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.8398604e-01	-6.4498962e-01
6.3852298e+04	5.8500489e-01	-7.6496063e-01
7.2157221e+04	5.7933846e-01	-8.0846757e-01
8.1542320e+04	5.7536635e-01	-8.6967537e-01
9.2148088e+04	5.8169733e-01	-9.1041476e-01
1.0413329e+05	5.7170184e-01	-9.9772383e-01
1.1767734e+05	5.7914648e-01	-1.0687365e+00
1.3298300e+05	5.8015555e-01	-1.1024771e+00
1.5027938e+05	5.7315866e-01	-1.2082414e+00
1.6982540e+05	5.7388545e-01	-1.2955195e+00
1.9191367e+05	5.7535469e-01	-1.3838604e+00
2.1687485e+05	5.7444742e-01	-1.4904872e+00
2.4508258e+05	5.7064007e-01	-1.5346890e+00
2.7695915e+05	5.7413303e-01	-1.7354404e+00
3.1298173e+05	5.7344830e-01	-1.8995299e+00
3.5368956e+05	5.7198648e-01	-2.1594927e+00
3.9969205e+05	5.7150976e-01	-2.1612922e+00
4.5167783e+05	5.7275692e-01	-2.3163061e+00
5.1042512e+05	5.6870580e-01	-2.4485777e+00
5.7681335e+05	5.6420345e-01	-2.6534559e+00
6.5183634e+05	5.6463573e-01	-2.8820068e+00
7.3661717e+05	5.6407862e-01	-3.0986616e+00
8.3242498e+05	5.6543969e-01	-3.3899755e+00
9.4069399e+05	5.6467621e-01	-3.6543951e+00
1.0630450e+06	5.6182241e-01	-3.9880708e+00
1.2013095e+06	5.5821398e-01	-4.3552487e+00
1.3575573e+06	5.5209000e-01	-4.7429552e+00
1.5341274e+06	5.5449987e-01	-5.1555531e+00
1.7336631e+06	5.5619896e-01	-5.6567144e+00
1.9591512e+06	5.5208272e-01	-6.1821337e+00
2.2139674e+06	5.4997255e-01	-6.7520952e+00
2.5019262e+06	5.4491788e-01	-7.3274652e+00
2.8273382e+06	5.4006909e-01	-8.0180948e+00
3.1950747e+06	5.3822716e-01	-8.7614997e+00
3.6106408e+06	5.3500753e-01	-9.5252758e+00
4.0802573e+06	5.3236744e-01	-1.0393112e+01
4.6109543e+06	5.3139272e-01	-1.1470090e+01
5.2106761e+06	5.2341984e-01	-1.2659365e+01
5.8884005e+06	5.1776674e-01	-1.3735721e+01
6.6542729e+06	5.1295067e-01	-1.5038967e+01
7.5197582e+06	5.0538531e-01	-1.6359549e+01
8.4978124e+06	4.9929945e-01	-1.7865906e+01
9.6030769e+06	4.9318238e-01	-1.9504504e+01
1.0852097e+07	4.8156792e-01	-2.1290262e+01
1.2263571e+07	4.7182173e-01	-2.3128699e+01
1.3858627e+07	4.6160969e-01	-2.5126661e+01
1.5661143e+07	4.4902664e-01	-2.7281140e+01
