21-Sep-2023 18:54:42 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	5.8888869e-01	-6.4668035e-01
6.3852298e+04	5.8762492e-01	-7.0172581e-01
7.2157221e+04	5.8467751e-01	-7.4578912e-01
8.1542320e+04	5.8497096e-01	-7.9095813e-01
9.2148088e+04	5.8237477e-01	-8.2196089e-01
1.0413329e+05	5.8397670e-01	-9.2121129e-01
1.1767734e+05	5.8499371e-01	-9.8771494e-01
1.3298300e+05	5.8246387e-01	-1.0613612e+00
1.5027938e+05	5.8265384e-01	-1.1328495e+00
1.6982540e+05	5.7781256e-01	-1.2402536e+00
1.9191367e+05	5.7875104e-01	-1.3099897e+00
2.1687485e+05	5.7623240e-01	-1.4273111e+00
2.4508258e+05	5.7779268e-01	-1.5297166e+00
2.7695915e+05	5.7869376e-01	-1.6558060e+00
3.1298173e+05	5.7690772e-01	-1.8033456e+00
3.5368956e+05	5.7361465e-01	-1.9300043e+00
3.9969205e+05	5.7038525e-01	-2.0921847e+00
4.5167783e+05	5.6502260e-01	-2.2695105e+00
5.1042512e+05	5.7054674e-01	-2.4299318e+00
5.7681335e+05	5.6959930e-01	-2.6436649e+00
6.5183634e+05	5.6707429e-01	-2.8598275e+00
7.3661717e+05	5.6022585e-01	-3.1213834e+00
8.3242498e+05	5.6551636e-01	-3.4110910e+00
9.4069399e+05	5.6254082e-01	-3.6946885e+00
1.0630450e+06	5.5791679e-01	-4.0023248e+00
1.2013095e+06	5.5476537e-01	-4.3613573e+00
1.3575573e+06	5.6012032e-01	-4.7436855e+00
1.5341274e+06	5.5431869e-01	-5.2379506e+00
1.7336631e+06	5.5207069e-01	-5.7149272e+00
1.9591512e+06	5.4903141e-01	-6.1915040e+00
2.2139674e+06	5.4390563e-01	-6.8062577e+00
2.5019262e+06	5.4925593e-01	-7.3774803e+00
2.8273382e+06	5.4838282e-01	-8.0817639e+00
3.1950747e+06	5.4077677e-01	-8.8215789e+00
3.6106408e+06	5.3981260e-01	-9.5601134e+00
4.0802573e+06	5.3497906e-01	-1.0462984e+01
4.6109543e+06	5.2738916e-01	-1.1588303e+01
5.2106761e+06	5.2816148e-01	-1.2810504e+01
5.8884005e+06	5.2619409e-01	-1.3944307e+01
6.6542729e+06	5.1687166e-01	-1.5158064e+01
7.5197582e+06	5.1035596e-01	-1.6524767e+01
8.4978124e+06	4.9886658e-01	-1.8076735e+01
9.6030769e+06	4.9159266e-01	-1.9787032e+01
1.0852097e+07	4.8293622e-01	-2.1499319e+01
1.2263571e+07	4.7453929e-01	-2.3385529e+01
1.3858627e+07	4.5989479e-01	-2.5431109e+01
1.5661143e+07	4.4950304e-01	-2.7525557e+01
1.7698103e+07	4.4209036e-01	-2.9731005e+01
