21-Sep-2023 20:42:48 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	9.2611518e-01	-1.7711867e+00
6.3852298e+04	9.1851238e-01	-1.9476022e+00
7.2157221e+04	9.2587194e-01	-2.0618008e+00
8.1542320e+04	9.2286002e-01	-2.1770841e+00
9.2148088e+04	9.2180042e-01	-2.3072957e+00
1.0413329e+05	9.1960407e-01	-2.4364352e+00
1.1767734e+05	9.1610550e-01	-2.6035461e+00
1.3298300e+05	9.1290354e-01	-2.7637579e+00
1.5027938e+05	9.0992132e-01	-2.9420292e+00
1.6982540e+05	9.2101043e-01	-3.0863917e+00
1.9191367e+05	9.1314329e-01	-3.3110109e+00
2.1687485e+05	9.0923439e-01	-3.4916065e+00
2.4508258e+05	8.9803250e-01	-3.7358325e+00
2.7695915e+05	9.0243512e-01	-3.9710387e+00
3.1298173e+05	8.9578570e-01	-4.2386926e+00
3.5368956e+05	8.9880315e-01	-4.4792562e+00
3.9969205e+05	8.9001153e-01	-4.7997297e+00
4.5167783e+05	8.8604087e-01	-5.1183447e+00
5.1042512e+05	8.8727447e-01	-5.4545843e+00
5.7681335e+05	8.7414352e-01	-5.8181863e+00
6.5183634e+05	8.6444993e-01	-6.2666770e+00
7.3661717e+05	8.5562286e-01	-6.7163009e+00
8.3242498e+05	8.5995717e-01	-7.1388367e+00
9.4069399e+05	8.5713251e-01	-7.6185826e+00
1.0630450e+06	8.5065294e-01	-8.1159002e+00
1.2013095e+06	8.4232659e-01	-8.7137112e+00
1.3575573e+06	8.3168615e-01	-9.3820280e+00
1.5341274e+06	8.2250279e-01	-1.0049535e+01
1.7336631e+06	8.1780412e-01	-1.0771783e+01
1.9591512e+06	8.0873441e-01	-1.1548011e+01
2.2139674e+06	8.0007278e-01	-1.2378319e+01
2.5019262e+06	7.9132282e-01	-1.3251274e+01
2.8273382e+06	7.7952018e-01	-1.4209587e+01
3.1950747e+06	7.6566025e-01	-1.5275604e+01
3.6106408e+06	7.5536799e-01	-1.6292938e+01
4.0802573e+06	7.4376955e-01	-1.7473284e+01
4.6109543e+06	7.3493004e-01	-1.8719725e+01
5.2106761e+06	7.1852360e-01	-2.0123102e+01
5.8884005e+06	7.0222478e-01	-2.1512666e+01
6.6542729e+06	6.7551878e-01	-2.3091363e+01
7.5197582e+06	6.5650412e-01	-2.4743760e+01
8.4978124e+06	6.4665550e-01	-2.6317594e+01
9.6030769e+06	6.2750979e-01	-2.8111599e+01
1.0852097e+07	6.0709078e-01	-2.9947345e+01
1.2263571e+07	5.8592062e-01	-3.1856681e+01
1.3858627e+07	5.6676945e-01	-3.3903023e+01
1.5661143e+07	5.3972873e-01	-3.5990017e+01
1.7698103e+07	5.1297070e-01	-3.8188651e+01
