21-Sep-2023 20:43:23 PM  Probe rad: 1.9 um  Pump rad: 3 um
Frequency (Hz)	R (volts rms)	Theta (degree)
5.6503229e+04	9.0106130e-01	-1.6915716e+00
6.3852298e+04	9.0220950e-01	-1.9323605e+00
7.2157221e+04	9.0257848e-01	-2.0604886e+00
8.1542320e+04	8.9744813e-01	-2.1752440e+00
9.2148088e+04	8.9841117e-01	-2.2844180e+00
1.0413329e+05	8.9651434e-01	-2.4226364e+00
1.1767734e+05	8.9553702e-01	-2.5806463e+00
1.3298300e+05	8.9574878e-01	-2.7380321e+00
1.5027938e+05	8.8417036e-01	-2.9550113e+00
1.6982540e+05	8.9050902e-01	-3.1001231e+00
1.9191367e+05	8.8136499e-01	-3.3107161e+00
2.1687485e+05	8.8702183e-01	-3.5046870e+00
2.4508258e+05	8.8128174e-01	-3.7355965e+00
2.7695915e+05	8.7481695e-01	-3.9896911e+00
3.1298173e+05	8.7115361e-01	-4.2389607e+00
3.5368956e+05	8.7281323e-01	-4.5031469e+00
3.9969205e+05	8.7044984e-01	-4.8128991e+00
4.5167783e+05	8.6791008e-01	-5.1070253e+00
5.1042512e+05	8.5802063e-01	-5.4771275e+00
5.7681335e+05	8.5194003e-01	-5.8203803e+00
6.5183634e+05	8.4790973e-01	-6.2468738e+00
7.3661717e+05	8.4521366e-01	-6.6707657e+00
8.3242498e+05	8.3646442e-01	-7.1245104e+00
9.4069399e+05	8.3535685e-01	-7.6332787e+00
1.0630450e+06	8.2956867e-01	-8.1530016e+00
1.2013095e+06	8.2294434e-01	-8.7313393e+00
1.3575573e+06	8.0894955e-01	-9.4355410e+00
1.5341274e+06	8.0380801e-01	-1.0090435e+01
1.7336631e+06	7.9577839e-01	-1.0792586e+01
1.9591512e+06	7.8313073e-01	-1.1630875e+01
2.2139674e+06	7.7855156e-01	-1.2441736e+01
2.5019262e+06	7.6798136e-01	-1.3350580e+01
2.8273382e+06	7.5694137e-01	-1.4314160e+01
3.1950747e+06	7.4125335e-01	-1.5417405e+01
3.6106408e+06	7.3427569e-01	-1.6448893e+01
4.0802573e+06	7.2214674e-01	-1.7659244e+01
4.6109543e+06	7.0628853e-01	-1.8845854e+01
5.2106761e+06	6.8967864e-01	-2.0204956e+01
5.8884005e+06	6.7124329e-01	-2.1667340e+01
6.6542729e+06	6.5862365e-01	-2.3048176e+01
7.5197582e+06	6.3353569e-01	-2.4780754e+01
8.4978124e+06	6.2187041e-01	-2.6422830e+01
9.6030769e+06	6.0386668e-01	-2.8139741e+01
1.0852097e+07	5.8562996e-01	-3.0003570e+01
1.2263571e+07	5.6542768e-01	-3.1899476e+01
1.3858627e+07	5.4820309e-01	-3.3863185e+01
1.5661143e+07	5.2443936e-01	-3.5955669e+01
